,_step,_runtime,training.run_id,training.fitness_3q,training.top_k_fit.top_0_fit,training.top_k_fit.top_2_fit,training.evaluation_time,_timestamp,training.fitness_mean,training.top_k_fit.top_1_fit,training.fitness_1q,training.generation,training.fitness_std,training.fitness_median,solver,ea,environment,seed,training.evaluation,training.top_k_reward.top_0_reward,training.top_k_reward.top_1_reward,training.top_k_reward.top_2_reward
36,36,96.46298933029175,2,71.08071899414062,1028.4913330078125,1026.89599609375,2.179320812225342,1687187633.8918114,431.4422302246094,1027.81591796875,1014.3961791992188,36,421.7005920410156,196.18409729003906,cgp,mu+lambda,walker2d,2,3600,1028.4913330078125,1027.81591796875,1026.89599609375
37,37,98.66079783439636,2,78.41357421875,1095.4981689453125,1026.428466796875,2.179927349090576,1687187636.0896199,416.84429931640625,1027.111572265625,1007.4063720703125,37,409.4156799316406,172.29080200195312,cgp,mu+lambda,walker2d,2,3700,1095.4981689453125,1027.111572265625,1026.428466796875
38,38,100.86061716079712,2,70.71723937988281,1076.7305908203125,1032.5799560546875,2.1821749210357666,1687187638.2894392,424.2315673828125,1054.164306640625,1016.4290161132812,38,427.0603942871094,140.06399536132812,cgp,mu+lambda,walker2d,2,3800,1076.7305908203125,1054.164306640625,1032.5799560546875
39,39,103.05773496627808,2,72.201171875,1089.167724609375,1032.735595703125,2.179964065551758,1687187640.486557,399.4842834472656,1065.9332275390625,883.2366333007812,39,396.92138671875,197.2479248046875,cgp,mu+lambda,walker2d,2,3900,1089.167724609375,1065.9332275390625,1032.735595703125
40,40,105.25433254241943,2,70.3423843383789,1086.9791259765625,1064.36279296875,2.1792104244232178,1687187642.6831546,370.3932800292969,1068.1658935546875,986.7705688476562,40,407.1312561035156,123.58430480957031,cgp,mu+lambda,walker2d,2,4000,1086.9791259765625,1068.1658935546875,1064.36279296875
41,41,107.45173931121826,2,87.11552429199219,1106.882080078125,1069.255859375,2.179150342941284,1687187644.8805614,461.7603454589844,1073.322265625,1015.229248046875,41,415.9227294921875,262.8001403808594,cgp,mu+lambda,walker2d,2,4100,1106.882080078125,1073.322265625,1069.255859375
42,42,109.64820051193237,2,76.32832336425781,1108.8563232421875,1087.013671875,2.1789371967315674,1687187647.0770226,397.0492858886719,1091.4464111328125,1004.642578125,42,416.89501953125,144.70968627929688,cgp,mu+lambda,walker2d,2,4200,1108.8563232421875,1091.4464111328125,1087.013671875
43,43,111.8468747138977,2,89.71537780761719,1081.6790771484375,1069.1387939453125,2.180837392807007,1687187649.2756968,440.8067626953125,1070.0654296875,1010.064453125,43,425.3069763183594,161.43875122070312,cgp,mu+lambda,walker2d,2,4300,1081.6790771484375,1070.0654296875,1069.1387939453125
44,44,114.0456211566925,2,77.2039794921875,1106.4727783203125,1090.6552734375,2.180633068084717,1687187651.4744432,438.9592590332031,1096.031982421875,1005.6649780273438,44,411.8420715332031,213.90167236328125,cgp,mu+lambda,walker2d,2,4400,1106.4727783203125,1096.031982421875,1090.6552734375
45,45,116.24339556694031,2,72.57035827636719,1110.542724609375,1077.4244384765625,2.180323839187622,1687187653.6722176,392.8397216796875,1088.8516845703125,880.2123413085938,45,401.2197570800781,176.35366821289062,cgp,mu+lambda,walker2d,2,4500,1110.542724609375,1088.8516845703125,1077.4244384765625
46,46,118.4437563419342,2,77.00736236572266,1106.7034912109375,1102.834228515625,2.182485580444336,1687187655.8725784,410.9078063964844,1104.24658203125,1001.0164184570312,46,416.20111083984375,161.92735290527344,cgp,mu+lambda,walker2d,2,4600,1106.7034912109375,1104.24658203125,1102.834228515625
47,47,120.64265871047974,2,70.48847961425781,1111.02001953125,1093.812255859375,2.1811370849609375,1687187658.0714808,393.1531982421875,1104.11572265625,1001.9902954101562,47,424.5796813964844,127.16674041748047,cgp,mu+lambda,walker2d,2,4700,1111.02001953125,1104.11572265625,1093.812255859375
48,48,122.90486574172974,2,72.43025207519531,1119.3848876953125,1108.7674560546875,2.1780872344970703,1687187660.3336878,-565.6664428710938,1117.469482421875,1022.0399780273438,48,10002.7685546875,166.9334716796875,cgp,mu+lambda,walker2d,2,4800,1119.3848876953125,1117.469482421875,1108.7674560546875
49,49,125.10947394371033,2,75.02005004882812,1116.546142578125,1099.6270751953125,2.1730425357818604,1687187662.538296,483.87689208984375,1100.0257568359375,1032.673095703125,49,443.61199951171875,263.6287841796875,cgp,mu+lambda,walker2d,2,4900,1116.546142578125,1100.0257568359375,1099.6270751953125
50,50,127.31924223899841,2,78.39585876464844,1109.8548583984375,1104.6488037109375,2.165050506591797,1687187664.7480643,444.02166748046875,1107.976806640625,1010.1830444335938,50,435.1325378417969,154.02505493164062,cgp,mu+lambda,walker2d,2,5000,1109.8548583984375,1107.976806640625,1104.6488037109375
51,51,129.54322266578674,2,81.7600326538086,1106.37939453125,1097.7796630859375,2.184462785720825,1687187666.9720447,473.7248229980469,1101.4713134765625,1020.3221435546875,51,440.6811218261719,245.56875610351562,cgp,mu+lambda,walker2d,2,5100,1106.37939453125,1101.4713134765625,1097.7796630859375
52,52,131.80228686332703,2,73.75349426269531,1100.6212158203125,1096.7088623046875,2.186685562133789,1687187669.231109,462.6979675292969,1099.2767333984375,1040.8599853515625,52,439.8347473144531,197.84768676757812,cgp,mu+lambda,walker2d,2,5200,1100.6212158203125,1099.2767333984375,1096.7088623046875
53,53,134.03135514259338,2,68.95799255371094,1103.70263671875,1093.3973388671875,2.1708691120147705,1687187671.4601772,402.98199462890625,1094.1002197265625,1008.8343505859375,53,437.8583679199219,130.55386352539062,cgp,mu+lambda,walker2d,2,5300,1103.70263671875,1094.1002197265625,1093.3973388671875
54,54,136.28838062286377,2,70.97510528564453,1113.2911376953125,1090.7186279296875,2.193591356277466,1687187673.7172027,393.87249755859375,1105.292724609375,890.560302734375,54,413.9875183105469,150.77963256835938,cgp,mu+lambda,walker2d,2,5400,1113.2911376953125,1105.292724609375,1090.7186279296875
55,55,138.51575374603271,2,77.5143051147461,1111.9620361328125,1096.98779296875,2.196739912033081,1687187675.9445758,426.5654602050781,1097.715087890625,1013.713623046875,55,434.36517333984375,139.59066772460938,cgp,mu+lambda,walker2d,2,5500,1111.9620361328125,1097.715087890625,1096.98779296875
56,56,140.72506260871887,2,74.2161636352539,1117.173828125,1101.637451171875,2.1903088092803955,1687187678.1538846,392.51953125,1107.4290771484375,955.1102294921875,56,420.98333740234375,157.77944946289062,cgp,mu+lambda,walker2d,2,5600,1117.173828125,1107.4290771484375,1101.637451171875
57,57,142.9379312992096,2,66.63618469238281,1114.814453125,1099.5294189453125,2.1946911811828613,1687187680.3667533,-572.8246459960938,1105.090576171875,1024.57177734375,57,10002.654296875,143.15997314453125,cgp,mu+lambda,walker2d,2,5700,1114.814453125,1105.090576171875,1099.5294189453125
58,58,145.14860105514526,2,83.15940856933594,1112.4990234375,1099.66845703125,2.192908525466919,1687187682.577423,425.2172546386719,1108.3182373046875,1031.209228515625,58,426.1616516113281,181.87527465820312,cgp,mu+lambda,walker2d,2,5800,1112.4990234375,1108.3182373046875,1099.66845703125
59,59,147.35868120193481,2,76.75731658935547,1118.17529296875,1109.7900390625,2.1917428970336914,1687187684.7875032,421.7855224609375,1112.2667236328125,1030.800048828125,59,429.97320556640625,177.97511291503906,cgp,mu+lambda,walker2d,2,5900,1118.17529296875,1112.2667236328125,1109.7900390625
60,60,149.57033491134644,2,77.25286102294922,1113.0594482421875,1103.6844482421875,2.194127321243286,1687187686.999157,468.085693359375,1103.9072265625,1057.38134765625,60,455.7469177246094,182.98977661132812,cgp,mu+lambda,walker2d,2,6000,1113.0594482421875,1103.9072265625,1103.6844482421875
61,61,151.7831482887268,2,66.39645385742188,1105.92724609375,1098.4825439453125,2.1951475143432617,1687187689.2119703,407.9658508300781,1101.2178955078125,1022.7193603515625,61,447.7170104980469,116.626708984375,cgp,mu+lambda,walker2d,2,6100,1105.92724609375,1101.2178955078125,1098.4825439453125
62,62,153.99740767478943,2,68.08805847167969,1129.5426025390625,1113.676025390625,2.197596311569214,1687187691.4262297,432.1726379394531,1114.6937255859375,1035.68798828125,62,449.7021789550781,138.83868408203125,cgp,mu+lambda,walker2d,2,6200,1129.5426025390625,1114.6937255859375,1113.676025390625
63,63,156.20845651626587,2,65.46922302246094,1103.7861328125,1100.589111328125,2.1929590702056885,1687187693.6372786,447.5516662597656,1101.0677490234375,1040.2703857421875,63,453.3733215332031,148.14720153808594,cgp,mu+lambda,walker2d,2,6300,1103.7861328125,1101.0677490234375,1100.589111328125
64,64,158.41712284088135,2,84.35487365722656,1117.1787109375,1103.0633544921875,2.1918182373046875,1687187695.845945,484.42132568359375,1107.5177001953125,1055.4599609375,64,440.6306457519531,299.92633056640625,cgp,mu+lambda,walker2d,2,6400,1117.1787109375,1107.5177001953125,1103.0633544921875
65,65,160.62534737586975,2,76.0763168334961,1118.391357421875,1096.689453125,2.191534996032715,1687187698.0541694,446.1762390136719,1103.0816650390625,1037.120361328125,65,450.72796630859375,150.00579833984375,cgp,mu+lambda,walker2d,2,6500,1118.391357421875,1103.0816650390625,1096.689453125
66,66,162.83590650558472,2,76.1595687866211,1115.693359375,1102.2747802734375,2.1940786838531494,1687187700.2647285,478.4768371582031,1109.5216064453125,1058.94091796875,66,453.6439514160156,201.82620239257812,cgp,mu+lambda,walker2d,2,6600,1115.693359375,1109.5216064453125,1102.2747802734375
67,67,165.04489374160767,2,71.35368347167969,1116.7772216796875,1109.7418212890625,2.1923115253448486,1687187702.4737158,-502.1646423339844,1111.912841796875,1047.6993408203125,67,10010.1875,222.936279296875,cgp,mu+lambda,walker2d,2,6700,1116.7772216796875,1111.912841796875,1109.7418212890625
68,68,167.2550323009491,2,70.19013977050781,1116.6868896484375,1104.6258544921875,2.1926562786102295,1687187704.6838543,402.63604736328125,1105.4957275390625,1022.3265991210938,68,441.96234130859375,134.3408203125,cgp,mu+lambda,walker2d,2,6800,1116.6868896484375,1105.4957275390625,1104.6258544921875
69,69,169.46289563179016,2,72.5787353515625,1106.3826904296875,1100.534423828125,2.192556142807007,1687187706.8917177,460.87225341796875,1103.93115234375,1017.6007080078125,69,453.1921691894531,100.59725952148438,cgp,mu+lambda,walker2d,2,6900,1106.3826904296875,1103.93115234375,1100.534423828125
70,70,171.67513799667358,2,79.41810607910156,1117.232666015625,1099.696044921875,2.1954586505889893,1687187709.10396,470.0859375,1109.4219970703125,1018.0314331054688,70,429.7396240234375,261.2615966796875,cgp,mu+lambda,walker2d,2,7000,1117.232666015625,1109.4219970703125,1099.696044921875
71,71,173.88620972633362,2,75.82916259765625,1128.8739013671875,1104.613037109375,2.192744255065918,1687187711.3150318,456.3074645996094,1106.4912109375,1019.784423828125,71,444.8028259277344,149.17459106445312,cgp,mu+lambda,walker2d,2,7100,1128.8739013671875,1106.4912109375,1104.613037109375
72,72,176.09948563575745,2,73.06159973144531,1116.037841796875,1113.82666015625,2.1953320503234863,1687187713.5283077,399.1497497558594,1113.94091796875,963.4273681640625,72,427.11016845703125,133.67984008789062,cgp,mu+lambda,walker2d,2,7200,1116.037841796875,1113.94091796875,1113.82666015625
73,73,178.3099217414856,2,77.0266342163086,1114.9168701171875,1111.7337646484375,2.1925408840179443,1687187715.7387438,434.5495910644531,1112.985107421875,1002.3311157226562,73,429.9055480957031,175.20751953125,cgp,mu+lambda,walker2d,2,7300,1114.9168701171875,1112.985107421875,1111.7337646484375
74,74,180.52288508415222,2,79.97388458251953,1110.0516357421875,1092.3773193359375,2.195010185241699,1687187717.9517071,-537.5479736328125,1094.287841796875,1025.07421875,74,10005.55859375,255.34408569335938,cgp,mu+lambda,walker2d,2,7400,1110.0516357421875,1094.287841796875,1092.3773193359375
75,75,182.73346138000488,2,75.76879119873047,1120.9716796875,1106.533203125,2.193459987640381,1687187720.1622834,486.1018981933594,1106.6082763671875,1058.4483642578125,75,451.6992492675781,210.40663146972656,cgp,mu+lambda,walker2d,2,7500,1120.9716796875,1106.6082763671875,1106.533203125
76,76,184.94622135162354,2,79.79190826416016,1118.45947265625,1102.7169189453125,2.1959095001220703,1687187722.3750434,438.97698974609375,1106.33837890625,1028.48193359375,76,442.275390625,150.212646484375,cgp,mu+lambda,walker2d,2,7600,1118.45947265625,1106.33837890625,1102.7169189453125
77,77,187.1583228111267,2,74.54893493652344,1109.5726318359375,1109.0137939453125,2.194953680038452,1687187724.5871449,-533.2910766601562,1109.1668701171875,1049.3414306640625,77,10006.8369140625,182.9642791748047,cgp,mu+lambda,walker2d,2,7700,1109.5726318359375,1109.1668701171875,1109.0137939453125
78,78,189.36452722549438,2,73.99677276611328,1118.65673828125,1098.339111328125,2.188015937805176,1687187726.7933493,473.84906005859375,1103.8267822265625,1042.3448486328125,78,449.5914611816406,177.0979766845703,cgp,mu+lambda,walker2d,2,7800,1118.65673828125,1103.8267822265625,1098.339111328125
79,79,191.61196780204773,2,78.68010711669922,1117.6533203125,1102.271728515625,2.230449676513672,1687187729.0407898,488.5238952636719,1113.5040283203125,1044.40234375,79,439.2117614746094,271.8374328613281,cgp,mu+lambda,walker2d,2,7900,1117.6533203125,1113.5040283203125,1102.271728515625
80,80,193.84249472618103,2,78.71514892578125,1101.116455078125,1098.138916015625,2.2143449783325195,1687187731.2713168,446.3799133300781,1098.6484375,1035.0113525390625,80,445.11614990234375,146.8341064453125,cgp,mu+lambda,walker2d,2,8000,1101.116455078125,1098.6484375,1098.138916015625
81,81,196.06404495239258,2,83.17505645751953,1101.539794921875,1097.5513916015625,2.2044126987457275,1687187733.492867,445.8125,1099.1109619140625,1036.5035400390625,81,433.4681396484375,189.41995239257812,cgp,mu+lambda,walker2d,2,8100,1101.539794921875,1099.1109619140625,1097.5513916015625
82,82,198.27879786491394,2,68.47065734863281,1109.7095947265625,1102.161376953125,2.1980247497558594,1687187735.70762,-553.7098999023438,1104.8115234375,1027.21240234375,82,10004.509765625,142.30587768554688,cgp,mu+lambda,walker2d,2,8200,1109.7095947265625,1104.8115234375,1102.161376953125
83,83,200.49347472190857,2,74.90963745117188,1123.4412841796875,1115.776611328125,2.1957011222839355,1687187737.9222968,406.7126159667969,1116.38671875,1018.710693359375,83,436.1099548339844,127.81531524658203,cgp,mu+lambda,walker2d,2,8300,1123.4412841796875,1116.38671875,1115.776611328125
84,84,202.70547199249268,2,78.09867858886719,1122.796142578125,1113.22021484375,2.194988489151001,1687187740.134294,451.00299072265625,1114.1795654296875,1037.37939453125,84,453.6519470214844,157.03683471679688,cgp,mu+lambda,walker2d,2,8400,1122.796142578125,1114.1795654296875,1113.22021484375
85,85,204.9209520816803,2,66.64501953125,1123.068359375,1110.4140625,2.197003126144409,1687187742.3497741,396.1880798339844,1115.6676025390625,967.4583129882812,85,430.7855224609375,137.86151123046875,cgp,mu+lambda,walker2d,2,8500,1123.068359375,1115.6676025390625,1110.4140625
86,86,207.13287615776062,2,75.3776626586914,1128.3968505859375,1117.0113525390625,2.193103790283203,1687187744.5616982,438.3171081542969,1118.2816162109375,1036.413818359375,86,447.3179931640625,146.51983642578125,cgp,mu+lambda,walker2d,2,8600,1128.3968505859375,1118.2816162109375,1117.0113525390625
87,87,209.3450882434845,2,73.25748443603516,1125.2630615234375,1107.8394775390625,2.193448305130005,1687187746.7739103,390.48748779296875,1118.840087890625,1010.089111328125,87,430.30120849609375,140.69161987304688,cgp,mu+lambda,walker2d,2,8700,1125.2630615234375,1118.840087890625,1107.8394775390625
88,88,211.55831384658813,2,71.43264770507812,1130.4588623046875,1109.5281982421875,2.1941707134246826,1687187748.987136,429.64801025390625,1114.910888671875,1014.2005615234375,88,436.9871826171875,184.36839294433594,cgp,mu+lambda,walker2d,2,8800,1130.4588623046875,1114.910888671875,1109.5281982421875
89,89,213.7757511138916,2,74.37142181396484,1116.9007568359375,1102.5574951171875,2.199571371078491,1687187751.2045732,458.9112548828125,1103.514892578125,1035.1856689453125,89,449.72479248046875,173.86709594726562,cgp,mu+lambda,walker2d,2,8900,1116.9007568359375,1103.514892578125,1102.5574951171875
90,90,215.98861503601074,2,72.01174926757812,1117.0018310546875,1114.0367431640625,2.195160388946533,1687187753.417437,-582.4495239257812,1115.9461669921875,962.9566040039062,90,10001.2119140625,135.84881591796875,cgp,mu+lambda,walker2d,2,9000,1117.0018310546875,1115.9461669921875,1114.0367431640625
91,91,218.19974946975708,2,70.35385131835938,1121.5206298828125,1105.5670166015625,2.1929314136505127,1687187755.6285715,428.9403076171875,1106.4368896484375,964.9680786132812,91,434.5352478027344,168.98907470703125,cgp,mu+lambda,walker2d,2,9100,1121.5206298828125,1106.4368896484375,1105.5670166015625
92,92,220.41330695152283,2,78.006103515625,1114.3634033203125,1110.269287109375,2.194936990737915,1687187757.842129,380.98944091796875,1113.8287353515625,783.8941650390625,92,419.71295166015625,124.97747802734375,cgp,mu+lambda,walker2d,2,9200,1114.3634033203125,1113.8287353515625,1110.269287109375
93,93,222.62490963935852,2,64.838134765625,1113.7681884765625,1108.3846435546875,2.1931939125061035,1687187760.0537317,-591.572998046875,1111.4249267578125,1013.0007934570312,93,10000.1376953125,159.40158081054688,cgp,mu+lambda,walker2d,2,9300,1113.7681884765625,1111.4249267578125,1108.3846435546875
