,training.top_k_ctrl_reward.top_2_ctrl_reward,training.top_k_forward_reward.top_0_forward_reward,training.top_k_healthy_reward.top_1_healthy_reward,training.run_id,training.fitness_3q,training.fitness_median,training.evaluation_time,_step,training.top_k_reward.top_0_reward,training.fitness_mean,training.top_k_ctrl_reward.top_1_ctrl_reward,training.fitness_1q,training.generation,training.fitness_std,training.top_k_healthy_reward.top_0_healthy_reward,_runtime,training.top_k_healthy_reward.top_2_healthy_reward,training.top_k_reward.top_2_reward,_timestamp,training.top_k_fit.top_2_fit,training.top_k_forward_reward.top_2_forward_reward,training.top_k_fit.top_0_fit,training.top_k_fit.top_1_fit,training.top_k_reward.top_1_reward,training.top_k_ctrl_reward.top_0_ctrl_reward,training.top_k_forward_reward.top_1_forward_reward,solver,ea,fitness,environment,seed,training.evaluation
18,0,0,0,0,274.0555114746094,591.4752197265625,2.987546682357788,18,769.22216796875,508.6969299316406,0,646.057861328125,18,244.66934204101562,0,75.99440956115723,0,788.1820678710938,1689150779.1558936,847.5006103515625,0,853.3800659179688,850.0648803710938,739.9761962890625,0,0,cgp-long,mu+lambda-ga1,reward-unhealthy_termination,inverted_double_pendulum,0,1800
19,0,0,0,0,236.07427978515625,586.7056274414062,3.00107479095459,19,740.3861083984375,-518.2398071289062,0,627.354248046875,19,10001.4208984375,0,79.02895474433899,0,715.9990844726562,1689150782.1904387,786.59619140625,0,806.0747680664062,805.6742553710938,787.64501953125,0,0,cgp-long,mu+lambda-ga1,reward-unhealthy_termination,inverted_double_pendulum,0,1900
20,0,0,0,0,252.74497985839844,577.1478271484375,2.912280797958374,20,848.0554809570312,-515.0664672851562,0,615.3526611328125,20,10001.37109375,0,81.97363042831421,0,737.8899536132812,1689150785.1351144,814.646484375,0,889.607666015625,820.2210083007812,820.2926025390625,0,0,cgp-long,mu+lambda-ga1,reward-unhealthy_termination,inverted_double_pendulum,0,2000
21,0,0,0,0,505.9095764160156,587.0860595703125,2.900123119354248,21,829.1447143554688,502.05206298828125,0,634.4749145507812,21,250.19085693359375,0,84.90564513206482,0,817.1483764648438,1689150788.0671291,842.2647094726562,0,848.7032470703125,842.5169677734375,809.1636352539062,0,0,cgp-long,mu+lambda-ga1,reward-unhealthy_termination,inverted_double_pendulum,0,2100
22,0,0,0,0,231.61343383789062,577.3588256835938,2.897819757461548,22,817.21142578125,-521.329833984375,0,617.8434448242188,22,10001.361328125,0,87.83586764335632,0,790.3619995117188,1689150790.9973516,843.5680541992188,0,868.050537109375,862.3355712890625,787.5211791992188,0,0,cgp-long,mu+lambda-ga1,reward-unhealthy_termination,inverted_double_pendulum,0,2200
23,0,0,0,0,233.85610961914062,591.5257568359375,2.906437397003174,23,837.2605590820312,487.05810546875,0,662.9462280273438,23,255.03538513183594,0,90.77545404434204,0,836.6571655273438,1689150793.936938,785.8419799804688,0,862.9515991210938,813.680908203125,787.3157958984375,0,0,cgp-long,mu+lambda-ga1,reward-unhealthy_termination,inverted_double_pendulum,0,2300
24,0,0,0,0,145.86758422851562,577.2509765625,3.0011298656463623,24,811.3192138671875,472.139404296875,0,644.8773193359375,24,264.0626220703125,0,93.80855631828308,0,787.2393798828125,1689150796.9700403,796.1005249023438,0,833.85302734375,805.8995971679688,843.2504272460938,0,0,cgp-long,mu+lambda-ga1,reward-unhealthy_termination,inverted_double_pendulum,0,2400
25,0,0,0,0,252.84762573242188,586.8482666015625,2.9808430671691895,25,761.8336791992188,-1513.9361572265625,0,634.229248046875,25,14071.48828125,0,96.81934833526611,0,771.7382202148438,1689150799.9808323,799.6697998046875,0,815.2166137695312,805.7400512695312,735.1369018554688,0,0,cgp-long,mu+lambda-ga1,reward-unhealthy_termination,inverted_double_pendulum,0,2500
26,0,0,0,0,338.19268798828125,586.683349609375,2.976187229156494,26,715.1492919921875,-1510.9598388671875,0,624.5714111328125,26,14071.8046875,0,99.82697701454163,0,738.2359619140625,1689150802.988461,791.8657836914062,0,795.843505859375,794.814453125,742.0455932617188,0,0,cgp-long,mu+lambda-ga1,reward-unhealthy_termination,inverted_double_pendulum,0,2600
27,0,0,0,0,243.20565795898438,577.2896728515625,2.983785390853882,27,825.8568725585938,479.9783935546875,0,624.4231567382812,27,253.9553680419922,0,102.84223008155823,0,768.3661499023438,1689150806.003714,813.49560546875,0,850.6533203125,833.8206787109375,787.3104858398438,0,0,cgp-long,mu+lambda-ga1,reward-unhealthy_termination,inverted_double_pendulum,0,2700
28,0,0,0,0,65.58274841308594,567.6962890625,2.9689173698425293,28,778.3484497070312,-591.9586791992188,0,605.6178588867188,28,9994.5771484375,0,105.84196448326111,0,740.6984252929688,1689150809.0034485,803.888916015625,0,831.5667114257812,804.5494384765625,776.01708984375,0,0,cgp-long,mu+lambda-ga1,reward-unhealthy_termination,inverted_double_pendulum,0,2800
29,0,0,0,0,557.9265747070312,591.4896240234375,2.97625994682312,29,790.7636108398438,504.5651550292969,0,642.854248046875,29,255.3529510498047,0,108.84845805168152,0,801.3602294921875,1689150812.009942,823.0699462890625,0,879.654541015625,842.7666625976562,777.70361328125,0,0,cgp-long,mu+lambda-ga1,reward-unhealthy_termination,inverted_double_pendulum,0,2900
30,0,0,0,0,115.130859375,577.451416015625,2.970642566680908,30,780.556396484375,450.2867736816406,0,626.9420166015625,30,270.99658203125,0,111.85094809532166,0,722.9935302734375,1689150815.012432,800.9410400390625,0,823.105712890625,821.88037109375,759.1968383789062,0,0,cgp-long,mu+lambda-ga1,reward-unhealthy_termination,inverted_double_pendulum,0,3000
31,0,0,0,0,72.77725219726562,577.5787353515625,2.9779622554779053,31,871.1632080078125,-553.3755493164062,0,636.4957275390625,31,9998.78515625,0,114.85962438583374,0,787.5419921875,1689150818.0211084,853.4815063476562,0,878.33251953125,869.952880859375,845.7144775390625,0,0,cgp-long,mu+lambda-ga1,reward-unhealthy_termination,inverted_double_pendulum,0,3100
32,0,0,0,0,103.00275421142578,577.4848022460938,2.9661917686462402,32,756.1932983398438,462.3005676269531,0,617.67333984375,32,261.3146667480469,0,117.8561384677887,0,768.6936645507812,1689150821.0176225,799.841796875,0,834.063720703125,832.7380981445312,816.0897827148438,0,0,cgp-long,mu+lambda-ga1,reward-unhealthy_termination,inverted_double_pendulum,0,3200
33,0,0,0,0,116.98432159423828,577.180908203125,2.9734315872192383,33,811.1085815429688,456.8556823730469,0,624.7283325195312,33,269.1773986816406,0,120.86097836494446,0,723.34228515625,1689150824.0224624,832.1123046875,0,838.4480590820312,834.4058837890625,738.7620239257812,0,0,cgp-long,mu+lambda-ga1,reward-unhealthy_termination,inverted_double_pendulum,0,3300
34,0,0,0,0,255.35397338867188,586.8798828125,2.9642574787139893,34,763.4701538085938,-508.6455993652344,0,634.0677490234375,34,10002.017578125,0,123.85541534423828,0,765.8157958984375,1689150827.0168993,794.30615234375,0,843.7128295898438,818.885986328125,805.78857421875,0,0,cgp-long,mu+lambda-ga1,reward-unhealthy_termination,inverted_double_pendulum,0,3400
35,0,0,0,0,567.5755004882812,591.415283203125,2.9657745361328125,35,781.0753173828125,528.9258422851562,0,634.3824462890625,35,230.3950958251953,0,126.85423445701599,0,823.4027709960938,1689150830.0157185,794.9315795898438,0,831.5621337890625,810.709716796875,842.2838134765625,0,0,cgp-long,mu+lambda-ga1,reward-unhealthy_termination,inverted_double_pendulum,0,3500
36,0,0,0,0,269.3055114746094,586.539794921875,2.9573681354522705,36,756.694580078125,492.67706298828125,0,625.1737670898438,36,248.74742126464844,0,129.84439778327942,0,816.375244140625,1689150833.0058818,823.6701049804688,0,862.8417358398438,833.7340698242188,752.1876831054688,0,0,cgp-long,mu+lambda-ga1,reward-unhealthy_termination,inverted_double_pendulum,0,3600
37,0,0,0,0,233.76742553710938,586.8001708984375,2.974828004837036,37,804.8642578125,-1532.0928955078125,0,627.398193359375,37,14069.0439453125,0,132.85051608085632,0,781.330322265625,1689150836.012,814.9906005859375,0,819.6959838867188,815.1742553710938,734.4696655273438,0,0,cgp-long,mu+lambda-ga1,reward-unhealthy_termination,inverted_double_pendulum,0,3700
38,0,0,0,0,103.10470581054688,581.9342041015625,2.964240074157715,38,758.1390991210938,-2543.1611328125,0,652.7769775390625,38,17141.205078125,0,135.84650421142578,0,801.2572631835938,1689150839.0079882,834.305419921875,0,868.1627197265625,850.205322265625,790.3209838867188,0,0,cgp-long,mu+lambda-ga1,reward-unhealthy_termination,inverted_double_pendulum,0,3800
39,0,0,0,0,245.60414123535156,577.1739501953125,2.9648568630218506,39,762.9024658203125,470.4543151855469,0,615.4585571289062,39,241.98936462402344,0,138.8413863182068,0,719.9275512695312,1689150842.0028703,758.5075073242188,0,878.3816528320312,786.745361328125,747.5518188476562,0,0,cgp-long,mu+lambda-ga1,reward-unhealthy_termination,inverted_double_pendulum,0,3900
40,0,0,0,0,252.7208251953125,577.5452270507812,2.9612975120544434,40,831.5003051757812,-3520.262451171875,0,608.1987915039062,40,19695.12109375,0,141.83412432670593,0,744.8991088867188,1689150844.9956083,784.8287353515625,0,857.4691162109375,843.3811645507812,825.1759643554688,0,0,cgp-long,mu+lambda-ga1,reward-unhealthy_termination,inverted_double_pendulum,0,4000
41,0,0,0,0,243.08615112304688,601.0276489257812,2.9666202068328857,41,773.0557861328125,-1512.83203125,0,655.668701171875,41,14071.80078125,0,144.83180046081543,0,802.205810546875,1689150847.9932845,824.6029052734375,0,880.6190185546875,852.84814453125,770.9810791015625,0,0,cgp-long,mu+lambda-ga1,reward-unhealthy_termination,inverted_double_pendulum,0,4100
42,0,0,0,0,240.9154052734375,587.01708984375,2.9630825519561768,42,866.49560546875,-1513.687744140625,0,634.2189331054688,42,14071.6396484375,0,147.82497096061707,0,797.9244995117188,1689150850.986455,805.6068725585938,0,841.5025634765625,813.442626953125,767.8991088867188,0,0,cgp-long,mu+lambda-ga1,reward-unhealthy_termination,inverted_double_pendulum,0,4200
43,0,0,0,0,548.6776123046875,586.6500854492188,2.9720523357391357,43,776.6996459960938,-1502.45751953125,0,627.471923828125,43,14072.9677734375,0,150.82705879211426,0,791.4335327148438,1689150853.9885428,812.036865234375,0,844.0283203125,829.579345703125,817.5587768554688,0,0,cgp-long,mu+lambda-ga1,reward-unhealthy_termination,inverted_double_pendulum,0,4300
44,0,0,0,0,491.9866943359375,586.7862548828125,2.9651951789855957,44,809.2823486328125,503.7459716796875,0,634.417724609375,44,238.3157196044922,0,153.8203616142273,0,725.6304931640625,1689150856.9818456,795.7845458984375,0,891.3051147460938,804.025390625,764.6798706054688,0,0,cgp-long,mu+lambda-ga1,reward-unhealthy_termination,inverted_double_pendulum,0,4400
45,0,0,0,0,46.57579040527344,567.8970947265625,2.9694161415100098,45,785.6031494140625,-601.3138427734375,0,605.8952026367188,45,9993.646484375,0,156.820063829422,0,713.5792846679688,1689150859.9815478,783.9138793945312,0,852.9510498046875,810.08349609375,818.1691284179688,0,0,cgp-long,mu+lambda-ga1,reward-unhealthy_termination,inverted_double_pendulum,0,4500
46,0,0,0,0,124.07969665527344,577.4110717773438,2.9627296924591064,46,838.5598754882812,-1536.1746826171875,0,634.3276977539062,46,14068.5576171875,0,159.81369161605835,0,788.0596313476562,1689150862.9751756,777.2318725585938,0,824.2051391601562,786.716552734375,827.0343627929688,0,0,cgp-long,mu+lambda-ga1,reward-unhealthy_termination,inverted_double_pendulum,0,4600
47,0,0,0,0,252.6073455810547,586.6898193359375,2.953268051147461,47,764.6609497070312,-5524.48876953125,0,617.5380859375,47,23869.787109375,0,162.7970540523529,0,705.5421142578125,1689150865.958538,776.9666748046875,0,786.0408325195312,777.2631225585938,710.4810791015625,0,0,cgp-long,mu+lambda-ga1,reward-unhealthy_termination,inverted_double_pendulum,0,4700
48,0,0,0,0,252.8916778564453,576.998046875,2.963012933731079,48,792.8038330078125,-1521.552001953125,0,617.704833984375,48,14070.3134765625,0,165.79095268249512,0,738.6837768554688,1689150868.9524367,786.8278198242188,0,843.4322509765625,794.644775390625,760.8956909179688,0,0,cgp-long,mu+lambda-ga1,reward-unhealthy_termination,inverted_double_pendulum,0,4800
49,0,0,0,0,216.9945831298828,567.9151611328125,2.962900400161743,49,771.8733520507812,-6563.7099609375,0,617.6209106445312,49,25635.466796875,0,168.78412747383118,0,753.0762939453125,1689150871.9456115,786.6029052734375,0,869.4444580078125,824.856689453125,795.7350463867188,0,0,cgp-long,mu+lambda-ga1,reward-unhealthy_termination,inverted_double_pendulum,0,4900
50,0,0,0,0,233.9697723388672,591.5045776367188,2.9643867015838623,50,728.382568359375,-3518.011474609375,0,634.2484130859375,50,19695.79296875,0,171.78057599067688,0,731.9220581054688,1689150874.94206,799.470947265625,0,814.9848022460938,802.8035278320312,761.25927734375,0,0,cgp-long,mu+lambda-ga1,reward-unhealthy_termination,inverted_double_pendulum,0,5000
51,0,0,0,0,158.26409912109375,581.7977905273438,2.963507652282715,51,766.0725708007812,-5541.3984375,0,634.4029541015625,51,23865.80859375,0,174.7761516571045,0,731.4962768554688,1689150877.9376357,830.6804809570312,0,852.751953125,832.5673217773438,737.1804809570312,0,0,cgp-long,mu+lambda-ga1,reward-unhealthy_termination,inverted_double_pendulum,0,5100
52,0,0,0,0,252.83889770507812,577.4588623046875,2.9656636714935303,52,772.6781005859375,-1517.773681640625,0,627.3817138671875,52,14070.7763671875,0,177.77548551559448,0,732.3934326171875,1689150880.9369695,767.750732421875,0,785.4845581054688,783.0830078125,738.8573608398438,0,0,cgp-long,mu+lambda-ga1,reward-unhealthy_termination,inverted_double_pendulum,0,5200
53,0,0,0,0,255.07806396484375,586.7303466796875,2.9678192138671875,53,775.3817138671875,-506.61676025390625,0,636.9486694335938,53,10002.3203125,0,180.77501821517944,0,750.2625122070312,1689150883.9365022,818.912353515625,0,843.957275390625,834.0604858398438,763.4591064453125,0,0,cgp-long,mu+lambda-ga1,reward-unhealthy_termination,inverted_double_pendulum,0,5300
54,0,0,0,0,200.7957000732422,577.1767578125,2.9608287811279297,54,775.7348022460938,-9540.8984375,0,624.7064819335938,54,30153.833984375,0,183.76656460762024,0,724.7863159179688,1689150886.9280486,812.3409423828125,0,862.5962524414062,812.729736328125,804.0618286132812,0,0,cgp-long,mu+lambda-ga1,reward-unhealthy_termination,inverted_double_pendulum,0,5400
55,0,0,0,0,122.26700592041016,577.3297119140625,2.963590383529663,55,789.6464233398438,-3544.36181640625,0,624.1026611328125,55,19690.552734375,0,186.76173758506775,0,764.990478515625,1689150889.9232216,791.6802368164062,0,860.0935668945312,795.3697509765625,758.0473022460938,0,0,cgp-long,mu+lambda-ga1,reward-unhealthy_termination,inverted_double_pendulum,0,5500
56,0,0,0,0,553.3932495117188,596.38427734375,2.9652750492095947,56,737.7966918945312,-8496.46875,0,642.9069213867188,56,28777.28125,0,189.75879979133606,0,849.8634033203125,1689150892.9202838,815.4699096679688,0,829.6683959960938,822.1336059570312,802.2567138671875,0,0,cgp-long,mu+lambda-ga1,reward-unhealthy_termination,inverted_double_pendulum,0,5600
57,0,0,0,0,245.88681030273438,586.8560180664062,2.9824612140655518,57,834.62841796875,-1509.9443359375,0,624.584228515625,57,14071.9765625,0,192.77272653579712,0,734.3701782226562,1689150895.9342105,803.5027465820312,0,909.7125854492188,828.8917236328125,753.7264404296875,0,0,cgp-long,mu+lambda-ga1,reward-unhealthy_termination,inverted_double_pendulum,0,5700
58,0,0,0,0,233.58457946777344,591.426025390625,2.980287790298462,58,763.0211791992188,-2524.889404296875,0,652.10107421875,58,17144.033203125,0,195.78489899635315,0,755.5341186523438,1689150898.946383,793.4024658203125,0,823.172607421875,793.5552978515625,793.5897216796875,0,0,cgp-long,mu+lambda-ga1,reward-unhealthy_termination,inverted_double_pendulum,0,5800
59,0,0,0,0,548.9143676757812,596.469970703125,2.966243267059326,59,765.8956909179688,-1498.2227783203125,0,633.8836669921875,59,14073.533203125,0,198.78091073036194,0,741.2666015625,1689150901.9423947,791.7123413085938,0,828.3363647460938,802.545654296875,764.0394287109375,0,0,cgp-long,mu+lambda-ga1,reward-unhealthy_termination,inverted_double_pendulum,0,5900
60,0,0,0,0,558.4887084960938,595.9115600585938,2.966278076171875,60,778.2821655273438,533.9466552734375,0,624.7825317382812,60,207.60435485839844,0,201.77936720848083,0,730.8199462890625,1689150904.9408512,813.4506225585938,0,841.9866333007812,815.25439453125,744.2614135742188,0,0,cgp-long,mu+lambda-ga1,reward-unhealthy_termination,inverted_double_pendulum,0,6000
61,0,0,0,0,245.6846923828125,586.86328125,2.9826507568359375,61,759.4406127929688,-508.5640869140625,0,627.0897216796875,61,10002.20703125,0,204.78882336616516,0,825.2601928710938,1689150907.9503074,813.619384765625,0,841.6412963867188,838.7811279296875,774.2565307617188,0,0,cgp-long,mu+lambda-ga1,reward-unhealthy_termination,inverted_double_pendulum,0,6100
62,0,0,0,0,539.4732666015625,577.2200927734375,2.9791572093963623,62,809.9506225585938,-7491.78564453125,0,634.679443359375,62,27279.814453125,0,207.79752683639526,0,778.3314819335938,1689150910.9590108,814.6419677734375,0,852.7168579101562,841.0341796875,753.0776977539062,0,0,cgp-long,mu+lambda-ga1,reward-unhealthy_termination,inverted_double_pendulum,0,6200
63,0,0,0,0,477.5960693359375,586.1638793945312,2.981248378753662,63,842.5154418945312,-5509.15234375,0,615.551513671875,63,23873.5859375,0,210.81006503105164,0,749.8541259765625,1689150913.971549,803.0712280273438,0,822.0775146484375,814.67041015625,737.6260986328125,0,0,cgp-long,mu+lambda-ga1,reward-unhealthy_termination,inverted_double_pendulum,0,6300
64,0,0,0,0,226.76219177246094,577.1370849609375,2.970496654510498,64,759.1088256835938,-3529.56689453125,0,605.978271484375,64,19693.263671875,0,213.80861616134644,0,805.7855834960938,1689150916.9701002,832.1480102539062,0,843.6134033203125,838.6776733398438,767.6486206054688,0,0,cgp-long,mu+lambda-ga1,reward-unhealthy_termination,inverted_double_pendulum,0,6400
65,0,0,0,0,233.58795166015625,586.71435546875,2.9833526611328125,65,826.2626342773438,-12529.8251953125,0,642.9266967773438,65,33812.7109375,0,216.82228231430054,0,730.3825073242188,1689150919.9837663,822.1536865234375,0,860.4208374023438,833.1058959960938,743.28955078125,0,0,cgp-long,mu+lambda-ga1,reward-unhealthy_termination,inverted_double_pendulum,0,6500
66,0,0,0,0,484.60015869140625,586.9888305664062,2.9780099391937256,66,786.5382080078125,-501.17999267578125,0,636.6209716796875,66,10002.6982421875,0,219.8315200805664,0,724.130126953125,1689150922.993004,774.8285522460938,0,781.5899047851562,775.2726440429688,729.9198608398438,0,0,cgp-long,mu+lambda-ga1,reward-unhealthy_termination,inverted_double_pendulum,0,6600
67,0,0,0,0,259.68975830078125,577.45068359375,2.977795124053955,67,840.6390991210938,-6517.68212890625,0,634.337890625,67,25647.95703125,0,222.8399579524994,0,736.82958984375,1689150926.001442,799.5004272460938,0,866.85595703125,814.6430053710938,801.1288452148438,0,0,cgp-long,mu+lambda-ga1,reward-unhealthy_termination,inverted_double_pendulum,0,6700
68,0,0,0,0,127.01264190673828,577.4136962890625,2.966841220855713,68,799.0110473632812,-526.4215698242188,0,652.926025390625,68,10000.9345703125,0,225.83715224266052,0,755.4744262695312,1689150928.9986362,805.869384765625,0,843.6954956054688,810.6796875,781.1384887695312,0,0,cgp-long,mu+lambda-ga1,reward-unhealthy_termination,inverted_double_pendulum,0,6800
69,0,0,0,0,238.41061401367188,586.7042236328125,2.9836642742156982,69,852.9080200195312,-8531.2451171875,0,627.146240234375,69,28766.466796875,0,228.84995245933533,0,763.7750854492188,1689150932.0114365,806.0810546875,0,896.2142944335938,814.9481201171875,819.4812622070312,0,0,cgp-long,mu+lambda-ga1,reward-unhealthy_termination,inverted_double_pendulum,0,6900
70,0,0,0,0,472.9077453613281,587.0538940429688,2.972078800201416,70,727.0368041992188,499.9192810058594,0,634.1864624023438,70,237.1227264404297,0,231.85187911987305,0,754.0325927734375,1689150935.0133631,796.2946166992188,0,805.567626953125,796.31591796875,749.0474853515625,0,0,cgp-long,mu+lambda-ga1,reward-unhealthy_termination,inverted_double_pendulum,0,7000
71,0,0,0,0,72.6391830444336,572.636962890625,2.976452350616455,71,754.9447631835938,-1569.2354736328125,0,608.28125,71,14063.9189453125,0,234.8586072921753,0,809.3259887695312,1689150938.0200913,802.9536743164062,0,834.4749145507812,805.2648315429688,729.3714599609375,0,0,cgp-long,mu+lambda-ga1,reward-unhealthy_termination,inverted_double_pendulum,0,7100
