,training.top_k_fit.top_0_fit,training.fitness_3q,training.run_id,training.fitness_std,training.evaluation_time,training.top_k_fit.top_2_fit,_step,training.fitness_1q,training.generation,_runtime,training.fitness_mean,training.fitness_median,training.top_k_fit.top_1_fit,_timestamp,solver,ea,environment,seed
17,6487.58251953125,136.40106201171875,0,10448.8388671875,6.687216758728027,6369.71142578125,17,4178.95947265625,17,141.87975430488586,1161.705322265625,1016.784423828125,6397.6337890625,1686934489.2305503,cgp,mu+lambda,halfcheetah,1
18,6532.71337890625,114.4705810546875,0,2474.87451171875,6.691946506500244,6336.87158203125,18,4497.0908203125,18,148.58920979499817,2063.48779296875,552.4210205078125,6474.81689453125,1686934495.9400058,cgp,mu+lambda,halfcheetah,1
19,6561.830078125,101.81735229492188,0,10429.6240234375,6.692008972167969,6408.29443359375,19,3923.638671875,19,155.29845595359802,987.608642578125,561.56884765625,6555.2841796875,1686934502.649252,cgp,mu+lambda,halfcheetah,1
20,6447.10205078125,193.48011779785156,0,2542.3828125,6.672741889953613,6407.52490234375,20,5461.1396484375,20,161.98865342140198,2355.8447265625,1077.206298828125,6413.1787109375,1686934509.3394494,cgp,mu+lambda,halfcheetah,1
21,6789.35400390625,-1.0476750135421753,0,10441.4287109375,6.671271800994873,6408.67919921875,21,3982.24560546875,21,168.67569231987,1003.1030883789062,514.4110107421875,6709.703125,1686934516.0264883,cgp,mu+lambda,halfcheetah,1
22,6802.85205078125,303.5804748535156,0,2470.20751953125,6.668026924133301,6514.48193359375,22,4967.6162109375,22,175.36061000823975,2272.686279296875,609.3597412109375,6558.51318359375,1686934522.711406,cgp,mu+lambda,halfcheetah,1
23,6691.4404296875,167.34095764160156,0,2360.343017578125,6.668254375457764,6423.30419921875,23,4202.0068359375,23,182.04580640792847,1996.6318359375,562.6083374023438,6451.21240234375,1686934529.3966024,cgp,mu+lambda,halfcheetah,1
24,6599.2822265625,29.130348205566406,0,2482.093505859375,6.6673760414123535,6454.59912109375,24,4904.70703125,24,188.729022026062,2304.21923828125,1005.7757568359375,6456.05419921875,1686934536.079818,cgp,mu+lambda,halfcheetah,1
25,6640.5673828125,190.4970245361328,0,2416.624755859375,6.666936874389648,6529.85791015625,25,4473.86328125,25,195.41269874572754,2226.786865234375,1008.97998046875,6608.76806640625,1686934542.7634947,cgp,mu+lambda,halfcheetah,1
26,6602.76806640625,75.35639190673828,0,14433.82421875,6.670803070068359,6438.9765625,26,3338.955810546875,26,202.10042572021484,-206.9091796875,525.5404052734375,6511.580078125,1686934549.4512217,cgp,mu+lambda,halfcheetah,1
27,6596.96728515625,125.39207458496094,0,2460.673828125,6.667885780334473,6498.1025390625,27,4325.47998046875,27,208.78517484664917,2044.90185546875,554.4945068359375,6548.1591796875,1686934556.1359708,cgp,mu+lambda,halfcheetah,1
28,6710.97900390625,226.54200744628906,0,2477.978515625,6.66646146774292,6604.14404296875,28,4913.47119140625,28,215.46771836280823,2431.176025390625,1317.864501953125,6710.814453125,1686934562.8185143,cgp,mu+lambda,halfcheetah,1
29,6533.4853515625,88.74021911621094,0,2565.607666015625,6.670165061950684,6440.71533203125,29,5156.064453125,29,222.15461540222168,2254.70654296875,584.860107421875,6478.8447265625,1686934569.5054114,cgp,mu+lambda,halfcheetah,1
30,6608.83837890625,80.91848754882812,0,2439.670166015625,6.668712139129639,6402.13232421875,30,3801.020751953125,30,228.83968925476074,1880.274169921875,450.6141357421875,6515.8349609375,1686934576.1904852,cgp,mu+lambda,halfcheetah,1
31,6687.38037109375,132.61746215820312,0,2658.24853515625,6.659740447998047,6676.82568359375,31,5768.55078125,31,235.51656436920166,2485.233642578125,1142.7052001953125,6681.84033203125,1686934582.8673604,cgp,mu+lambda,halfcheetah,1
32,6597.77587890625,36.068912506103516,0,2620.283447265625,6.666324615478516,6526.37158203125,32,5017.49658203125,32,242.20003008842468,1998.8651123046875,457.5614318847656,6529.35986328125,1686934589.550826,cgp,mu+lambda,halfcheetah,1
33,7045.2158203125,295.17254638671875,0,2392.882080078125,6.666458606719971,6494.8173828125,33,4707.14111328125,33,248.88291025161743,2569.256591796875,2261.002685546875,6571.44189453125,1686934596.2337062,cgp,mu+lambda,halfcheetah,1
34,6664.56982421875,281.616943359375,0,10501.939453125,6.661017894744873,6643.126953125,34,5186.251953125,34,255.56075072288513,1311.5738525390625,751.8514404296875,6645.58984375,1686934602.9115467,cgp,mu+lambda,halfcheetah,1
35,6882.19970703125,468.25018310546875,0,2634.39697265625,6.664400577545166,6786.22314453125,35,5649.06640625,35,262.24125599861145,2787.675048828125,1361.513671875,6825.0908203125,1686934609.592052,cgp,mu+lambda,halfcheetah,1
36,6944.93505859375,158.02627563476562,0,2625.7783203125,6.665872573852539,6664.81201171875,36,4485.7392578125,36,268.9240097999573,2143.461181640625,656.8623046875,6776.880859375,1686934616.2748058,cgp,mu+lambda,halfcheetah,1
37,6768.46923828125,55.50090026855469,0,2733.9306640625,6.671154022216797,6659.18896484375,37,5323.74951171875,37,275.6110746860504,2230.522216796875,585.2202758789062,6739.28173828125,1686934622.9618707,cgp,mu+lambda,halfcheetah,1
38,6728.08935546875,30.0352783203125,0,2619.643310546875,6.674863815307617,6534.94287109375,38,4787.8916015625,38,282.3028509616852,1879.5511474609375,418.08856201171875,6642.91552734375,1686934629.653647,cgp,mu+lambda,halfcheetah,1
39,6689.0341796875,342.5583190917969,0,10495.435546875,6.675220966339111,6609.8466796875,39,4825.4423828125,39,288.99398851394653,1424.2890625,984.2166748046875,6666.0908203125,1686934636.3447845,cgp,mu+lambda,halfcheetah,1
40,6873.41064453125,153.1211700439453,0,2555.2578125,6.67206335067749,6722.9658203125,40,4499.369140625,40,295.6830086708069,2180.084716796875,687.2901611328125,6784.72705078125,1686934643.0338047,cgp,mu+lambda,halfcheetah,1
41,6802.68505859375,158.59201049804688,0,10513.625,6.66719388961792,6679.24462890625,41,5031.30224609375,41,302.36863136291504,1343.517333984375,627.2625122070312,6756.67236328125,1686934649.7194273,cgp,mu+lambda,halfcheetah,1
42,6711.92529296875,255.52366638183594,0,2679.862060546875,6.734133720397949,6609.17236328125,42,5604.52392578125,42,309.11609840393066,2412.07275390625,723.6231079101562,6669.927734375,1686934656.4668944,cgp,mu+lambda,halfcheetah,1
43,6840.07861328125,134.5531005859375,0,10470.4423828125,6.691706657409668,6789.533203125,43,3989.76171875,43,315.8248059749603,1045.431884765625,562.7060546875,6790.42822265625,1686934663.175602,cgp,mu+lambda,halfcheetah,1
44,6738.1103515625,296.15948486328125,0,2748.46240234375,6.691889762878418,6665.06689453125,44,5995.0537109375,44,322.5325982570648,2675.61962890625,1199.7923583984375,6704.03564453125,1686934669.8833942,cgp,mu+lambda,halfcheetah,1
45,6831.1220703125,65.31800842285156,0,2766.511474609375,6.689311981201172,6749.85009765625,45,5141.09716796875,45,329.2387738227844,2198.23583984375,567.2828979492188,6768.2236328125,1686934676.5895698,cgp,mu+lambda,halfcheetah,1
46,6744.82421875,248.67344665527344,0,10551.0419921875,6.692145347595215,6690.13916015625,46,5665.09814453125,46,335.9471261501312,1442.869140625,836.0587158203125,6695.294921875,1686934683.2979221,cgp,mu+lambda,halfcheetah,1
47,6741.095703125,141.22021484375,0,2828.490966796875,6.686911582946777,6681.4755859375,47,6127.41064453125,47,342.65116119384766,2661.063720703125,985.0716552734375,6727.4521484375,1686934690.0019572,cgp,mu+lambda,halfcheetah,1
48,6779.02587890625,118.34578704833984,0,2649.609375,6.6917009353637695,6701.671875,48,5120.44677734375,48,349.35892510414124,2124.161865234375,481.3221435546875,6726.17578125,1686934696.709721,cgp,mu+lambda,halfcheetah,1
49,6887.94677734375,239.18240356445312,0,2734.5634765625,6.686031341552734,6789.56298828125,49,5656.76611328125,49,356.0620834827423,2546.28955078125,653.824951171875,6795.953125,1686934703.4128795,cgp,mu+lambda,halfcheetah,1
50,6596.9638671875,-34.97239685058594,0,10494.7578125,6.682085037231445,6491.12646484375,50,4782.8935546875,50,362.7617185115814,1024.1278076171875,573.0224609375,6503.2294921875,1686934710.1125145,cgp,mu+lambda,halfcheetah,1
51,6855.75537109375,346.5025329589844,0,2693.4033203125,6.688602447509766,6778.31396484375,51,5554.6630859375,51,369.46685886383057,2584.77294921875,824.3748779296875,6819.96337890625,1686934716.8176548,cgp,mu+lambda,halfcheetah,1
52,6759.35400390625,460.36041259765625,0,10576.1435546875,6.68862771987915,6739.87060546875,52,6118.50048828125,52,376.1729414463043,1887.6470947265625,2190.400390625,6757.90185546875,1686934723.5237374,cgp,mu+lambda,halfcheetah,1
53,6872.296875,243.92335510253906,0,2664.302490234375,6.68949556350708,6632.119140625,53,5537.07177734375,53,382.87901186943054,2256.84423828125,686.3565673828125,6633.37744140625,1686934730.2298079,cgp,mu+lambda,halfcheetah,1
54,6792.068359375,311.8112487792969,0,2758.358642578125,6.690667629241943,6742.26708984375,54,6106.4912109375,54,389.5870683193207,2763.338134765625,1460.935791015625,6744.75244140625,1686934736.9378643,cgp,mu+lambda,halfcheetah,1
55,6719.7431640625,230.64820861816406,0,2636.500732421875,6.688397407531738,6614.90966796875,55,5239.9501953125,55,396.29128861427307,2515.599853515625,1202.3388671875,6655.1513671875,1686934743.6420846,cgp,mu+lambda,halfcheetah,1
56,7012.77783203125,358.00640869140625,0,2679.351806640625,6.689692974090576,6800.47900390625,56,5385.74560546875,56,402.9985918998718,2508.017578125,696.6103515625,6924.4755859375,1686934750.349388,cgp,mu+lambda,halfcheetah,1
57,6861.84521484375,386.01983642578125,0,2630.966064453125,6.689742088317871,6734.7978515625,57,5164.88720703125,57,409.7055199146271,2471.467529296875,698.9437255859375,6765.32568359375,1686934757.056316,cgp,mu+lambda,halfcheetah,1
58,6867.49755859375,241.9556884765625,0,2545.0205078125,6.826632499694824,6671.72802734375,58,4573.80517578125,58,416.5463218688965,2196.585693359375,551.885498046875,6678.6904296875,1686934763.8971179,cgp,mu+lambda,halfcheetah,1
59,6901.59912109375,144.41477966308594,0,2721.876953125,6.743678092956543,6686.04248046875,59,5718.23828125,59,423.30386185646057,2586.4150390625,1079.4681396484375,6760.96044921875,1686934770.6546578,cgp,mu+lambda,halfcheetah,1
60,6786.89990234375,201.122314453125,0,2543.324951171875,6.696914196014404,6702.458984375,60,4782.42431640625,60,430.014755487442,2327.709228515625,679.6072387695312,6707.7001953125,1686934777.3655515,cgp,mu+lambda,halfcheetah,1
61,6894.7275390625,201.3987579345703,0,2657.42529296875,6.675986289978027,6705.48095703125,61,5214.21875,61,436.7081151008606,2505.69482421875,1093.658203125,6715.84814453125,1686934784.058911,cgp,mu+lambda,halfcheetah,1
62,6863.15869140625,149.10589599609375,0,10519.2626953125,6.685893535614014,6627.4208984375,62,5480.7900390625,62,443.41046667099,1283.9564208984375,795.5113525390625,6817.5712890625,1686934790.7612627,cgp,mu+lambda,halfcheetah,1
63,7116.7412109375,106.59928894042969,0,10606.732421875,6.678867816925049,6807.072265625,63,5880.10107421875,63,450.10658597946167,1744.634033203125,1227.5384521484375,6932.89453125,1686934797.457382,cgp,mu+lambda,halfcheetah,1
64,6796.55908203125,110.01570129394531,0,2717.02734375,6.677062034606934,6688.0087890625,64,5320.20458984375,64,456.7997555732727,2506.2529296875,648.1573486328125,6695.47412109375,1686934804.1505516,cgp,mu+lambda,halfcheetah,1
65,6792.37060546875,4.064136505126953,0,2835.90869140625,6.6702399253845215,6770.482421875,65,6241.2685546875,65,463.4870641231537,2450.790283203125,543.4760131835938,6792.28271484375,1686934810.83786,cgp,mu+lambda,halfcheetah,1
66,6858.41943359375,115.19066619873047,0,2688.662353515625,6.67642879486084,6737.5556640625,66,5115.0498046875,66,470.18011713027954,2232.89111328125,662.2322387695312,6828.84033203125,1686934817.530913,cgp,mu+lambda,halfcheetah,1
67,6830.7041015625,289.52215576171875,0,2803.970947265625,6.6814775466918945,6715.22802734375,67,6129.00341796875,67,476.88014912605286,2581.72900390625,685.2474975585938,6747.6015625,1686934824.230945,cgp,mu+lambda,halfcheetah,1
68,7056.18310546875,237.63894653320312,0,2752.868408203125,6.678218364715576,6847.6611328125,68,6011.98291015625,68,483.5750517845154,2424.346435546875,613.1746826171875,6865.875,1686934830.9258478,cgp,mu+lambda,halfcheetah,1
69,6822.576171875,150.84970092773438,0,2829.730224609375,6.682214736938477,6688.90673828125,69,6032.02734375,69,490.27493143081665,2481.921875,544.51708984375,6718.8310546875,1686934837.6257274,cgp,mu+lambda,halfcheetah,1
70,7078.171875,291.4709167480469,0,2830.022705078125,6.675887584686279,6872.67919921875,70,6274.017578125,70,496.9684476852417,2921.424072265625,1762.380859375,6894.78515625,1686934844.3192437,cgp,mu+lambda,halfcheetah,1
71,6834.07763671875,201.91067504882812,0,10500.6298828125,6.679119110107422,6772.34326171875,71,4843.55078125,71,503.6642851829529,1114.89599609375,547.5313720703125,6773.36083984375,1686934851.0150812,cgp,mu+lambda,halfcheetah,1
72,7035.4462890625,215.3318634033203,0,10552.9052734375,6.680106163024902,6697.0263671875,72,5839.8330078125,72,510.36188101768494,1460.3255615234375,809.3768920898438,6729.060546875,1686934857.712677,cgp,mu+lambda,halfcheetah,1
73,6765.96337890625,108.7687759399414,0,2659.3291015625,6.67929220199585,6631.3740234375,73,4831.96240234375,73,517.0578119754791,2337.951904296875,524.779296875,6646.13671875,1686934864.408608,cgp,mu+lambda,halfcheetah,1
74,6785.51611328125,37.608116149902344,0,14572.603515625,6.678757667541504,6751.93017578125,74,5132.65966796875,74,523.7547552585602,242.87765502929688,557.7098999023438,6767.9462890625,1686934871.1055512,cgp,mu+lambda,halfcheetah,1
75,6822.935546875,-55.0985107421875,0,2675.762451171875,6.68143367767334,6720.92138671875,75,4395.21923828125,75,530.4538052082062,2152.716552734375,561.22265625,6773.65771484375,1686934877.8046012,cgp,mu+lambda,halfcheetah,1
76,6710.8828125,263.331298828125,0,2626.34228515625,6.722341060638428,6691.8779296875,76,5114.625,76,537.1934094429016,2673.96923828125,1924.59521484375,6701.3056640625,1686934884.5442054,cgp,mu+lambda,halfcheetah,1
77,6886.18603515625,106.8310775756836,0,2749.30810546875,6.697264194488525,6837.576171875,77,5614.361328125,77,543.9070217609406,2369.732177734375,528.841552734375,6881.8037109375,1686934891.2578177,cgp,mu+lambda,halfcheetah,1
78,6710.2001953125,112.1651382446289,0,10551.0361328125,6.703123569488525,6636.3125,78,5208.25048828125,78,550.6276915073395,1627.4500732421875,1601.9921875,6679.7314453125,1686934897.9784875,cgp,mu+lambda,halfcheetah,1
79,6863.671875,-9.1593017578125,0,14560.3203125,6.700257301330566,6650.10009765625,79,4587.37890625,79,557.3451037406921,247.06202697753906,562.5723876953125,6806.7724609375,1686934904.6958997,cgp,mu+lambda,halfcheetah,1
80,6797.85107421875,81.02510833740234,0,2515.11865234375,6.698593616485596,6694.73779296875,80,3698.68994140625,80,564.0597558021545,1836.5877685546875,473.97833251953125,6731.05078125,1686934911.4105518,cgp,mu+lambda,halfcheetah,1
81,6737.0302734375,153.5267791748047,0,2733.671142578125,6.700285911560059,6688.81494140625,81,5347.5625,81,570.7770888805389,2433.83447265625,925.489501953125,6702.9541015625,1686934918.1278849,cgp,mu+lambda,halfcheetah,1
82,6714.38720703125,233.7360076904297,0,10422.07421875,6.702625751495361,6595.20703125,82,3920.43017578125,82,577.4958097934723,1023.9634399414062,561.9407958984375,6614.6923828125,1686934924.8466058,cgp,mu+lambda,halfcheetah,1
83,6889.3564453125,308.8480224609375,0,2727.221435546875,6.702202796936035,6726.158203125,83,6049.5400390625,83,584.2150709629059,2851.670166015625,1691.480712890625,6788.642578125,1686934931.565867,cgp,mu+lambda,halfcheetah,1
84,6936.939453125,139.9019775390625,0,2600.58642578125,6.703016757965088,6772.1962890625,84,4894.85302734375,84,590.9342324733734,2269.197021484375,685.2081909179688,6773.67919921875,1686934938.2850285,cgp,mu+lambda,halfcheetah,1
85,6896.37109375,151.40455627441406,0,2654.339111328125,6.701972484588623,6751.080078125,85,5221.6552734375,85,597.6534929275513,2265.68505859375,614.1558837890625,6765.29296875,1686934945.004289,cgp,mu+lambda,halfcheetah,1
86,6962.41259765625,93.2486801147461,0,2649.923095703125,6.699922561645508,6828.69482421875,86,4635.54248046875,86,604.3697566986084,2121.626708984375,486.76641845703125,6866.03564453125,1686934951.7205527,cgp,mu+lambda,halfcheetah,1
87,6726.78466796875,18.957809448242188,0,2741.233642578125,6.696990489959717,6711.302734375,87,5669.1962890625,87,611.0838689804077,2201.369873046875,565.4996337890625,6719.591796875,1686934958.434665,cgp,mu+lambda,halfcheetah,1
88,6761.35205078125,76.10398864746094,0,2640.85546875,6.693004608154297,6753.54736328125,88,4562.65185546875,88,617.795487165451,2183.001708984375,516.6370239257812,6755.9931640625,1686934965.1462831,cgp,mu+lambda,halfcheetah,1
89,6812.5869140625,210.6297607421875,0,2692.148681640625,6.7335100173950195,6768.72265625,89,5613.4677734375,89,624.5462622642517,2358.20849609375,639.426025390625,6779.9931640625,1686934971.8970582,cgp,mu+lambda,halfcheetah,1
90,6854.64697265625,187.13253784179688,0,2601.6796875,6.7093000411987305,6719.3447265625,90,4448.5322265625,90,631.2838137149811,2086.46533203125,543.587158203125,6773.25830078125,1686934978.6346097,cgp,mu+lambda,halfcheetah,1
91,6813.462890625,223.656494140625,0,14604.1201171875,6.663819789886475,6665.693359375,91,6053.744140625,91,637.981024980545,477.97406005859375,905.4776611328125,6793.25927734375,1686934985.331821,cgp,mu+lambda,halfcheetah,1
92,6809.130859375,130.6908721923828,0,2756.55322265625,6.66742467880249,6735.35498046875,92,5859.11474609375,92,644.6824407577515,2309.806884765625,561.363525390625,6749.16455078125,1686934992.0332367,cgp,mu+lambda,halfcheetah,1
93,6848.0380859375,177.97885131835938,0,2560.086669921875,6.6818413734436035,6750.71435546875,93,3575.373046875,93,651.3847720623016,2021.6861572265625,618.5367431640625,6756.4453125,1686934998.735568,cgp,mu+lambda,halfcheetah,1
94,6917.49072265625,84.23284912109375,0,10520.2421875,6.6795430183410645,6707.58056640625,94,5350.16943359375,94,658.0852584838867,1188.067138671875,568.4583740234375,6708.66748046875,1686935005.4360545,cgp,mu+lambda,halfcheetah,1
95,6870.091796875,201.17410278320312,0,2810.73828125,6.682447910308838,6750.70947265625,95,5993.12353515625,95,664.7878952026367,2620.641357421875,797.981689453125,6820.75634765625,1686935012.1386912,cgp,mu+lambda,halfcheetah,1
96,6872.853515625,262.1725769042969,0,2708.475341796875,6.692517280578613,6721.25927734375,96,6029.43310546875,96,671.4987308979034,2387.013427734375,709.06201171875,6800.62939453125,1686935018.849527,cgp,mu+lambda,halfcheetah,1
97,6899.986328125,225.8935089111328,0,10560.6533203125,6.70812463760376,6707.54736328125,97,5564.55322265625,97,678.2234077453613,1498.26904296875,843.0596923828125,6809.3037109375,1686935025.5742037,cgp,mu+lambda,halfcheetah,1
98,6787.44580078125,424.1163024902344,0,10536.603515625,6.707794666290283,6744.333984375,98,5967.98095703125,98,684.9483919143677,1619.83251953125,1102.4591064453125,6776.00244140625,1686935032.299188,cgp,mu+lambda,halfcheetah,1
99,6804.05615234375,260.42938232421875,0,2616.54150390625,6.702357769012451,6654.1279296875,99,5333.0615234375,99,691.669308423996,2217.986328125,566.4840087890625,6710.85986328125,1686935039.0201044,cgp,mu+lambda,halfcheetah,1
100,7101.0263671875,285.7278747558594,0,2674.047607421875,6.701623439788818,6787.0771484375,100,5932.53515625,100,698.387992143631,2623.868896484375,1260.797607421875,6795.06982421875,1686935045.7387881,cgp,mu+lambda,halfcheetah,1
101,6842.6650390625,329.97869873046875,0,10537.27734375,6.756550312042236,6754.4658203125,101,5730.1630859375,101,705.1599402427673,1522.547607421875,1250.693115234375,6791.88818359375,1686935052.5107362,cgp,mu+lambda,halfcheetah,1
102,6875.1064453125,272.21832275390625,0,2601.856201171875,6.683038711547852,6770.55029296875,102,5250.17333984375,102,711.8607747554779,2366.41796875,749.0947265625,6858.87255859375,1686935059.2115707,cgp,mu+lambda,halfcheetah,1
103,6795.154296875,233.87197875976562,0,2717.2978515625,6.80684232711792,6715.74365234375,103,5605.27978515625,103,718.6818995475769,2561.255615234375,923.0140991210938,6726.3203125,1686935066.0326955,cgp,mu+lambda,halfcheetah,1
104,6896.16748046875,304.669189453125,0,2595.19921875,6.714595317840576,6722.779296875,104,5220.81640625,104,725.4126951694489,2432.49560546875,913.99462890625,6779.9384765625,1686935072.7634912,cgp,mu+lambda,halfcheetah,1
105,6796.8935546875,300.36541748046875,0,2581.134521484375,6.708375930786133,6691.7001953125,105,5528.712890625,105,732.1379346847534,2711.620361328125,1821.5,6739.8828125,1686935079.4887307,cgp,mu+lambda,halfcheetah,1
106,6840.283203125,89.2718505859375,0,2623.2783203125,6.709887981414795,6722.6015625,106,5217.787109375,106,738.864012002945,2205.181884765625,530.2369995117188,6734.6513671875,1686935086.214808,cgp,mu+lambda,halfcheetah,1
107,6873.4912109375,103.0338363647461,0,2437.48828125,6.704019069671631,6603.68798828125,107,2883.30029296875,107,745.5851497650146,1834.917724609375,574.174560546875,6651.03759765625,1686935092.9359457,cgp,mu+lambda,halfcheetah,1
108,6861.10302734375,115.99246215820312,0,10504.96875,6.712209224700928,6657.4560546875,108,4866.537109375,108,752.3144333362579,1321.41650390625,829.3282470703125,6825.5732421875,1686935099.6652293,cgp,mu+lambda,halfcheetah,1
109,6860.2998046875,262.0195007324219,0,2565.880859375,6.708470821380615,6725.47705078125,109,4743.5888671875,109,759.0391404628754,2353.409423828125,832.619140625,6772.81396484375,1686935106.3899364,cgp,mu+lambda,halfcheetah,1
110,7019.37353515625,220.70437622070312,0,10555.673828125,6.708209991455078,6651.1142578125,110,5667.88671875,110,765.7643475532532,1584.1158447265625,1152.662841796875,6767.75830078125,1686935113.1151435,cgp,mu+lambda,halfcheetah,1
111,7077.0576171875,369.3212585449219,0,2471.683349609375,6.703391075134277,6718.68896484375,111,4199.5537109375,111,772.4838161468506,2177.225341796875,765.0225830078125,6808.35400390625,1686935119.8346121,cgp,mu+lambda,halfcheetah,1
112,6755.0537109375,240.96524047851562,0,2610.166748046875,6.699037075042725,6642.134765625,112,5294.2822265625,112,779.1997895240784,2173.1337890625,598.406005859375,6704.90771484375,1686935126.5505855,cgp,mu+lambda,halfcheetah,1
113,7102.4814453125,106.86688232421875,0,2377.091552734375,6.706742763519287,6645.49755859375,113,4027.384033203125,113,785.9226450920105,1974.0853271484375,575.84228515625,6688.11083984375,1686935133.273441,cgp,mu+lambda,halfcheetah,1
114,6850.982421875,313.6400451660156,0,10439.3994140625,6.7048020362854,6709.0517578125,114,4064.35400390625,114,792.6443586349487,1125.237548828125,598.0166625976562,6836.2802734375,1686935139.9951546,cgp,mu+lambda,halfcheetah,1
115,6795.92529296875,174.14263916015625,0,2595.631103515625,6.706023216247559,6632.02001953125,115,5319.1865234375,115,799.3666455745697,2506.5234375,1602.4656982421875,6775.13037109375,1686935146.7174416,cgp,mu+lambda,halfcheetah,1
116,6823.6396484375,458.53466796875,0,2513.8642578125,6.709225654602051,6736.79833984375,116,5133.31201171875,116,806.0934748649597,2402.033447265625,1144.600830078125,6785.7861328125,1686935153.4442708,cgp,mu+lambda,halfcheetah,1
117,6745.06982421875,164.78509521484375,0,2639.968994140625,6.682879447937012,6617.8056640625,117,5689.31787109375,117,812.7936444282532,2342.4462890625,800.2183837890625,6693.033203125,1686935160.1444404,cgp,mu+lambda,halfcheetah,1
