,training.fitness_1q,training.fitness_3q,training.fitness_median,training.evaluation_time,training.top_k_fit.top_1_fit,_runtime,training.fitness_std,_step,training.generation,training.fitness_mean,training.top_k_fit.top_2_fit,_timestamp,training.run_id,training.top_k_fit.top_0_fit,solver,ea,environment,seed
12,999.0068359375,72.64501953125,139.1395263671875,1.6490639448165894,1009.537353515625,36.47912669181824,404.02911376953125,12,12,380.4103698730469,1009.02880859375,1687176013.5341268,1,1029.37744140625,lgp,mu+lambda,walker2d,1
13,1003.6469116210938,78.96216583251953,153.98046875,1.647076964378357,1036.3037109375,38.145390033721924,403.9097595214844,13,13,395.1506042480469,1028.0001220703125,1687176015.20039,1,1040.4434814453125,lgp,mu+lambda,walker2d,1
14,994.039306640625,74.35577392578125,174.47909545898438,1.6535981893539429,1019.2290649414062,39.816625118255615,396.1200256347656,14,14,398.49908447265625,1017.5621337890625,1687176016.8716252,1,1023.9850463867188,lgp,mu+lambda,walker2d,1
15,976.8027954101562,76.82042694091797,113.58885192871094,1.7535426616668701,1023.9500122070312,41.591413736343384,406.4871520996094,15,15,378.1672058105469,1022.53662109375,1687176018.6464138,1,1029.663818359375,lgp,mu+lambda,walker2d,1
16,1003.369140625,74.32652282714844,142.05075073242188,1.7801331281661987,1033.9659423828125,43.39310598373413,408.28509521484375,16,16,391.4952392578125,1031.069091796875,1687176020.448106,1,1041.4881591796875,lgp,mu+lambda,walker2d,1
17,1000.5679931640625,74.4878921508789,139.74525451660156,1.6777300834655762,1027.23876953125,45.090248584747314,409.42169189453125,17,17,392.3391418457031,1026.2364501953125,1687176022.1452487,1,1029.625732421875,lgp,mu+lambda,walker2d,1
18,1006.127685546875,73.70433807373047,139.19207763671875,1.6553372144699097,1031.2725830078125,46.763654708862305,426.2575378417969,18,18,434.0908203125,1020.9952392578125,1687176023.8186548,1,1032.799072265625,lgp,mu+lambda,walker2d,1
19,1004.9134521484375,68.77611541748047,108.77268981933594,1.6546759605407715,1028.634033203125,48.43513059616089,414.8308410644531,19,19,380.515625,1023.7380981445312,1687176025.4901307,1,1100.2208251953125,lgp,mu+lambda,walker2d,1
20,1006.048583984375,73.67457580566406,127.29244995117188,1.6544760465621948,1025.5872802734375,50.10783672332764,420.92291259765625,20,20,391.8974914550781,1024.9071044921875,1687176027.1628368,1,1036.5877685546875,lgp,mu+lambda,walker2d,1
21,437.2490234375,53.981285095214844,99.51481628417969,1.6539242267608643,1020.0637817382812,51.780073404312134,388.0032043457031,21,21,317.60675048828125,1019.9453735351562,1687176028.8350735,1,1037.1748046875,lgp,mu+lambda,walker2d,1
22,1005.680908203125,70.65801239013672,103.15020751953125,1.6534324884414673,1028.40625,53.45181155204773,414.04986572265625,22,22,364.6246032714844,1023.4005737304688,1687176030.5068116,1,1129.0692138671875,lgp,mu+lambda,walker2d,1
23,395.1899108886719,70.95397186279297,106.00328063964844,1.6542598009109497,1027.1658935546875,55.12369751930237,381.3044128417969,23,23,325.2811584472656,1024.1351318359375,1687176032.1786976,1,1129.9578857421875,lgp,mu+lambda,walker2d,1
24,999.631591796875,67.56010437011719,112.03018188476562,1.6534091234207153,1025.6915283203125,56.79466271400452,406.41845703125,24,24,373.4397277832031,1022.2930908203125,1687176033.8496628,1,1033.9088134765625,lgp,mu+lambda,walker2d,1
25,421.5726318359375,72.5151138305664,121.25389099121094,1.653480887413025,1028.404296875,58.465874671936035,390.4872741699219,25,25,340.69500732421875,1028.38525390625,1687176035.5208747,1,1108.55126953125,lgp,mu+lambda,walker2d,1
26,1004.7392578125,67.4711685180664,129.3466033935547,1.654069185256958,1035.9658203125,60.137507915496826,415.185546875,26,26,384.71307373046875,1027.8819580078125,1687176037.192508,1,1066.5845947265625,lgp,mu+lambda,walker2d,1
27,1003.926513671875,64.90704345703125,168.96218872070312,1.6529120206832886,1053.5673828125,61.80804109573364,414.5,27,27,411.70599365234375,1031.135498046875,1687176038.8630412,1,1142.96826171875,lgp,mu+lambda,walker2d,1
28,995.6842041015625,68.08890533447266,211.47555541992188,1.6539273262023926,1023.733154296875,63.47925066947937,408.50537109375,28,28,415.5988464355469,1022.053955078125,1687176040.5342507,1,1026.0546875,lgp,mu+lambda,walker2d,1
29,772.4861450195312,71.31265258789062,135.67520141601562,1.6535818576812744,1022.48486328125,65.15056705474854,395.75811767578125,29,29,370.1556091308594,1021.492919921875,1687176042.2055671,1,1025.025146484375,lgp,mu+lambda,walker2d,1
30,793.9959716796875,68.6651840209961,131.75376892089844,1.6522070169448853,1027.34521484375,66.82054710388184,396.5061340332031,30,30,365.9317932128906,1026.3399658203125,1687176043.8755472,1,1045.00537109375,lgp,mu+lambda,walker2d,1
31,932.5811157226562,72.70716857910156,154.06097412109375,1.6516633033752441,1021.0486450195312,68.48960971832275,391.86273193359375,31,31,373.5769348144531,1020.3170166015625,1687176045.5446098,1,1021.7711791992188,lgp,mu+lambda,walker2d,1
32,1003.9115600585938,66.90937042236328,190.13861083984375,1.652864694595337,1024.424560546875,70.16015863418579,396.9809875488281,32,32,393.1622314453125,1022.5615844726562,1687176047.2151587,1,1026.33935546875,lgp,mu+lambda,walker2d,1
33,1000.6253051757812,61.82261657714844,120.78811645507812,1.6531963348388672,1022.5587768554688,71.83281660079956,408.7755126953125,33,33,378.66131591796875,1021.8041381835938,1687176048.8878167,1,1022.9002685546875,lgp,mu+lambda,walker2d,1
34,525.6556396484375,70.78706359863281,112.07945251464844,1.6532238721847534,1021.2095947265625,73.51564502716064,386.88043212890625,34,34,336.5951232910156,1020.7969970703125,1687176050.570645,1,1022.8148193359375,lgp,mu+lambda,walker2d,1
35,452.1228942871094,60.4655876159668,103.20481872558594,1.653336524963379,1024.8001708984375,75.19817018508911,387.66851806640625,35,35,322.1789245605469,1022.0537719726562,1687176052.2531703,1,1028.1922607421875,lgp,mu+lambda,walker2d,1
36,1001.766845703125,76.49711608886719,157.67153930664062,1.6575331687927246,1025.2911376953125,76.87669324874878,414.7615051269531,36,36,413.38140869140625,1025.1656494140625,1687176053.9316933,1,1070.986572265625,lgp,mu+lambda,walker2d,1
37,971.731201171875,67.0403060913086,123.12701416015625,1.6514054536819458,1024.7144775390625,78.54468131065369,403.92462158203125,37,37,372.99664306640625,1022.1611938476562,1687176055.5996814,1,1084.0396728515625,lgp,mu+lambda,walker2d,1
38,1006.915283203125,79.04219818115234,139.01573181152344,1.6514276266098022,1024.697265625,80.21344184875488,414.72760009765625,38,38,412.481201171875,1022.073486328125,1687176057.268442,1,1043.185546875,lgp,mu+lambda,walker2d,1
39,699.093017578125,67.38873291015625,92.84654998779297,1.650673270225525,1021.7656860351562,81.88283705711365,396.4373474121094,39,39,350.9140625,1019.7442626953125,1687176058.9378371,1,1058.287841796875,lgp,mu+lambda,walker2d,1
40,1006.4533081054688,62.2987060546875,123.803466796875,1.6512131690979004,1023.0604858398438,83.55179119110107,414.9585876464844,40,40,382.0791015625,1021.6486206054688,1687176060.6067913,1,1034.9970703125,lgp,mu+lambda,walker2d,1
41,760.3116455078125,56.536109924316406,101.49525451660156,1.6490516662597656,1023.2146606445312,85.21833062171936,400.24505615234375,41,41,356.2686767578125,1022.8274536132812,1687176062.2733307,1,1050.5718994140625,lgp,mu+lambda,walker2d,1
42,765.6901245117188,69.56958770751953,122.55088806152344,1.6521815061569214,1062.50048828125,86.88926339149475,9995.28125,42,42,-625.8525390625,1025.76806640625,1687176063.9442635,1,1063.564208984375,lgp,mu+lambda,walker2d,1
43,685.6228637695312,58.816219329833984,107.72167205810547,1.64980149269104,1049.4151611328125,88.55687594413757,401.2496032714844,43,43,343.7037353515625,1025.998291015625,1687176065.611876,1,1092.7978515625,lgp,mu+lambda,walker2d,1
44,470.8638916015625,53.66872024536133,97.48127746582031,1.652748703956604,1059.1356201171875,90.22631430625916,393.565185546875,44,44,318.83062744140625,1024.170166015625,1687176067.2813144,1,1064.068359375,lgp,mu+lambda,walker2d,1
45,937.0919189453125,67.10568237304688,105.43846130371094,1.6541997194290161,1041.0133056640625,91.89790225028992,408.3394470214844,45,45,356.6471862792969,1020.9921264648438,1687176068.9529023,1,1052.1199951171875,lgp,mu+lambda,walker2d,1
46,958.2545776367188,49.114959716796875,91.82267761230469,1.6535532474517822,1026.737060546875,93.56765174865723,410.46405029296875,46,46,344.5751953125,1024.557373046875,1687176070.6226518,1,1027.0228271484375,lgp,mu+lambda,walker2d,1
47,1006.0348510742188,76.99890899658203,154.78697204589844,1.6511857509613037,1024.468994140625,95.23714566230774,420.9161682128906,47,47,422.0496826171875,1020.762451171875,1687176072.2921457,1,1069.0538330078125,lgp,mu+lambda,walker2d,1
48,1005.2401123046875,69.3355712890625,133.95526123046875,1.6494144201278687,1024.900146484375,96.90540099143982,412.36383056640625,48,48,393.4357604980469,1023.812255859375,1687176073.960401,1,1082.4180908203125,lgp,mu+lambda,walker2d,1
49,627.5857543945312,68.85982513427734,116.49238586425781,1.6508289575576782,1027.73095703125,98.57426047325134,395.69976806640625,49,49,353.1278381347656,1023.45751953125,1687176075.6292605,1,1056.0360107421875,lgp,mu+lambda,walker2d,1
50,412.393310546875,61.20072555541992,104.68133544921875,1.652225375175476,1037.2825927734375,100.24400997161865,383.6138916015625,50,50,319.30181884765625,1023.710205078125,1687176077.29901,1,1040.1944580078125,lgp,mu+lambda,walker2d,1
51,992.2735595703125,62.06922912597656,109.07330322265625,1.6519348621368408,1022.6851196289062,101.91360640525818,411.7620544433594,51,51,365.4443664550781,1019.6021118164062,1687176078.9686065,1,1023.4663696289062,lgp,mu+lambda,walker2d,1
52,958.9844970703125,50.09477996826172,99.52326965332031,1.652428388595581,1045.65380859375,103.58204555511475,406.6844177246094,52,52,352.5018005371094,1021.6503295898438,1687176080.6370456,1,1055.6390380859375,lgp,mu+lambda,walker2d,1
53,581.5159912109375,54.556312561035156,102.92735290527344,1.653273344039917,1044.9315185546875,105.25153708457947,399.03863525390625,53,53,353.667724609375,1035.240966796875,1687176082.3065372,1,1059.2838134765625,lgp,mu+lambda,walker2d,1
54,991.2191162109375,57.83534622192383,109.37541198730469,1.652001976966858,1053.8714599609375,106.9206006526947,413.0598449707031,54,54,381.96282958984375,1031.408203125,1687176083.9756007,1,1079.126708984375,lgp,mu+lambda,walker2d,1
55,998.9677734375,47.76398468017578,95.18025207519531,1.6516200304031372,1026.12158203125,108.58769845962524,415.7397766113281,55,55,365.8949890136719,1026.0244140625,1687176085.6426985,1,1035.0469970703125,lgp,mu+lambda,walker2d,1
56,1004.416259765625,73.7690658569336,188.2569580078125,1.6516287326812744,1041.9737548828125,110.25650525093079,411.9155578613281,56,56,412.51007080078125,1030.331787109375,1687176087.3115053,1,1055.5048828125,lgp,mu+lambda,walker2d,1
57,1000.37841796875,74.7011947631836,115.00341033935547,1.6516125202178955,1056.804931640625,111.92626523971558,402.8661193847656,57,57,375.1915588378906,1037.9793701171875,1687176088.9812653,1,1059.0430908203125,lgp,mu+lambda,walker2d,1
58,1002.6749267578125,80.44792938232422,135.72500610351562,1.651015043258667,1026.297607421875,113.59354281425476,405.85552978515625,58,58,389.85284423828125,1025.134033203125,1687176090.648543,1,1027.9539794921875,lgp,mu+lambda,walker2d,1
59,1003.3226928710938,70.24784851074219,121.0460433959961,1.6515027284622192,1031.3226318359375,115.26147150993347,425.6384582519531,59,59,404.0612487792969,1029.4981689453125,1687176092.3164716,1,1041.767822265625,lgp,mu+lambda,walker2d,1
60,1001.1259155273438,69.6875228881836,142.80853271484375,1.6508064270019531,1060.997802734375,116.92915225028992,412.0964050292969,60,60,383.47589111328125,1041.13134765625,1687176093.9841523,1,1065.8087158203125,lgp,mu+lambda,walker2d,1
61,968.45068359375,70.38607788085938,131.439453125,1.6506552696228027,1045.82080078125,118.59628009796143,406.0718078613281,61,61,379.3580017089844,1044.92333984375,1687176095.6512802,1,1055.0003662109375,lgp,mu+lambda,walker2d,1
62,432.8280944824219,54.49873352050781,86.67506408691406,1.6507294178009033,1040.906494140625,120.26359510421753,386.4245910644531,62,62,322.9267883300781,1037.3062744140625,1687176097.3185952,1,1046.387939453125,lgp,mu+lambda,walker2d,1
63,796.25390625,70.40371704101562,119.22731018066406,1.6531589031219482,1043.5325927734375,121.93332028388977,398.31591796875,63,63,360.62921142578125,1031.714111328125,1687176098.9883204,1,1046.4703369140625,lgp,mu+lambda,walker2d,1
64,1008.04833984375,58.578880310058594,114.55325317382812,1.6521100997924805,1044.498291015625,123.60098552703857,411.58294677734375,64,64,376.7895202636719,1040.283447265625,1687176100.6559856,1,1080.648681640625,lgp,mu+lambda,walker2d,1
65,1010.7804565429688,67.0888900756836,150.69091796875,1.6531141996383667,1042.4124755859375,125.27048850059509,418.667236328125,65,65,401.5650634765625,1040.962646484375,1687176102.3254886,1,1061.49560546875,lgp,mu+lambda,walker2d,1
66,1004.5078125,69.640625,115.47742462158203,1.651323676109314,1045.5064697265625,126.9389488697052,408.0343322753906,66,66,349.7652282714844,1043.8453369140625,1687176103.993949,1,1046.5751953125,lgp,mu+lambda,walker2d,1
67,999.4430541992188,70.93084716796875,151.9099578857422,1.6508219242095947,1041.7298583984375,128.60657811164856,404.1690368652344,67,67,388.19677734375,1032.4410400390625,1687176105.6615782,1,1055.5081787109375,lgp,mu+lambda,walker2d,1
68,534.6830444335938,65.90133666992188,137.7906494140625,1.6524404287338257,1050.3778076171875,130.27636337280273,390.89593505859375,68,68,352.43109130859375,1045.76904296875,1687176107.3313634,1,1091.281982421875,lgp,mu+lambda,walker2d,1
69,411.4823303222656,64.21826171875,93.44857788085938,1.6518003940582275,1056.57373046875,131.94484043121338,383.5040283203125,69,69,311.5244140625,1055.0106201171875,1687176108.9998405,1,1057.2996826171875,lgp,mu+lambda,walker2d,1
70,1010.2785034179688,71.2022705078125,153.7541046142578,1.6519488096237183,1065.3406982421875,133.61305856704712,428.0291748046875,70,70,420.5426330566406,1064.4356689453125,1687176110.6680586,1,1072.9027099609375,lgp,mu+lambda,walker2d,1
71,1012.143798828125,70.17796325683594,159.08892822265625,1.6529183387756348,1049.2808837890625,135.28282237052917,423.3765563964844,71,71,420.2722473144531,1047.1324462890625,1687176112.3378224,1,1049.3121337890625,lgp,mu+lambda,walker2d,1
72,1005.0931396484375,66.13994598388672,118.7206039428711,1.6521127223968506,1044.05078125,136.95093417167664,414.6526794433594,72,72,386.6667785644531,1039.609619140625,1687176114.0059342,1,1051.2152099609375,lgp,mu+lambda,walker2d,1
73,410.67144775390625,64.33148956298828,104.90122985839844,1.6519306898117065,1053.2177734375,138.6190996170044,392.3308410644531,73,73,321.84039306640625,1053.0970458984375,1687176115.6740997,1,1058.4007568359375,lgp,mu+lambda,walker2d,1
74,1011.2399291992188,76.80746459960938,119.45750427246094,1.6523388624191284,1066.2596435546875,140.28775787353516,412.3744201660156,74,74,390.04638671875,1055.257080078125,1687176117.342758,1,1071.34423828125,lgp,mu+lambda,walker2d,1
75,1000.4700927734375,73.1332015991211,153.51727294921875,1.6515066623687744,1055.9129638671875,141.95742273330688,406.114013671875,75,75,377.3761901855469,1042.5460205078125,1687176119.0124228,1,1059.153076171875,lgp,mu+lambda,walker2d,1
76,1008.3954467773438,67.14976501464844,115.26286315917969,1.6520169973373413,1052.982666015625,143.62738609313965,429.25457763671875,76,76,398.1893310546875,1051.1522216796875,1687176120.6823862,1,1063.4114990234375,lgp,mu+lambda,walker2d,1
77,1014.2422485351562,71.7248306274414,209.81251525878906,1.652884602546692,1056.3416748046875,145.2969868183136,420.27655029296875,77,77,417.918701171875,1053.5045166015625,1687176122.351987,1,1058.7606201171875,lgp,mu+lambda,walker2d,1
78,497.7931823730469,52.44544982910156,118.28285217285156,1.6538385152816772,1053.1092529296875,146.96727991104126,393.30206298828125,78,78,343.0625,1049.9239501953125,1687176124.02228,1,1053.49365234375,lgp,mu+lambda,walker2d,1
79,911.2953491210938,82.61344146728516,254.78335571289062,1.653436541557312,1048.6368408203125,148.63738656044006,389.30615234375,79,79,410.6002197265625,1048.0565185546875,1687176125.6923866,1,1050.5062255859375,lgp,mu+lambda,walker2d,1
80,1001.414794921875,71.10604858398438,150.01217651367188,1.651099681854248,1059.4959716796875,150.306236743927,426.32745361328125,80,80,418.0970153808594,1057.6759033203125,1687176127.3612368,1,1073.772705078125,lgp,mu+lambda,walker2d,1
81,1013.716796875,83.59931945800781,131.62738037109375,1.6540504693984985,1058.5322265625,151.97833728790283,429.39630126953125,81,81,412.5308532714844,1049.86474609375,1687176129.0333374,1,1064.5606689453125,lgp,mu+lambda,walker2d,1
82,929.2299194335938,64.90660858154297,206.44863891601562,1.6535733938217163,1051.8863525390625,153.64931678771973,404.4806213378906,82,82,391.014404296875,1049.1304931640625,1687176130.7043169,1,1055.4158935546875,lgp,mu+lambda,walker2d,1
83,1007.4318237304688,75.04669189453125,228.495849609375,1.6532057523727417,1063.0882568359375,155.32022976875305,403.05230712890625,83,83,416.42633056640625,1052.9373779296875,1687176132.3752298,1,1066.7537841796875,lgp,mu+lambda,walker2d,1
84,910.55126953125,52.70121383666992,114.04656982421875,1.651639461517334,1050.1529541015625,156.9896433353424,412.2554016113281,84,84,367.4565124511719,1049.214111328125,1687176134.0446434,1,1053.1634521484375,lgp,mu+lambda,walker2d,1
85,1004.2840576171875,70.73998260498047,167.01654052734375,1.6513898372650146,1064.7171630859375,158.6589674949646,406.4993591308594,85,85,395.37652587890625,1063.703369140625,1687176135.7139676,1,1074.99853515625,lgp,mu+lambda,walker2d,1
86,895.3881225585938,71.98672485351562,117.31599426269531,1.652718186378479,1054.960693359375,160.3293468952179,407.78125,86,86,379.0096130371094,1054.9495849609375,1687176137.384347,1,1059.85205078125,lgp,mu+lambda,walker2d,1
87,939.846435546875,77.32134246826172,148.2293701171875,1.6515873670578003,1055.8673095703125,161.99847865104675,403.6903991699219,87,87,387.1874084472656,1053.7451171875,1687176139.0534787,1,1075.193359375,lgp,mu+lambda,walker2d,1
88,1005.470947265625,69.56683349609375,135.38043212890625,1.651476502418518,1073.9754638671875,163.66820573806763,414.369873046875,88,88,390.83538818359375,1066.548095703125,1687176140.7232058,1,1082.13623046875,lgp,mu+lambda,walker2d,1
89,446.9744567871094,79.24340057373047,150.4058837890625,1.6529113054275513,1065.8995361328125,165.33906030654907,386.0257568359375,89,89,359.7353820800781,1051.0023193359375,1687176142.3940604,1,1080.250244140625,lgp,mu+lambda,walker2d,1
90,1018.5477294921875,69.50706481933594,127.64900970458984,1.651845097541809,1066.444091796875,167.00881433486938,424.5408630371094,90,90,400.2047424316406,1061.5155029296875,1687176144.0638144,1,1091.339599609375,lgp,mu+lambda,walker2d,1
91,1010.7739868164062,72.01242065429688,137.57342529296875,1.6521052122116089,1083.7744140625,168.67823243141174,426.73980712890625,91,91,417.9352111816406,1068.92822265625,1687176145.7332325,1,1102.9403076171875,lgp,mu+lambda,walker2d,1
92,1003.9736328125,80.12405395507812,239.03237915039062,1.6508400440216064,1078.879638671875,170.34730100631714,412.4963073730469,92,92,426.66461181640625,1074.0087890625,1687176147.402301,1,1087.7777099609375,lgp,mu+lambda,walker2d,1
93,716.0116577148438,69.99430847167969,119.19788360595703,1.6515837907791138,1092.56640625,172.01639318466187,407.52618408203125,93,93,362.81396484375,1078.44384765625,1687176149.0713933,1,1095.808837890625,lgp,mu+lambda,walker2d,1
94,996.67236328125,88.866455078125,225.89208984375,1.6510734558105469,1080.4073486328125,173.68521547317505,400.16082763671875,94,94,420.2235412597656,1080.297119140625,1687176150.7402155,1,1089.3048095703125,lgp,mu+lambda,walker2d,1
95,1018.6296997070312,75.29412841796875,169.73480224609375,1.6513023376464844,1104.8193359375,175.3548619747162,437.0543518066406,95,95,439.42974853515625,1102.822021484375,1687176152.409862,1,1118.3580322265625,lgp,mu+lambda,walker2d,1
96,1009.903076171875,73.56478118896484,161.50869750976562,1.6514900922775269,1098.1527099609375,177.02451491355896,439.9331970214844,96,96,457.2085876464844,1086.087158203125,1687176154.079515,1,1099.94921875,lgp,mu+lambda,walker2d,1
97,998.3196411132812,68.8151626586914,125.67453002929688,1.65298330783844,1083.1754150390625,178.695294380188,415.8768615722656,97,97,383.9187316894531,1077.4185791015625,1687176155.7502944,1,1089.3690185546875,lgp,mu+lambda,walker2d,1
98,983.29541015625,60.60810852050781,130.24423217773438,1.6511088609695435,1096.643310546875,180.36447548866272,417.1440124511719,98,98,378.72381591796875,1091.497802734375,1687176157.4194756,1,1103.8184814453125,lgp,mu+lambda,walker2d,1
99,633.3572387695312,74.12385559082031,191.28973388671875,1.6534408330917358,1094.4305419921875,182.03765559196472,393.5617370605469,99,99,384.6129455566406,1094.380615234375,1687176159.0926557,1,1112.7435302734375,lgp,mu+lambda,walker2d,1
100,704.0401000976562,69.38967895507812,181.60494995117188,1.6523698568344116,1089.0687255859375,183.7072455883026,400.1887512207031,100,100,389.56781005859375,1080.471435546875,1687176160.7622457,1,1098.326904296875,lgp,mu+lambda,walker2d,1
101,787.2787475585938,84.23457336425781,204.87130737304688,1.6529582738876343,1085.1015625,185.3780653476715,398.3738098144531,101,101,394.0201416015625,1083.90869140625,1687176162.4330654,1,1086.2794189453125,lgp,mu+lambda,walker2d,1
102,1005.6659545898438,83.70349884033203,225.20999145507812,1.6515932083129883,1101.707763671875,187.04711031913757,413.3261413574219,102,102,433.1090393066406,1084.025634765625,1687176164.1021104,1,1119.579345703125,lgp,mu+lambda,walker2d,1
103,1017.5285034179688,75.50726318359375,177.32229614257812,1.6511656045913696,1092.2938232421875,188.71599197387695,425.4794006347656,103,103,416.0015563964844,1083.0689697265625,1687176165.770992,1,1094.9400634765625,lgp,mu+lambda,walker2d,1
104,999.1751708984375,71.34059143066406,169.20101928710938,1.6505964994430542,1106.3892822265625,190.38472032546997,416.3448486328125,104,104,410.590576171875,1091.7958984375,1687176167.4397204,1,1171.837158203125,lgp,mu+lambda,walker2d,1
105,636.6592407226562,71.58850860595703,140.76080322265625,1.651437520980835,1086.93115234375,192.053786277771,404.6411437988281,105,105,372.55303955078125,1086.1556396484375,1687176169.1087863,1,1088.6485595703125,lgp,mu+lambda,walker2d,1
106,1000.082275390625,72.10826110839844,115.26081848144531,1.6515899896621704,1092.654052734375,193.72332572937012,419.44415283203125,106,106,380.10833740234375,1084.4581298828125,1687176170.7783258,1,1098.04443359375,lgp,mu+lambda,walker2d,1
107,998.2152099609375,73.6501693725586,166.14996337890625,1.6524453163146973,1100.512451171875,195.39424777030945,421.65301513671875,107,107,421.99151611328125,1091.4908447265625,1687176172.4492478,1,1114.5225830078125,lgp,mu+lambda,walker2d,1
108,656.3817749023438,68.44438171386719,149.88690185546875,1.6508400440216064,1102.6591796875,197.06361508369446,408.98040771484375,108,108,364.4166259765625,1092.0731201171875,1687176174.1186152,1,1105.29345703125,lgp,mu+lambda,walker2d,1
109,1016.1536254882812,69.88601684570312,176.73953247070312,1.6481000185012817,1097.2373046875,198.73340272903442,431.5731201171875,109,109,418.9661865234375,1095.473876953125,1687176175.7884028,1,1099.2120361328125,lgp,mu+lambda,walker2d,1
110,1009.4191284179688,70.32772827148438,133.287841796875,1.6479172706604004,1109.386474609375,200.4031023979187,432.0535583496094,110,110,410.01904296875,1087.990478515625,1687176177.4581025,1,1175.2991943359375,lgp,mu+lambda,walker2d,1
111,898.51904296875,77.78365325927734,197.16680908203125,1.648287057876587,1099.5208740234375,202.07376670837402,403.701416015625,111,111,393.3780517578125,1094.3837890625,1687176179.1287668,1,1106.7239990234375,lgp,mu+lambda,walker2d,1
112,923.6404418945312,71.17315673828125,120.94979095458984,1.6504563093185425,1094.2369384765625,203.74691557884216,417.1436767578125,112,112,379.9022521972656,1087.041748046875,1687176180.8019156,1,1097.37060546875,lgp,mu+lambda,walker2d,1
113,410.2347412109375,57.68122100830078,109.713134765625,1.6481600999832153,1102.4415283203125,205.41722798347473,411.89471435546875,113,113,342.08819580078125,1097.3470458984375,1687176182.472228,1,1130.5628662109375,lgp,mu+lambda,walker2d,1
114,542.6935424804688,61.6258659362793,158.17396545410156,1.6484968662261963,1101.8731689453125,207.08757543563843,401.05999755859375,114,114,361.296875,1092.05517578125,1687176184.1425755,1,1107.8226318359375,lgp,mu+lambda,walker2d,1
115,949.0245361328125,83.07933044433594,144.85772705078125,1.6481339931488037,1092.131103515625,208.75850629806519,412.97442626953125,115,115,385.6789245605469,1091.8310546875,1687176185.8135064,1,1094.485107421875,lgp,mu+lambda,walker2d,1
116,1010.645263671875,70.36675262451172,147.09161376953125,1.6477819681167603,1106.6859130859375,210.4290030002594,434.7333679199219,116,116,409.3179626464844,1104.4305419921875,1687176187.484003,1,1108.366455078125,lgp,mu+lambda,walker2d,1
