,training.top_k_fit.top_2_fit,_runtime,training.evaluation_time,training.top_k_fit.top_1_fit,training.fitness_1q,training.fitness_mean,training.top_k_fit.top_0_fit,_timestamp,training.generation,training.fitness_std,training.fitness_median,_step,training.run_id,training.fitness_3q,solver,ea,fitness,environment,seed,training.evaluation,training.top_k_reward.top_0_reward,training.top_k_reward.top_1_reward,training.top_k_reward.top_2_reward
24,1018.30224609375,56.82317805290222,1.6466914415359497,1018.3058471679688,1003.35791015625,434.7766418457031,1019.8843383789062,1687241524.357543,24,400.31451416015625,222.3254852294922,24,9,94.51557922363281,lgp,mu+lambda,reward,walker2d,9,2400,1019.8843383789062,1018.3058471679688,1018.30224609375
25,1017.806396484375,58.492088079452515,1.6465976238250732,1019.0999145507812,1003.1641845703125,432.77496337890625,1023.199951171875,1687241526.026453,25,418.3995056152344,180.73806762695312,25,9,87.72216033935547,lgp,mu+lambda,reward,walker2d,9,2500,1023.199951171875,1019.0999145507812,1017.806396484375
26,1016.4971313476562,60.1590051651001,1.6450690031051636,1016.7835083007812,1001.6651000976562,415.1063232421875,1045.2745361328125,1687241527.69337,26,408.6799621582031,170.3409423828125,26,9,80.55525207519531,lgp,mu+lambda,reward,walker2d,9,2600,1045.2745361328125,1016.7835083007812,1016.4971313476562
27,1020.8568725585938,61.82846140861511,1.647226333618164,1025.3551025390625,994.7975463867188,415.3459167480469,1028.8504638671875,1687241529.3628263,27,392.10089111328125,193.05633544921875,27,9,101.06066131591797,lgp,mu+lambda,reward,walker2d,9,2700,1028.8504638671875,1025.3551025390625,1020.8568725585938
28,1020.718017578125,63.49680209159851,1.6473907232284546,1021.1624755859375,1000.6415405273438,401.8754577636719,1024.9024658203125,1687241531.031167,28,402.2104187011719,137.71731567382812,28,9,86.57991790771484,lgp,mu+lambda,reward,walker2d,9,2800,1024.9024658203125,1021.1624755859375,1020.718017578125
29,1019.8055419921875,65.16657972335815,1.647736668586731,1020.1817016601562,994.1898193359375,378.27783203125,1020.8978271484375,1687241532.7009447,29,399.3370361328125,159.56414794921875,29,9,72.44303894042969,lgp,mu+lambda,reward,walker2d,9,2900,1020.8978271484375,1020.1817016601562,1019.8055419921875
30,1013.8169555664062,66.83517289161682,1.6464650630950928,1015.0310668945312,999.01318359375,409.56866455078125,1016.851318359375,1687241534.3695378,30,408.4591979980469,147.838134765625,30,9,72.06893157958984,lgp,mu+lambda,reward,walker2d,9,3000,1016.851318359375,1015.0310668945312,1013.8169555664062
31,1020.38232421875,68.5019257068634,1.6449344158172607,1020.9825439453125,901.7484130859375,374.9300842285156,1026.5537109375,1687241536.0362906,31,391.9779968261719,147.10888671875,31,9,72.0339584350586,lgp,mu+lambda,reward,walker2d,9,3100,1026.5537109375,1020.9825439453125,1020.38232421875
32,1017.1287841796875,70.16902041435242,1.6454830169677734,1019.6986083984375,1002.8917236328125,395.7225646972656,1034.9189453125,1687241537.7033854,32,403.7584228515625,150.35072326660156,32,9,88.10459899902344,lgp,mu+lambda,reward,walker2d,9,3200,1034.9189453125,1019.6986083984375,1017.1287841796875
33,1020.4511108398438,71.83598470687866,1.6476894617080688,1020.92333984375,998.43505859375,395.1690979003906,1024.370361328125,1687241539.3703496,33,389.3611145019531,173.73004150390625,33,9,86.48145294189453,lgp,mu+lambda,reward,walker2d,9,3300,1024.370361328125,1020.92333984375,1020.4511108398438
34,1021.4710083007812,73.50498557090759,1.6503607034683228,1021.9102172851562,1002.920166015625,398.21966552734375,1024.3221435546875,1687241541.0393505,34,404.3913269042969,147.31532287597656,34,9,83.92353057861328,lgp,mu+lambda,reward,walker2d,9,3400,1024.3221435546875,1021.9102172851562,1021.4710083007812
35,1023.730712890625,75.17040681838989,1.646772027015686,1024.26611328125,1002.6301879882812,405.94183349609375,1027.44482421875,1687241542.7047718,35,400.2174377441406,166.82357788085938,35,9,84.26849365234375,lgp,mu+lambda,reward,walker2d,9,3500,1027.44482421875,1024.26611328125,1023.730712890625
36,1021.5833129882812,76.83975172042847,1.650532841682434,1022.6373901367188,1004.3426513671875,386.114013671875,1026.5721435546875,1687241544.3741167,36,411.0033874511719,145.24826049804688,36,9,71.77383422851562,lgp,mu+lambda,reward,walker2d,9,3600,1026.5721435546875,1022.6373901367188,1021.5833129882812
37,1019.4681396484375,78.50780153274536,1.6505649089813232,1019.8396606445312,964.1448364257812,390.14678955078125,1021.1019897460938,1687241546.0421665,37,401.4171142578125,134.92953491210938,37,9,77.09228515625,lgp,mu+lambda,reward,walker2d,9,3700,1021.1019897460938,1019.8396606445312,1019.4681396484375
38,1017.8446044921875,80.17675542831421,1.6505577564239502,1019.0856323242188,1004.2549438476562,406.03955078125,1031.4034423828125,1687241547.7111204,38,407.2846374511719,158.8252410888672,38,9,81.81664276123047,lgp,mu+lambda,reward,walker2d,9,3800,1031.4034423828125,1019.0856323242188,1017.8446044921875
39,1021.7322998046875,81.84359526634216,1.648032546043396,1022.4576416015625,1006.2453002929688,435.68585205078125,1026.2994384765625,1687241549.3779602,39,423.6418762207031,139.2183380126953,39,9,78.36924743652344,lgp,mu+lambda,reward,walker2d,9,3900,1026.2994384765625,1022.4576416015625,1021.7322998046875
40,1016.9328002929688,83.51322841644287,1.6510124206542969,1018.12646484375,1000.13720703125,409.10211181640625,1021.7022705078125,1687241551.0475934,40,391.6148681640625,216.75747680664062,40,9,83.84982299804688,lgp,mu+lambda,reward,walker2d,9,4000,1021.7022705078125,1018.12646484375,1016.9328002929688
41,1017.9966430664062,85.18121409416199,1.6493933200836182,1018.3939819335938,999.1585693359375,390.32611083984375,1020.1722412109375,1687241552.715579,41,393.2895812988281,172.82435607910156,41,9,90.79576110839844,lgp,mu+lambda,reward,walker2d,9,4100,1020.1722412109375,1018.3939819335938,1017.9966430664062
42,1022.5594482421875,86.84907245635986,1.6493072509765625,1025.22998046875,1001.0513916015625,387.2744445800781,1027.45556640625,1687241554.3834374,42,403.6811218261719,151.64169311523438,42,9,72.88386535644531,lgp,mu+lambda,reward,walker2d,9,4200,1027.45556640625,1025.22998046875,1022.5594482421875
43,1017.77294921875,88.51840043067932,1.6506109237670898,1018.030517578125,1004.41357421875,437.0213623046875,1020.2747192382812,1687241556.0527654,43,406.7902526855469,233.69662475585938,43,9,84.09270477294922,lgp,mu+lambda,reward,walker2d,9,4300,1020.2747192382812,1018.030517578125,1017.77294921875
44,1015.7777709960938,90.18593335151672,1.6491410732269287,1017.7581787109375,1003.838623046875,408.2287292480469,1025.0653076171875,1687241557.7202983,44,401.1813049316406,197.8650665283203,44,9,74.62954711914062,lgp,mu+lambda,reward,walker2d,9,4400,1025.0653076171875,1017.7581787109375,1015.7777709960938
45,1019.2302856445312,91.85456085205078,1.649911642074585,1020.0262451171875,1004.56103515625,396.21826171875,1020.7899169921875,1687241559.3889258,45,412.78277587890625,154.94052124023438,45,9,69.86715698242188,lgp,mu+lambda,reward,walker2d,9,4500,1020.7899169921875,1020.0262451171875,1019.2302856445312
46,1019.0718383789062,93.52177453041077,1.6501425504684448,1021.2286987304688,726.056884765625,378.44873046875,1032.8173828125,1687241561.0561395,46,386.3430480957031,168.64389038085938,46,9,76.81782531738281,lgp,mu+lambda,reward,walker2d,9,4600,1032.8173828125,1021.2286987304688,1019.0718383789062
47,1021.6130981445312,95.19106149673462,1.650561809539795,1022.1365966796875,1001.4558715820312,390.98834228515625,1038.91357421875,1687241562.7254264,47,395.9208984375,170.4469757080078,47,9,72.15283203125,lgp,mu+lambda,reward,walker2d,9,4700,1038.91357421875,1022.1365966796875,1021.6130981445312
48,1018.5196533203125,96.85215163230896,1.6362580060958862,1024.6776123046875,828.502197265625,368.2922058105469,1079.7786865234375,1687241564.3865166,48,395.36712646484375,144.30429077148438,48,9,73.26821899414062,lgp,mu+lambda,reward,walker2d,9,4800,1079.7786865234375,1024.6776123046875,1018.5196533203125
49,1020.3095703125,98.51158332824707,1.639596700668335,1039.82666015625,1002.8482055664062,396.0748596191406,1059.8587646484375,1687241566.0459483,49,406.33563232421875,157.5772705078125,49,9,79.05465698242188,lgp,mu+lambda,reward,walker2d,9,4900,1059.8587646484375,1039.82666015625,1020.3095703125
50,1021.6029052734375,100.17200326919556,1.6404749155044556,1021.7758178710938,1004.1214599609375,422.66943359375,1025.2705078125,1687241567.7063682,50,412.7300109863281,170.8045654296875,50,9,91.4112319946289,lgp,mu+lambda,reward,walker2d,9,5000,1025.2705078125,1021.7758178710938,1021.6029052734375
51,1022.2742309570312,101.83202052116394,1.6396924257278442,1023.4502563476562,754.3678588867188,389.1737365722656,1043.66748046875,1687241569.3663855,51,386.28594970703125,174.95913696289062,51,9,71.96725463867188,lgp,mu+lambda,reward,walker2d,9,5100,1043.66748046875,1023.4502563476562,1022.2742309570312
52,1021.6817016601562,103.49347710609436,1.6416462659835815,1029.1282958984375,1002.4354248046875,413.9017028808594,1041.388671875,1687241571.027842,52,387.7172546386719,223.05807495117188,52,9,89.72399139404297,lgp,mu+lambda,reward,walker2d,9,5200,1041.388671875,1029.1282958984375,1021.6817016601562
53,1021.1124877929688,105.1454107761383,1.6327563524246216,1021.3762817382812,658.9910888671875,364.7379455566406,1049.772216796875,1687241572.6797757,53,391.02032470703125,146.84637451171875,53,9,75.07008361816406,lgp,mu+lambda,reward,walker2d,9,5300,1049.772216796875,1021.3762817382812,1021.1124877929688
54,1025.02099609375,106.80716490745544,1.64197838306427,1029.5020751953125,1006.4502563476562,432.8388977050781,1044.5889892578125,1687241574.3415298,54,415.3023376464844,203.148681640625,54,9,79.0684585571289,lgp,mu+lambda,reward,walker2d,9,5400,1044.5889892578125,1029.5020751953125,1025.02099609375
55,1018.22998046875,108.46704316139221,1.6417535543441772,1025.6856689453125,1001.0753784179688,405.1629943847656,1026.174072265625,1687241576.001408,55,402.71759033203125,184.87960815429688,55,9,83.82705688476562,lgp,mu+lambda,reward,walker2d,9,5500,1026.174072265625,1025.6856689453125,1018.22998046875
56,1025.9158935546875,110.12755513191223,1.6413583755493164,1029.23486328125,1005.2243041992188,399.58984375,1066.3695068359375,1687241577.66192,56,411.5054626464844,152.9239501953125,56,9,74.31352233886719,lgp,mu+lambda,reward,walker2d,9,5600,1066.3695068359375,1029.23486328125,1025.9158935546875
57,1019.5894165039062,111.78606081008911,1.6389929056167603,1044.6937255859375,1004.8277587890625,401.5310974121094,1070.770263671875,1687241579.3204257,57,400.042724609375,205.56277465820312,57,9,74.42900085449219,lgp,mu+lambda,reward,walker2d,9,5700,1070.770263671875,1044.6937255859375,1019.5894165039062
58,1023.1248168945312,113.44641947746277,1.6394600868225098,1029.3773193359375,1005.173583984375,418.39263916015625,1048.9168701171875,1687241580.9807844,58,407.0782470703125,227.84214782714844,58,9,77.59233093261719,lgp,mu+lambda,reward,walker2d,9,5800,1048.9168701171875,1029.3773193359375,1023.1248168945312
59,1021.187744140625,115.10617709159851,1.6403086185455322,1034.3087158203125,1008.37255859375,396.6664123535156,1045.9027099609375,1687241582.640542,59,409.2420349121094,152.82469177246094,59,9,79.7992935180664,lgp,mu+lambda,reward,walker2d,9,5900,1045.9027099609375,1034.3087158203125,1021.187744140625
60,1021.850830078125,116.76529622077942,1.6390711069107056,1024.9620361328125,1003.7578125,381.36273193359375,1026.3697509765625,1687241584.2996612,60,400.7884826660156,148.12327575683594,60,9,70.47992706298828,lgp,mu+lambda,reward,walker2d,9,6000,1026.3697509765625,1024.9620361328125,1021.850830078125
61,1027.404541015625,118.42677760124207,1.6411077976226807,1029.677978515625,1007.4593505859375,417.7916259765625,1032.56689453125,1687241585.9611425,61,411.8184814453125,171.49456787109375,61,9,91.37005615234375,lgp,mu+lambda,reward,walker2d,9,6100,1032.56689453125,1029.677978515625,1027.404541015625
62,1025.4918212890625,120.08462619781494,1.6388978958129883,1027.0994873046875,534.7904663085938,352.5135498046875,1043.283935546875,1687241587.6189911,62,388.8954162597656,127.8498764038086,62,9,66.37477111816406,lgp,mu+lambda,reward,walker2d,9,6200,1043.283935546875,1027.0994873046875,1025.4918212890625
63,1025.9378662109375,121.74445819854736,1.6397745609283447,1032.427001953125,1000.5892944335938,374.62750244140625,1035.23681640625,1687241589.2788231,63,410.8065185546875,127.04266357421875,63,9,58.61439514160156,lgp,mu+lambda,reward,walker2d,9,6300,1035.23681640625,1032.427001953125,1025.9378662109375
64,1036.611083984375,123.40585827827454,1.6427943706512451,1051.066650390625,956.0869140625,386.3176574707031,1051.9508056640625,1687241590.9402232,64,390.1166687011719,166.87242126464844,64,9,90.49319458007812,lgp,mu+lambda,reward,walker2d,9,6400,1051.9508056640625,1051.066650390625,1036.611083984375
65,1023.8174438476562,125.06774544715881,1.642508864402771,1046.8914794921875,1004.1436767578125,-600.3193359375,1054.3656005859375,1687241592.6021104,65,9997.8603515625,167.74635314941406,65,9,88.19342803955078,lgp,mu+lambda,reward,walker2d,9,6500,1054.3656005859375,1046.8914794921875,1023.8174438476562
66,1049.9664306640625,126.72823190689087,1.641046166419983,1058.5933837890625,665.2208251953125,-5649.1669921875,1075.352783203125,1687241594.2625968,66,23840.505859375,130.95458984375,66,9,74.0666275024414,lgp,mu+lambda,reward,walker2d,9,6600,1075.352783203125,1058.5933837890625,1049.9664306640625
67,1058.8953857421875,128.38869380950928,1.6402467489242554,1059.3197021484375,910.836181640625,-4593.94384765625,1060.7015380859375,1687241595.9230587,67,21891.01171875,210.36318969726562,67,9,95.790771484375,lgp,mu+lambda,reward,walker2d,9,6700,1060.7015380859375,1059.3197021484375,1058.8953857421875
68,1063.752685546875,130.0474226474762,1.6387859582901,1064.799560546875,1011.4371337890625,504.6395568847656,1065.1497802734375,1687241597.5817876,68,423.45782470703125,251.89263916015625,68,9,112.29071044921875,lgp,mu+lambda,reward,walker2d,9,6800,1065.1497802734375,1064.799560546875,1063.752685546875
69,1066.0269775390625,131.7084083557129,1.6412807703018188,1067.653564453125,452.20672607421875,346.2426452636719,1091.6134033203125,1687241599.2427733,69,388.2423400878906,140.42123413085938,69,9,76.07994079589844,lgp,mu+lambda,reward,walker2d,9,6900,1091.6134033203125,1067.653564453125,1066.0269775390625
70,1063.2724609375,133.3691794872284,1.6412203311920166,1064.0283203125,1004.21240234375,-602.5787963867188,1071.7252197265625,1687241600.9035444,70,9997.9697265625,173.38272094726562,70,9,79.29988098144531,lgp,mu+lambda,reward,walker2d,9,7000,1071.7252197265625,1064.0283203125,1063.2724609375
71,1059.140625,135.0283591747284,1.6398649215698242,1060.03125,1003.7330322265625,403.55609130859375,1069.8995361328125,1687241602.562724,71,417.9435729980469,153.657470703125,71,9,76.28137969970703,lgp,mu+lambda,reward,walker2d,9,7100,1069.8995361328125,1060.03125,1059.140625
72,1065.73095703125,136.6904833316803,1.642022728919983,1068.1094970703125,549.905029296875,356.2154541015625,1068.2513427734375,1687241604.2248483,72,386.7652282714844,146.48907470703125,72,9,72.09002685546875,lgp,mu+lambda,reward,walker2d,9,7200,1068.2513427734375,1068.1094970703125,1065.73095703125
73,1062.9849853515625,138.3512306213379,1.6429595947265625,1063.9896240234375,686.861083984375,377.3553771972656,1067.8563232421875,1687241605.8855956,73,391.31817626953125,161.66392517089844,73,9,83.32563781738281,lgp,mu+lambda,reward,walker2d,9,7300,1067.8563232421875,1063.9896240234375,1062.9849853515625
74,1067.1617431640625,140.012601852417,1.6428302526474,1069.8922119140625,479.4953308105469,-659.7667236328125,1071.609619140625,1687241607.5469668,74,9991.9541015625,119.99254608154297,74,9,66.36234283447266,lgp,mu+lambda,reward,walker2d,9,7400,1071.609619140625,1069.8922119140625,1067.1617431640625
75,1078.0107421875,141.67126178741455,1.6400420665740967,1078.886474609375,1005.4667358398438,445.7967529296875,1086.9176025390625,1687241609.2056267,75,422.0978698730469,226.18572998046875,75,9,82.72782897949219,lgp,mu+lambda,reward,walker2d,9,7500,1086.9176025390625,1078.886474609375,1078.0107421875
76,1073.2132568359375,143.3197147846222,1.6291333436965942,1073.9105224609375,493.0073547363281,-644.9957885742188,1074.2115478515625,1687241610.8540797,76,9993.4560546875,127.2360610961914,76,9,64.09984588623047,lgp,mu+lambda,reward,walker2d,9,7600,1074.2115478515625,1073.9105224609375,1073.2132568359375
77,1069.9183349609375,144.97907829284668,1.6411824226379395,1069.950439453125,1015.6080322265625,451.4585876464844,1074.3988037109375,1687241612.5134432,77,439.0875549316406,189.26718139648438,77,9,77.88286590576172,lgp,mu+lambda,reward,walker2d,9,7700,1074.3988037109375,1069.950439453125,1069.9183349609375
78,1071.0572509765625,146.63950991630554,1.641890525817871,1073.1480712890625,1021.2626953125,-551.6800537109375,1077.087646484375,1687241614.1738749,78,10003.6123046875,243.20335388183594,78,9,89.85934448242188,lgp,mu+lambda,reward,walker2d,9,7800,1077.087646484375,1073.1480712890625,1071.0572509765625
79,1068.224609375,148.29909372329712,1.640644907951355,1076.0982666015625,918.054443359375,359.997802734375,1092.6348876953125,1687241615.8334587,79,415.0414733886719,125.19221496582031,79,9,74.05658721923828,lgp,mu+lambda,reward,walker2d,9,7900,1092.6348876953125,1076.0982666015625,1068.224609375
80,1074.501708984375,149.9591178894043,1.6429537534713745,1076.692138671875,648.2395629882812,367.67041015625,1103.6002197265625,1687241617.4934828,80,401.4285888671875,134.15367126464844,80,9,79.25666809082031,lgp,mu+lambda,reward,walker2d,9,8000,1103.6002197265625,1076.692138671875,1074.501708984375
81,1063.9932861328125,151.62102460861206,1.6456700563430786,1064.6580810546875,1008.5621337890625,413.95758056640625,1073.536376953125,1687241619.1553895,81,420.51025390625,178.36874389648438,81,9,78.97187805175781,lgp,mu+lambda,reward,walker2d,9,8100,1073.536376953125,1064.6580810546875,1063.9932861328125
82,1067.07666015625,153.28173089027405,1.6447348594665527,1069.366943359375,1004.1468505859375,395.3330383300781,1072.072265625,1687241620.8160958,82,415.4293518066406,167.5260009765625,82,9,79.1162338256836,lgp,mu+lambda,reward,walker2d,9,8200,1072.072265625,1069.366943359375,1067.07666015625
83,1068.181396484375,154.9436764717102,1.6448544263839722,1083.2879638671875,360.56903076171875,335.29046630859375,1112.799560546875,1687241622.4780414,83,396.5023498535156,116.41304016113281,83,9,71.47750854492188,lgp,mu+lambda,reward,walker2d,9,8300,1112.799560546875,1083.2879638671875,1068.181396484375
84,1073.61279296875,156.60561084747314,1.6445050239562988,1074.490234375,805.9810180664062,387.3177185058594,1084.9105224609375,1687241624.1399758,84,406.10821533203125,167.9905242919922,84,9,66.21092224121094,lgp,mu+lambda,reward,walker2d,9,8400,1084.9105224609375,1074.490234375,1073.61279296875
85,1066.3330078125,158.2668194770813,1.6441446542739868,1069.4482421875,581.14501953125,377.0450439453125,1069.958740234375,1687241625.8011844,85,390.9180603027344,147.08551025390625,85,9,83.0156021118164,lgp,mu+lambda,reward,walker2d,9,8500,1069.958740234375,1069.4482421875,1066.3330078125
86,1069.4842529296875,159.9251627922058,1.6416610479354858,1071.2100830078125,863.22021484375,397.89019775390625,1071.2418212890625,1687241627.4595277,86,410.43035888671875,140.74188232421875,86,9,81.32003784179688,lgp,mu+lambda,reward,walker2d,9,8600,1071.2418212890625,1071.2100830078125,1069.4842529296875
87,1066.2081298828125,161.58708143234253,1.6432932615280151,1066.696533203125,979.242919921875,439.35296630859375,1081.7130126953125,1687241629.1214464,87,402.98382568359375,214.82240295410156,87,9,101.91288757324219,lgp,mu+lambda,reward,walker2d,9,8700,1081.7130126953125,1066.696533203125,1066.2081298828125
88,1069.0865478515625,163.24651074409485,1.6406360864639282,1072.358154296875,1003.8216552734375,389.1662902832031,1073.6566162109375,1687241630.7808757,88,413.85736083984375,169.241943359375,88,9,73.06695556640625,lgp,mu+lambda,reward,walker2d,9,8800,1073.6566162109375,1072.358154296875,1069.0865478515625
89,1066.2496337890625,164.90410089492798,1.6390125751495361,1069.3701171875,1005.1209716796875,404.0707092285156,1097.407470703125,1687241632.4384658,89,419.28204345703125,166.95372009277344,89,9,77.90420532226562,lgp,mu+lambda,reward,walker2d,9,8900,1097.407470703125,1069.3701171875,1066.2496337890625
90,1070.4315185546875,166.56322288513184,1.640604019165039,1073.3515625,989.2620849609375,-600.6132202148438,1076.6834716796875,1687241634.0975878,90,9998.529296875,159.17474365234375,90,9,86.89218139648438,lgp,mu+lambda,reward,walker2d,9,9000,1076.6834716796875,1073.3515625,1070.4315185546875
