,_step,_runtime,training.fitness_3q,_timestamp,training.run_id,training.generation,training.top_k_fit.top_2_fit,training.fitness_1q,training.fitness_std,training.evaluation_time,training.top_k_fit.top_0_fit,training.fitness_mean,training.fitness_median,training.top_k_fit.top_1_fit,solver,ea,environment,seed
261,261,1275.9756586551666,530.2682495117188,1687025164.6136966,0,261,1001.5095825195312,997.5048828125,293.9309387207031,4.787631511688232,1001.5458374023438,734.9110717773438,840.3834228515625,1001.5418090820312,cgp,mu+lambda,ant,6
262,262,1280.7863628864288,652.8192138671875,1687025169.4244008,0,262,1001.2574462890625,999.0828857421875,264.64007568359375,4.793245315551758,1001.29931640625,782.7077026367188,903.86376953125,1001.263671875,cgp,mu+lambda,ant,6
263,263,1285.595802783966,673.73193359375,1687025174.2338407,0,263,1001.4246826171875,999.51904296875,10032.1552734375,4.790287971496582,1001.4398803710938,-208.02671813964844,882.3767700195312,1001.4273681640625,cgp,mu+lambda,ant,6
264,264,1290.4008221626282,654.0357666015625,1687025179.03886,0,264,1001.3976440429688,998.8500366210938,264.0777587890625,4.786568641662598,1001.711669921875,783.306884765625,894.7971801757812,1001.6246948242188,cgp,mu+lambda,ant,6
265,265,1295.2095367908478,619.2596435546875,1687025183.8475747,0,265,1001.462158203125,997.0728149414062,261.5818176269531,4.791228771209717,1001.5366821289062,762.032470703125,842.6468505859375,1001.4669799804688,cgp,mu+lambda,ant,6
266,266,1300.0157442092896,609.3508911132812,1687025188.6537821,0,266,1001.687744140625,997.8213500976562,283.9764709472656,4.787621974945068,1001.7276000976562,761.3443603515625,913.7667846679688,1001.6932373046875,cgp,mu+lambda,ant,6
267,267,1304.8220732212067,600.6783447265625,1687025193.4601111,0,267,1001.3753051757812,998.2329711914062,282.8680114746094,4.787729740142822,1001.587158203125,750.3182373046875,866.68994140625,1001.4069213867188,cgp,mu+lambda,ant,6
268,268,1309.6303985118866,577.7971801757812,1687025198.2684364,0,268,1001.3153686523438,998.1737060546875,283.9972839355469,4.790625095367432,1001.6104125976562,734.9951171875,755.459716796875,1001.318115234375,cgp,mu+lambda,ant,6
269,269,1314.4371864795685,508.2242736816406,1687025203.0752244,0,269,1001.55029296875,997.5380859375,308.47308349609375,4.788481712341309,1001.6746215820312,717.603515625,836.5972900390625,1001.6524658203125,cgp,mu+lambda,ant,6
270,270,1319.246764421463,669.4161376953125,1687025207.8848023,0,270,1001.3502807617188,998.618896484375,236.8284912109375,4.791445732116699,1001.6181030273438,799.4292602539062,912.070068359375,1001.4999389648438,cgp,mu+lambda,ant,6
271,271,1324.055582523346,647.6419067382812,1687025212.6936204,0,271,1001.4306640625,997.9901123046875,272.8200988769531,4.791457176208496,1001.6362915039062,769.6410522460938,883.8776245117188,1001.439453125,cgp,mu+lambda,ant,6
272,272,1328.8605258464813,587.9884033203125,1687025217.4985638,0,272,1001.5115356445312,996.66845703125,278.1470031738281,4.786400318145752,1001.6331787109375,741.7958984375,840.400634765625,1001.5394287109375,cgp,mu+lambda,ant,6
273,273,1333.6666750907898,566.822509765625,1687025222.304713,0,273,1001.4642333984375,1000.0418090820312,260.30010986328125,4.787459373474121,1001.6739501953125,759.5693359375,882.361328125,1001.617919921875,cgp,mu+lambda,ant,6
274,274,1338.4714822769165,621.6286010742188,1687025227.1095202,0,274,1001.5623168945312,1000.0574340820312,304.8473815917969,4.787936687469482,1001.8388061523438,766.6326293945312,917.080322265625,1001.6148071289062,cgp,mu+lambda,ant,6
275,275,1343.278415441513,648.353759765625,1687025231.9164534,0,275,1001.4725952148438,996.6159057617188,284.4757080078125,4.788862705230713,1001.5947875976562,776.51953125,920.76318359375,1001.5509643554688,cgp,mu+lambda,ant,6
276,276,1348.0832779407501,666.8475341796875,1687025236.7213159,0,276,1001.458251953125,996.0767211914062,245.43421936035156,4.7864227294921875,1001.4696655273438,786.3663330078125,892.3176879882812,1001.4644165039062,cgp,mu+lambda,ant,6
277,277,1352.8907587528229,618.73388671875,1687025241.5287967,0,277,1001.38134765625,996.95361328125,281.3175354003906,4.789722442626953,1001.7081909179688,763.1212158203125,883.34033203125,1001.5143432617188,cgp,mu+lambda,ant,6
278,278,1357.697912454605,667.9922485351562,1687025246.3359504,0,278,1001.351318359375,997.1392822265625,272.6238708496094,4.788472652435303,1001.4860229492188,788.9462280273438,951.2017211914062,1001.4393310546875,cgp,mu+lambda,ant,6
279,279,1362.5046243667603,679.451904296875,1687025251.1426623,0,279,1001.4802856445312,996.9494018554688,269.47210693359375,4.787842273712158,1001.6521606445312,774.628173828125,869.9474487304688,1001.5195922851562,cgp,mu+lambda,ant,6
280,280,1367.3160989284515,682.3016357421875,1687025255.9541368,0,280,1001.3952026367188,998.3282470703125,252.28656005859375,4.792501926422119,1001.6453247070312,824.283447265625,985.455810546875,1001.4127197265625,cgp,mu+lambda,ant,6
281,281,1372.1211173534393,690.308837890625,1687025260.7591553,0,281,1001.5682373046875,997.23095703125,225.52430725097656,4.787944793701172,1001.6922607421875,824.9088745117188,950.702880859375,1001.6124267578125,cgp,mu+lambda,ant,6
282,282,1376.928361415863,546.1278076171875,1687025265.5663993,0,282,1001.4428100585938,998.7286376953125,253.20249938964844,4.788949489593506,1001.9500122070312,756.3518676757812,797.1593017578125,1001.5706787109375,cgp,mu+lambda,ant,6
283,283,1381.7410609722137,656.4114379882812,1687025270.379099,0,283,1001.3751831054688,997.7039794921875,257.138916015625,4.793792247772217,1001.4873657226562,790.9038696289062,896.1956787109375,1001.4171142578125,cgp,mu+lambda,ant,6
284,284,1386.546885251999,585.021484375,1687025275.1849232,0,284,1001.3014526367188,997.8257446289062,283.3214111328125,4.788454532623291,1001.7662353515625,757.4031372070312,886.8599243164062,1001.3612060546875,cgp,mu+lambda,ant,6
285,285,1391.3532376289368,667.9283447265625,1687025279.9912755,0,285,1001.4365844726562,998.8975219726562,295.5328369140625,4.78835916519165,1001.6400146484375,764.3386840820312,878.588134765625,1001.4461059570312,cgp,mu+lambda,ant,6
286,286,1396.1585590839386,666.5054931640625,1687025284.796597,0,286,1001.3524169921875,998.8594970703125,10032.8076171875,4.786317825317383,1001.55859375,-205.62936401367188,928.0762939453125,1001.4756469726562,cgp,mu+lambda,ant,6
287,287,1400.9663109779358,604.034423828125,1687025289.604349,0,287,1001.3663330078125,998.675048828125,272.3731384277344,4.7902116775512695,1001.8992309570312,744.2400512695312,778.6973876953125,1001.6513061523438,cgp,mu+lambda,ant,6
288,288,1405.7580955028534,568.253662109375,1687025294.3961334,0,288,1001.5818481445312,997.3121337890625,293.7426452636719,4.773086071014404,1001.834716796875,736.1326293945312,826.1472778320312,1001.7801513671875,cgp,mu+lambda,ant,6
289,289,1410.5418214797974,687.5577392578125,1687025299.1798594,0,289,1001.422119140625,996.90087890625,240.79917907714844,4.765019416809082,1001.7586059570312,796.7185668945312,904.8111572265625,1001.6322021484375,cgp,mu+lambda,ant,6
290,290,1415.3212268352509,634.9059448242188,1687025303.9592648,0,290,1001.387939453125,997.3525390625,269.0775146484375,4.761815547943115,1001.541015625,766.029541015625,877.3619384765625,1001.4030151367188,cgp,mu+lambda,ant,6
291,291,1420.0991759300232,671.5803833007812,1687025308.7372139,0,291,1001.2679443359375,997.698486328125,269.198974609375,4.7597784996032715,1001.544677734375,785.6468505859375,930.3296508789062,1001.4622802734375,cgp,mu+lambda,ant,6
292,292,1424.8761959075928,649.1565551757812,1687025313.5142338,0,292,1001.3831787109375,995.2998046875,270.3094482421875,4.758466720581055,1001.663818359375,777.8349609375,911.451171875,1001.427978515625,cgp,mu+lambda,ant,6
293,293,1429.6566126346588,635.6438598632812,1687025318.2946506,0,293,1001.3558959960938,997.4954223632812,303.7148742675781,4.7624287605285645,1001.578857421875,743.84326171875,877.0389404296875,1001.417236328125,cgp,mu+lambda,ant,6
294,294,1434.4636940956116,500.22119140625,1687025323.101732,0,294,1001.5086669921875,996.9476928710938,283.87579345703125,4.786590099334717,1001.6018676757812,729.2453002929688,800.5624389648438,1001.5433959960938,cgp,mu+lambda,ant,6
295,295,1439.2726526260376,654.0345458984375,1687025327.9106905,0,295,1001.4518432617188,997.473876953125,310.4556884765625,4.788160800933838,1001.58740234375,760.8147583007812,874.10693359375,1001.4747924804688,cgp,mu+lambda,ant,6
296,296,1444.080901145935,616.692626953125,1687025332.718939,0,296,1001.3572387695312,997.1622924804688,307.3190002441406,4.789897441864014,1001.3946533203125,752.7100830078125,915.9195556640625,1001.3670043945312,cgp,mu+lambda,ant,6
297,297,1448.8851466178894,633.03564453125,1687025337.5231845,0,297,1001.36669921875,997.5678100585938,265.0918884277344,4.785050392150879,1001.5423583984375,791.6358642578125,926.804443359375,1001.37353515625,cgp,mu+lambda,ant,6
298,298,1453.6916120052338,632.79931640625,1687025342.32965,0,298,1001.4216918945312,998.46142578125,248.2178192138672,4.787327289581299,1001.6620483398438,781.6278686523438,889.8946533203125,1001.5184936523438,cgp,mu+lambda,ant,6
299,299,1458.4909057617188,655.7642211914062,1687025347.1289437,0,299,1001.4528198242188,999.285400390625,10033.240234375,4.778242588043213,1001.7088623046875,-210.86331176757812,958.2178955078125,1001.5452880859375,cgp,mu+lambda,ant,6
300,300,1463.2749438285828,632.4180297851562,1687025351.9129817,0,300,1001.3316040039062,999.3046875,273.3918762207031,4.762992858886719,1001.4927368164062,775.6509399414062,928.6025390625,1001.3458862304688,cgp,mu+lambda,ant,6
301,301,1468.0634834766388,670.606689453125,1687025356.7015214,0,301,1001.49755859375,997.1730346679688,10032.83203125,4.760846138000488,1001.725341796875,-222.50030517578125,946.6689453125,1001.6279296875,cgp,mu+lambda,ant,6
302,302,1472.850352048874,543.2871704101562,1687025361.48839,0,302,1001.3682250976562,997.5736083984375,337.1600036621094,4.767873764038086,1001.4152221679688,717.294677734375,820.982177734375,1001.3797607421875,cgp,mu+lambda,ant,6
303,303,1477.6307246685028,641.6170654296875,1687025366.2687626,0,303,1001.3461303710938,997.1488037109375,262.91729736328125,4.760616302490234,1001.736572265625,772.5401611328125,870.3768310546875,1001.3699951171875,cgp,mu+lambda,ant,6
304,304,1482.412535905838,609.9929809570312,1687025371.0505738,0,304,1001.3660278320312,997.2385864257812,287.30224609375,4.762207508087158,1001.5488891601562,760.166015625,871.953125,1001.453857421875,cgp,mu+lambda,ant,6
305,305,1487.210441827774,695.4632568359375,1687025375.8484797,0,305,1001.3942260742188,997.19921875,237.35150146484375,4.7773308753967285,1001.6382446289062,817.5599975585938,914.48681640625,1001.5482788085938,cgp,mu+lambda,ant,6
306,306,1491.988790512085,675.5684814453125,1687025380.6268284,0,306,1001.3297119140625,999.5941162109375,287.20306396484375,4.761794567108154,1001.4301147460938,792.92529296875,976.978515625,1001.3989868164062,cgp,mu+lambda,ant,6
307,307,1496.7668895721436,677.3929443359375,1687025385.4049275,0,307,1001.4075927734375,998.0258178710938,224.52427673339844,4.759952545166016,1001.5079956054688,805.204345703125,936.8876953125,1001.5009155273438,cgp,mu+lambda,ant,6
308,308,1501.5444447994232,644.5182495117188,1687025390.1824827,0,308,1001.4171752929688,998.2694091796875,214.99766540527344,4.758553981781006,1001.6212158203125,818.0360717773438,937.454345703125,1001.496826171875,cgp,mu+lambda,ant,6
309,309,1506.3237550258636,606.5499267578125,1687025394.961793,0,309,1001.3014526367188,997.7667236328125,285.414306640625,4.76094388961792,1001.4077758789062,761.5330200195312,911.6126708984375,1001.3536987304688,cgp,mu+lambda,ant,6
310,310,1511.1022946834564,680.734619140625,1687025399.7403326,0,310,1001.3887939453125,996.654052734375,233.4549560546875,4.7600297927856445,1001.4544067382812,818.9155883789062,937.8003540039062,1001.40869140625,cgp,mu+lambda,ant,6
311,311,1515.878874540329,673.7647094726562,1687025404.5169125,0,311,1001.4207763671875,998.2606201171875,245.7954559326172,4.756899833679199,1001.5830688476562,804.2620849609375,943.1763305664062,1001.5263061523438,cgp,mu+lambda,ant,6
312,312,1520.6623466014862,679.823486328125,1687025409.3003845,0,312,1001.41357421875,999.050048828125,241.80923461914062,4.743504047393799,1001.4891357421875,815.6255493164062,937.09375,1001.4151611328125,cgp,mu+lambda,ant,6
313,313,1525.4434781074524,658.523681640625,1687025414.081516,0,313,1001.2472534179688,998.34912109375,270.7754211425781,4.738835334777832,1001.4151611328125,801.254150390625,972.85791015625,1001.2864990234375,cgp,mu+lambda,ant,6
314,314,1530.2222335338593,633.88134765625,1687025418.8602715,0,314,1001.2280883789062,998.3185424804688,291.2705078125,4.738237380981445,1001.49560546875,779.3985595703125,940.1758422851562,1001.3735961914062,cgp,mu+lambda,ant,6
315,315,1535.0024843215942,681.5885009765625,1687025423.6405222,0,315,1001.3609008789062,998.847412109375,241.23126220703125,4.739198684692383,1001.4879760742188,804.1837158203125,927.9315185546875,1001.4022827148438,cgp,mu+lambda,ant,6
316,316,1539.7837245464325,565.2288208007812,1687025428.4217625,0,316,1001.2899780273438,997.66162109375,287.4437561035156,4.741306781768799,1001.4163208007812,741.1124877929688,862.1138916015625,1001.3688354492188,cgp,mu+lambda,ant,6
317,317,1544.5627882480621,661.6976928710938,1687025433.2008262,0,317,1001.234619140625,998.7800903320312,284.2857360839844,4.758333206176758,1001.3380126953125,761.945556640625,880.018798828125,1001.2373657226562,cgp,mu+lambda,ant,6
318,318,1549.342679977417,666.2120971679688,1687025437.980718,0,318,1001.4049072265625,996.3662109375,245.7106475830078,4.762277603149414,1001.7858276367188,803.0071411132812,915.061279296875,1001.6800537109375,cgp,mu+lambda,ant,6
319,319,1554.1212565898895,616.38720703125,1687025442.7592945,0,319,1001.2179565429688,996.8047485351562,271.8477783203125,4.760704040527344,1001.3889770507812,756.263671875,879.7461547851562,1001.22021484375,cgp,mu+lambda,ant,6
320,320,1558.9011878967285,682.1080322265625,1687025447.5392258,0,320,1001.5916137695312,997.4907836914062,213.8324737548828,4.761397361755371,1001.8011474609375,835.8178100585938,965.131103515625,1001.6375122070312,cgp,mu+lambda,ant,6
321,321,1563.678305387497,659.5272216796875,1687025452.3163433,0,321,1001.494873046875,998.4673461914062,273.6016540527344,4.7603759765625,1001.5569458007812,799.4315185546875,973.6497802734375,1001.51611328125,cgp,mu+lambda,ant,6
322,322,1568.4602687358856,613.19873046875,1687025457.0983067,0,322,1001.346435546875,997.4576416015625,282.0019226074219,4.763223171234131,1001.4672241210938,776.267333984375,959.6688842773438,1001.4378662109375,cgp,mu+lambda,ant,6
323,323,1573.2397139072418,656.02880859375,1687025461.8777518,0,323,1001.36572265625,998.3369140625,273.8046875,4.760653018951416,1001.6748657226562,784.5709228515625,888.0473022460938,1001.5170288085938,cgp,mu+lambda,ant,6
324,324,1578.0161459445953,681.97412109375,1687025466.6541839,0,324,1001.371337890625,997.5352783203125,254.19281005859375,4.759059429168701,1001.6116943359375,804.2029418945312,930.4702758789062,1001.3762817382812,cgp,mu+lambda,ant,6
325,325,1582.7955231666565,677.534423828125,1687025471.433561,0,325,1001.4908447265625,998.9097900390625,269.98760986328125,4.760501384735107,1001.7902221679688,795.2195434570312,955.7506713867188,1001.626220703125,cgp,mu+lambda,ant,6
326,326,1587.5711698532104,628.363037109375,1687025476.2092078,0,326,1001.29052734375,999.4605712890625,297.5218811035156,4.756584167480469,1001.4033813476562,750.7313232421875,906.410888671875,1001.30126953125,cgp,mu+lambda,ant,6
327,327,1592.3477272987366,663.1847534179688,1687025480.9857652,0,327,1001.4232788085938,998.123779296875,288.13507080078125,4.757760047912598,1001.6124877929688,783.74609375,930.2487182617188,1001.5724487304688,cgp,mu+lambda,ant,6
328,328,1597.1245675086975,670.2722778320312,1687025485.7626054,0,328,1001.3687744140625,998.3121948242188,261.23626708984375,4.758887767791748,1001.834716796875,786.0821533203125,878.7896118164062,1001.52783203125,cgp,mu+lambda,ant,6
329,329,1601.9013812541962,626.9315185546875,1687025490.5394192,0,329,1001.4859008789062,997.02392578125,255.6757354736328,4.758157253265381,1001.7405395507812,773.651611328125,891.1015625,1001.6621704101562,cgp,mu+lambda,ant,6
330,330,1606.6744003295898,633.6410522460938,1687025495.3124382,0,330,1001.505859375,997.25048828125,327.4560546875,4.755088806152344,1001.6345825195312,753.455322265625,873.252685546875,1001.5875244140625,cgp,mu+lambda,ant,6
331,331,1611.4492304325104,626.3816528320312,1687025500.0872684,0,331,1001.5897827148438,999.0360107421875,240.4795684814453,4.757999420166016,1001.751953125,776.0997314453125,870.7099609375,1001.6328735351562,cgp,mu+lambda,ant,6
332,332,1616.2263751029968,669.3632202148438,1687025504.864413,0,332,1001.4659423828125,997.3065185546875,249.7725067138672,4.758548736572266,1001.5720825195312,806.120849609375,952.056640625,1001.5068359375,cgp,mu+lambda,ant,6
333,333,1621.0033719539642,685.728759765625,1687025509.6414099,0,333,1001.4710083007812,999.0302124023438,283.58514404296875,4.7584991455078125,1001.6677856445312,799.5510864257812,948.3106689453125,1001.4833374023438,cgp,mu+lambda,ant,6
334,334,1625.77716755867,662.1351318359375,1687025514.4152055,0,334,1001.433837890625,996.3994140625,271.1887512207031,4.755295276641846,1001.6366577148438,770.6482543945312,905.863037109375,1001.516845703125,cgp,mu+lambda,ant,6
335,335,1630.5608351230621,512.5697631835938,1687025519.198873,0,335,1001.4444580078125,1000.6953125,294.9713134765625,4.764307022094727,1001.8833618164062,744.1790161132812,897.2091674804688,1001.45068359375,cgp,mu+lambda,ant,6
336,336,1635.3398373126984,566.6214599609375,1687025523.9778752,0,336,1001.30517578125,996.31005859375,259.1736145019531,4.760107040405273,1002.1017456054688,758.0223999023438,852.0211181640625,1001.4591064453125,cgp,mu+lambda,ant,6
337,337,1640.122352361679,546.1806030273438,1687025528.7603903,0,337,1001.3002319335938,995.8235473632812,279.2664489746094,4.767666339874268,1001.5661010742188,728.65966796875,719.8177490234375,1001.42529296875,cgp,mu+lambda,ant,6
338,338,1644.9016308784485,585.487060546875,1687025533.5396688,0,338,1001.4124755859375,996.9068603515625,286.8381042480469,4.763387680053711,1001.6375122070312,746.3903198242188,853.728759765625,1001.42529296875,cgp,mu+lambda,ant,6
339,339,1649.683063030243,683.9537353515625,1687025538.321101,0,339,1001.644287109375,999.0341186523438,223.55760192871094,4.7650861740112305,1001.7299194335938,817.5856323242188,929.479736328125,1001.6741333007812,cgp,mu+lambda,ant,6
340,340,1654.4658842086792,609.8469848632812,1687025543.1039221,0,340,1001.3663940429688,998.8651733398438,285.9508361816406,4.7676472663879395,1001.801513671875,760.5343627929688,867.205322265625,1001.5299682617188,cgp,mu+lambda,ant,6
341,341,1659.2432289123535,651.4935913085938,1687025547.8812668,0,341,1001.501220703125,997.6028442382812,245.19232177734375,4.760833263397217,1001.618896484375,790.7617797851562,879.97705078125,1001.5481567382812,cgp,mu+lambda,ant,6
342,342,1664.0261640548706,679.86328125,1687025552.664202,0,342,1001.50244140625,997.0547485351562,228.22705078125,4.765983581542969,1001.7001342773438,810.6840209960938,917.1389770507812,1001.5465087890625,cgp,mu+lambda,ant,6
343,343,1668.8048198223114,624.3191528320312,1687025557.4428577,0,343,1001.319580078125,999.9903564453125,271.7652587890625,4.7630109786987305,1001.5260009765625,756.8764038085938,867.998779296875,1001.4999389648438,cgp,mu+lambda,ant,6
344,344,1673.584065914154,649.366943359375,1687025562.2221038,0,344,1001.421630859375,997.525146484375,258.746337890625,4.762628078460693,1001.5817260742188,789.5858154296875,880.0303955078125,1001.471435546875,cgp,mu+lambda,ant,6
345,345,1678.3658919334412,617.809326171875,1687025567.0039299,0,345,1001.4147338867188,996.884765625,248.65829467773438,4.764970779418945,1001.4415283203125,758.3965454101562,817.043701171875,1001.4346313476562,cgp,mu+lambda,ant,6
346,346,1683.1486959457397,647.6921997070312,1687025571.7867339,0,346,1001.4762573242188,997.1898193359375,278.803466796875,4.767643451690674,1002.0496826171875,774.1610717773438,886.553466796875,1001.5091552734375,cgp,mu+lambda,ant,6
347,347,1687.9315576553345,649.447021484375,1687025576.5695956,0,347,1001.50927734375,999.2667236328125,276.4372863769531,4.766829967498779,1001.614013671875,788.8656616210938,947.7127685546875,1001.5433349609375,cgp,mu+lambda,ant,6
348,348,1692.710331916809,695.375244140625,1687025581.3483698,0,348,1001.6210327148438,997.3672485351562,222.16781616210938,4.762848854064941,1001.6489868164062,819.4334106445312,924.3634033203125,1001.6378173828125,cgp,mu+lambda,ant,6
349,349,1697.4888548851013,643.5831909179688,1687025586.1268928,0,349,1001.564697265625,998.1580810546875,282.44195556640625,4.76283073425293,1001.7859497070312,790.8871459960938,969.9814453125,1001.6324462890625,cgp,mu+lambda,ant,6
350,350,1702.2738976478577,647.8898315429688,1687025590.9119356,0,350,1001.51318359375,997.1796875,241.19444274902344,4.769170761108398,1001.7464599609375,776.4993286132812,869.609375,1001.61767578125,cgp,mu+lambda,ant,6
351,351,1707.05348610878,679.6384887695312,1687025595.691524,0,351,1001.5305786132812,1000.2855834960938,264.865478515625,4.763113021850586,1001.6382446289062,797.001220703125,929.2550659179688,1001.5975952148438,cgp,mu+lambda,ant,6
352,352,1711.8356626033783,688.3778686523438,1687025600.4737005,0,352,1001.5704956054688,998.967041015625,227.68063354492188,4.765115261077881,1001.7120361328125,833.5667724609375,960.1256103515625,1001.6182250976562,cgp,mu+lambda,ant,6
353,353,1716.6170382499695,647.6356811523438,1687025605.2550762,0,353,1001.3150024414062,997.517333984375,284.5986633300781,4.765369415283203,1001.5117797851562,780.9996948242188,946.566650390625,1001.477294921875,cgp,mu+lambda,ant,6
354,354,1721.3962602615356,662.1046142578125,1687025610.0342982,0,354,1001.4296264648438,999.8221435546875,247.57460021972656,4.762292385101318,1001.5093383789062,803.8258666992188,927.358642578125,1001.4885864257812,cgp,mu+lambda,ant,6
355,355,1726.1760046482086,672.83837890625,1687025614.8140426,0,355,1001.7725830078125,998.3413696289062,307.6636047363281,4.762905120849609,1001.9448852539062,782.849853515625,960.112060546875,1001.8598022460938,cgp,mu+lambda,ant,6
356,356,1730.9579920768738,666.6967163085938,1687025619.59603,0,356,1001.5270385742188,997.5829467773438,254.15919494628906,4.7667083740234375,1001.72509765625,793.105224609375,898.903076171875,1001.5335693359375,cgp,mu+lambda,ant,6
357,357,1735.7411088943481,557.3856201171875,1687025624.3791468,0,357,1001.4591674804688,997.360107421875,285.80609130859375,4.766706943511963,1001.580078125,745.2234497070312,877.960693359375,1001.5023803710938,cgp,mu+lambda,ant,6
358,358,1740.522792339325,678.569580078125,1687025629.1608303,0,358,1001.5218505859375,997.987548828125,239.16127014160156,4.764545440673828,1001.6471557617188,818.3480834960938,943.41357421875,1001.562255859375,cgp,mu+lambda,ant,6
359,359,1745.3030889034271,639.0940551757812,1687025633.9411268,0,359,1001.5687866210938,999.1095581054688,274.6116638183594,4.765798568725586,1001.7901611328125,792.0278930664062,929.8939819335938,1001.6299438476562,cgp,mu+lambda,ant,6
360,360,1750.0827581882477,640.0662841796875,1687025638.720796,0,360,1001.5723876953125,997.5182495117188,243.56690979003906,4.763482570648193,1001.6431274414062,798.2726440429688,933.4124755859375,1001.616943359375,cgp,mu+lambda,ant,6
361,361,1754.8626544475555,693.7757568359375,1687025643.5006924,0,361,1001.6290283203125,999.0692749023438,274.6687316894531,4.764176368713379,1001.9384765625,807.1085205078125,966.2479248046875,1001.7401733398438,cgp,mu+lambda,ant,6
362,362,1759.6426463127136,660.695068359375,1687025648.2806842,0,362,1001.8671875,1000.2970581054688,235.88258361816406,4.765456199645996,1001.8821411132812,795.2119140625,890.1618041992188,1001.8811645507812,cgp,mu+lambda,ant,6
363,363,1764.4215314388275,686.6746826171875,1687025653.0595694,0,363,1001.653076171875,1000.7487182617188,241.3796844482422,4.763460636138916,1001.7515869140625,827.3416748046875,978.4743041992188,1001.7429809570312,cgp,mu+lambda,ant,6
364,364,1769.2038192749023,611.478515625,1687025657.8418572,0,364,1001.6048583984375,998.003662109375,270.6608581542969,4.766357421875,1001.71240234375,759.683349609375,855.7628173828125,1001.692626953125,cgp,mu+lambda,ant,6
365,365,1773.982722043991,663.4434814453125,1687025662.62076,0,365,1001.5223999023438,999.0032958984375,246.48277282714844,4.7631754875183105,1001.5532836914062,792.2860107421875,891.572998046875,1001.538818359375,cgp,mu+lambda,ant,6
366,366,1778.7611680030823,692.8446044921875,1687025667.399206,0,366,1001.6236572265625,999.3135986328125,246.94964599609375,4.76164436340332,1001.7236938476562,818.6062622070312,942.6658935546875,1001.7117309570312,cgp,mu+lambda,ant,6
367,367,1783.5421226024628,681.3685302734375,1687025672.1801605,0,367,1001.6593627929688,998.4682006835938,207.10012817382812,4.763363361358643,1002.0775756835938,834.0194091796875,957.9940185546875,1001.9750366210938,cgp,mu+lambda,ant,6
368,368,1788.3234186172485,656.07568359375,1687025676.9614565,0,368,1001.6402587890625,998.879638671875,273.93292236328125,4.763976097106934,1002.036376953125,796.3942260742188,947.5418701171875,1001.7379760742188,cgp,mu+lambda,ant,6
369,369,1793.1038765907288,680.1731567382812,1687025681.7419145,0,369,1001.47314453125,1000.2500610351562,256.6639099121094,4.763885021209717,1002.0008544921875,816.2587890625,961.8705444335938,1001.6090087890625,cgp,mu+lambda,ant,6
370,370,1797.8840458393097,662.929443359375,1687025686.5220838,0,370,1001.8160400390625,996.9883422851562,10031.947265625,4.762992858886719,1001.9723510742188,-214.0592498779297,897.349365234375,1001.9448852539062,cgp,mu+lambda,ant,6
371,371,1802.6644554138184,526.3692626953125,1687025691.3024933,0,371,1001.6672973632812,998.986083984375,297.0588073730469,4.763962268829346,1002.0575561523438,735.7548217773438,842.5547485351562,1001.8759155273438,cgp,mu+lambda,ant,6
372,372,1807.4425609111786,638.113525390625,1687025696.0805988,0,372,1001.6160888671875,997.6192626953125,274.05987548828125,4.761432647705078,1001.6776123046875,780.6083984375,929.706787109375,1001.6757202148438,cgp,mu+lambda,ant,6
373,373,1812.221349954605,691.645263671875,1687025700.8593879,0,373,1001.5543212890625,999.303466796875,270.2948913574219,4.762096881866455,1001.6165771484375,808.8507080078125,973.7814331054688,1001.60791015625,cgp,mu+lambda,ant,6
374,374,1816.9996960163116,640.069580078125,1687025705.637734,0,374,1001.695556640625,999.607666015625,277.1381530761719,4.76086950302124,1001.770263671875,786.7271118164062,956.2505493164062,1001.74658203125,cgp,mu+lambda,ant,6
375,375,1821.7807812690735,646.88232421875,1687025710.4188192,0,375,1001.6370849609375,999.437255859375,269.2803039550781,4.764907360076904,1002.045166015625,803.5668334960938,984.5174560546875,1001.7886962890625,cgp,mu+lambda,ant,6
376,376,1826.5622940063477,683.05517578125,1687025715.200332,0,376,1001.7236328125,1000.2391967773438,224.57510375976562,4.764177322387695,1001.889892578125,817.99169921875,945.7249755859375,1001.733154296875,cgp,mu+lambda,ant,6
377,377,1831.3432133197784,699.7872924804688,1687025719.9812512,0,377,1001.6387939453125,1000.1119384765625,289.1371154785156,4.7630438804626465,1001.7429809570312,804.5745239257812,953.85546875,1001.6412353515625,cgp,mu+lambda,ant,6
378,378,1836.156682729721,703.3776245117188,1687025724.7947206,0,378,1001.589599609375,998.2132568359375,255.52822875976562,4.797057628631592,1001.65966796875,824.4425048828125,967.7640380859375,1001.6203002929688,cgp,mu+lambda,ant,6
379,379,1840.967223405838,690.3668212890625,1687025729.6052613,0,379,1001.7843627929688,1000.03662109375,302.1399841308594,4.7936601638793945,1001.958740234375,797.891845703125,954.033447265625,1001.7882690429688,cgp,mu+lambda,ant,6
380,380,1845.7764999866486,685.5296630859375,1687025734.414538,0,380,1001.7901611328125,997.509765625,237.5889434814453,4.791680335998535,1001.9759521484375,810.8235473632812,931.9491577148438,1001.87353515625,cgp,mu+lambda,ant,6
381,381,1850.5858330726624,677.2074584960938,1687025739.223871,0,381,1001.619873046875,998.2412109375,264.0549011230469,4.793972969055176,1001.7310791015625,800.0557861328125,952.6761474609375,1001.6358032226562,cgp,mu+lambda,ant,6
