,training.top_k_reward.top_1_reward,_step,training.run_id,training.generation,training.fitness_mean,training.fitness_median,training.top_k_fit.top_1_fit,training.fitness_std,training.top_k_reward.top_0_reward,_runtime,_timestamp,training.top_k_fit.top_0_fit,training.top_k_reward.top_2_reward,training.fitness_1q,training.fitness_3q,training.evaluation_time,training.top_k_fit.top_2_fit,solver,ea,fitness,environment,seed,training.evaluation
63,997.3225708007812,63,1,63,616.2174072265625,684.7440185546875,997.4038696289062,341.92340087890625,996.7817993164062,1123.8855202198029,1687599436.8935852,997.651123046875,998.2451171875,995.2910766601562,379.48052978515625,17.3028564453125,997.3831176757812,cgp-large,mu+lambda,reward,ant,1,6300
64,997.686767578125,64,1,64,604.5082397460938,696.0792236328125,997.525146484375,378.0290222167969,997.4111328125,1141.1875221729279,1687599454.1955872,997.791015625,997.0615844726562,994.0563354492188,340.34722900390625,17.283355712890625,997.495361328125,cgp-large,mu+lambda,reward,ant,1,6400
65,997.4979248046875,65,1,65,-398.6271667480469,691.2296142578125,997.3508911132812,10016.76171875,997.0853881835938,1158.5360901355743,1687599471.5441551,997.7579345703125,998.7330932617188,991.0092163085938,366.2746887207031,17.3319034576416,997.24609375,cgp-large,mu+lambda,reward,ant,1,6500
66,997.2922973632812,66,1,66,563.6802368164062,677.62646484375,997.4915161132812,417.6174011230469,996.8252563476562,1175.8610405921936,1687599488.8691056,998.0303344726562,996.58935546875,995.44482421875,277.2557678222656,17.307621002197266,997.3882446289062,cgp-large,mu+lambda,reward,ant,1,6600
67,996.9794921875,67,1,67,571.1945190429688,682.2467651367188,997.468505859375,397.4350891113281,996.9468383789062,1193.204009771347,1687599506.2120748,997.4825439453125,996.618896484375,994.4212646484375,340.8385009765625,17.324106216430664,997.24072265625,cgp-large,mu+lambda,reward,ant,1,6700
68,997.6463012695312,68,1,68,582.5139770507812,664.7384033203125,997.6463012695312,394.3628234863281,996.5023193359375,1210.5259051322937,1687599523.53397,997.9103393554688,998.5158081054688,991.02099609375,350.964599609375,17.303661346435547,997.5494384765625,cgp-large,mu+lambda,reward,ant,1,6800
69,996.677490234375,69,1,69,653.1610107421875,701.440185546875,997.613037109375,336.4978942871094,998.0339965820312,1227.876308441162,1687599540.8843734,997.7249755859375,996.8963012695312,996.664794921875,431.7603759765625,17.332059860229492,997.612548828125,cgp-large,mu+lambda,reward,ant,1,6900
70,996.984130859375,70,1,70,684.2841796875,705.4928588867188,997.496337890625,300.5452880859375,997.3142700195312,1245.2127556800842,1687599558.2208207,997.862060546875,996.9088745117188,996.5775756835938,531.2606201171875,17.3184814453125,997.4163818359375,cgp-large,mu+lambda,reward,ant,1,7000
71,996.9215087890625,71,1,71,645.5003662109375,702.401611328125,997.6661987304688,332.594482421875,998.3768920898438,1262.5620465278625,1687599575.5701115,998.3768920898438,997.0690307617188,995.3200073242188,412.3392028808594,17.331510543823242,997.3281860351562,cgp-large,mu+lambda,reward,ant,1,7100
72,999.1135864257812,72,1,72,564.7830200195312,533.5507202148438,997.628662109375,363.0368347167969,998.1695556640625,1279.9043545722961,1687599592.9124196,997.9353637695312,997.2455444335938,990.432373046875,311.8716735839844,17.324237823486328,997.534912109375,cgp-large,mu+lambda,reward,ant,1,7200
73,996.689697265625,73,1,73,590.42529296875,596.1109619140625,997.5424194335938,347.7666320800781,997.4712524414062,1297.269449710846,1687599610.2775147,997.649658203125,997.6795043945312,994.2159423828125,393.40185546875,17.34772300720215,997.4219360351562,cgp-large,mu+lambda,reward,ant,1,7300
74,997.3290405273438,74,1,74,609.0701904296875,701.7598876953125,997.6431884765625,354.69781494140625,997.2839965820312,1314.6189332008362,1687599627.6269982,997.7786254882812,996.3949584960938,995.1634521484375,400.92218017578125,17.330493927001953,997.4475708007812,cgp-large,mu+lambda,reward,ant,1,7400
75,997.8568115234375,75,1,75,592.4920043945312,701.66552734375,997.4522705078125,374.9324035644531,997.0078735351562,1331.9568412303925,1687599644.9649062,997.454833984375,996.8238525390625,995.6583251953125,340.84332275390625,17.319116592407227,997.3361206054688,cgp-large,mu+lambda,reward,ant,1,7500
76,998.482421875,76,1,76,669.072021484375,711.7916259765625,997.6022338867188,337.6646423339844,998.1809692382812,1349.2877933979034,1687599662.2958584,997.6140747070312,997.6121215820312,996.662353515625,416.64984130859375,17.312318801879883,997.4473876953125,cgp-large,mu+lambda,reward,ant,1,7600
77,997.3463134765625,77,1,77,569.1387329101562,649.847900390625,997.3463134765625,373.2852478027344,997.03271484375,1366.6292371749878,1687599679.6373022,997.565185546875,997.582763671875,986.5901489257812,287.43865966796875,17.323530197143555,997.167724609375,cgp-large,mu+lambda,reward,ant,1,7700
78,996.992431640625,78,1,78,567.092529296875,633.87646484375,997.555908203125,400.23004150390625,996.900634765625,1383.9621214866638,1687599696.9701865,997.6329956054688,997.7435302734375,982.947509765625,387.1136474609375,17.315441131591797,997.31591796875,cgp-large,mu+lambda,reward,ant,1,7800
79,997.7738647460938,79,1,79,609.4552001953125,691.8392944335938,997.4332275390625,372.75103759765625,997.4443969726562,1401.2911546230316,1687599714.2992196,997.4612426757812,997.8265991210938,995.7603149414062,386.73004150390625,17.31125259399414,997.4083251953125,cgp-large,mu+lambda,reward,ant,1,7900
80,996.547119140625,80,1,80,613.9982299804688,706.2586669921875,997.642578125,379.6132507324219,997.7371826171875,1418.6056838035583,1687599731.6137488,997.8831787109375,996.7186279296875,992.9960327148438,412.6008605957031,17.296825408935547,997.5408935546875,cgp-large,mu+lambda,reward,ant,1,8000
81,997.3092651367188,81,1,81,646.326171875,706.8529052734375,997.7300415039062,367.5408935546875,997.078369140625,1435.9559319019318,1687599748.963997,998.230224609375,997.3853149414062,996.5701904296875,419.057373046875,17.33260726928711,997.7013549804688,cgp-large,mu+lambda,reward,ant,1,8100
82,997.503173828125,82,1,82,602.1808471679688,702.0908813476562,997.756591796875,403.0803527832031,998.4935913085938,1453.2904994487762,1687599766.2985644,998.3322143554688,996.1677856445312,995.3177490234375,343.7444763183594,17.315349578857422,997.503173828125,cgp-large,mu+lambda,reward,ant,1,8200
83,997.1199951171875,83,1,83,533.7581176757812,591.3253784179688,997.65771484375,394.9200744628906,997.2481689453125,1470.6273062229156,1687599783.6353712,997.894775390625,996.5994873046875,934.6583862304688,243.21792602539062,17.318037033081055,997.6054077148438,cgp-large,mu+lambda,reward,ant,1,8300
84,998.2269897460938,84,1,84,622.2399291992188,706.380615234375,997.536865234375,384.7847900390625,996.4848022460938,1487.9668271541595,1687599800.9748921,997.7139892578125,997.2290649414062,996.6013793945312,374.73919677734375,17.3207950592041,997.5294189453125,cgp-large,mu+lambda,reward,ant,1,8400
85,997.0213623046875,85,1,85,628.6201171875,696.6376953125,997.6791381835938,353.02362060546875,996.9779052734375,1505.2872223854065,1687599818.2952874,997.8292236328125,996.8230590820312,996.554443359375,353.81414794921875,17.27002716064453,997.302001953125,cgp-large,mu+lambda,reward,ant,1,8500
86,997.135498046875,86,1,86,626.3211669921875,685.40625,997.8284301757812,340.5762023925781,996.7869262695312,1522.6142523288727,1687599835.6223173,998.5089111328125,997.13232421875,995.3338623046875,414.595947265625,17.303665161132812,997.3223876953125,cgp-large,mu+lambda,reward,ant,1,8600
87,996.976318359375,87,1,87,663.06982421875,705.905517578125,997.7147827148438,319.0246887207031,997.29833984375,1539.708734512329,1687599852.7167995,997.9195556640625,997.0525512695312,996.657958984375,443.629150390625,17.076547622680664,997.435546875,cgp-large,mu+lambda,reward,ant,1,8700
88,998.6128540039062,88,1,88,637.6549072265625,700.0594482421875,997.4613647460938,340.5038757324219,996.9768676757812,1556.7684519290924,1687599869.776517,997.9828491210938,998.242919921875,993.6197509765625,389.61126708984375,17.041711807250977,997.2958984375,cgp-large,mu+lambda,reward,ant,1,8800
89,997.0399169921875,89,1,89,578.1004028320312,635.9238891601562,997.2567138671875,400.8456726074219,997.03173828125,1573.8803842067719,1687599886.8884492,997.3988037109375,997.3988037109375,989.3530883789062,308.6617126464844,17.09402847290039,997.0748291015625,cgp-large,mu+lambda,reward,ant,1,8900
90,996.3713989257812,90,1,90,632.1657104492188,706.9533081054688,997.232421875,386.1894836425781,997.8509521484375,1591.0052144527435,1687599904.0132794,997.7578125,998.0532836914062,996.7259521484375,415.73712158203125,17.107227325439453,997.217041015625,cgp-large,mu+lambda,reward,ant,1,9000
91,997.0510864257812,91,1,91,642.1779174804688,706.327392578125,997.7296142578125,375.8922424316406,997.962646484375,1608.2052693367004,1687599921.2133343,997.9898681640625,997.4083862304688,996.84326171875,376.3718566894531,17.183242797851562,997.5865478515625,cgp-large,mu+lambda,reward,ant,1,9100
92,998.0802612304688,92,1,92,-426.1099853515625,670.9877319335938,997.3943481445312,10014.2919921875,997.3943481445312,1625.3755102157593,1687599938.3835752,997.9302978515625,998.3534545898438,985.937744140625,250.97584533691406,17.153215408325195,997.3380126953125,cgp-large,mu+lambda,reward,ant,1,9200
93,996.5675048828125,93,1,93,517.1688232421875,547.4257202148438,997.332763671875,432.01513671875,997.1552124023438,1642.5730967521667,1687599955.5811617,997.5059204101562,997.095947265625,995.3013916015625,217.09140014648438,17.180431365966797,997.3028564453125,cgp-large,mu+lambda,reward,ant,1,9300
94,997.0664672851562,94,1,94,574.7702026367188,657.6168823242188,997.4390869140625,401.16607666015625,997.2217407226562,1659.925873041153,1687599972.933938,997.5047607421875,997.8658447265625,994.8855590820312,397.53863525390625,17.335018157958984,997.2794189453125,cgp-large,mu+lambda,reward,ant,1,9400
