,training.fitness_1q,training.top_k_fit.top_1_fit,training.run_id,training.generation,training.evaluation_time,training.fitness_3q,training.fitness_std,training.top_k_fit.top_2_fit,_timestamp,_runtime,training.fitness_mean,training.fitness_median,training.top_k_fit.top_0_fit,_step,solver,ea,fitness,environment,seed,training.evaluation,training.top_k_reward.top_0_reward,training.top_k_reward.top_1_reward,training.top_k_reward.top_2_reward
19,289.41644287109375,1012.6209106445312,0,19,2.0668139457702637,55.60017776489258,244.03274536132812,788.4685668945312,1686915124.3190305,55.328418493270874,215.1641387939453,144.68751525878906,1400.255615234375,19,cgp,mu+lambda,reward,hopper,4,1900,1400.255615234375,1012.6209106445312,788.4685668945312
20,337.9795227050781,1531.652099609375,0,20,2.046959638595581,68.14883422851562,334.59619140625,1108.603759765625,1686915126.3818223,57.391210317611694,253.05108642578125,147.84527587890625,2142.567626953125,20,cgp,mu+lambda,reward,hopper,4,2000,2142.567626953125,1531.652099609375,1108.603759765625
21,331.97125244140625,1712.428466796875,0,21,2.037047863006592,61.177040100097656,375.7041015625,1456.8074951171875,1686915128.4613307,59.47071862220764,266.5927734375,121.76116943359375,2111.034423828125,21,cgp,mu+lambda,reward,hopper,4,2100,2111.034423828125,1712.428466796875,1456.8074951171875
22,404.5083923339844,2074.067626953125,0,22,2.0384106636047363,35.37165069580078,488.7873229980469,1605.4423828125,1686915130.5290453,61.53843331336975,314.1078796386719,128.6007537841797,2807.560791015625,22,cgp,mu+lambda,reward,hopper,4,2200,2807.560791015625,2074.067626953125,1605.4423828125
23,320.91363525390625,1721.3050537109375,0,23,2.052947521209717,32.56172561645508,407.0880126953125,1308.032958984375,1686915132.611011,63.6203989982605,243.31581115722656,94.69184875488281,2635.559326171875,23,cgp,mu+lambda,reward,hopper,4,2300,2635.559326171875,1721.3050537109375,1308.032958984375
24,353.26092529296875,1840.6038818359375,0,24,2.0490410327911377,33.23768615722656,448.5740966796875,1592.4776611328125,1686915134.6767902,65.68617820739746,277.3984680175781,100.5921859741211,2829.522705078125,24,cgp,mu+lambda,reward,hopper,4,2400,2829.522705078125,1840.6038818359375,1592.4776611328125
25,452.861328125,2832.937255859375,0,25,2.042794942855835,77.0872802734375,623.2229614257812,2440.660888671875,1686915136.7405272,67.74991512298584,390.7175598144531,183.69393920898438,3424.474609375,25,cgp,mu+lambda,reward,hopper,4,2500,3424.474609375,2832.937255859375,2440.660888671875
26,385.90289306640625,2276.225830078125,0,26,2.040203332901001,39.20184326171875,727.1941528320312,2014.001953125,1686915138.803896,69.81328392028809,359.55804443359375,146.07244873046875,6224.205078125,26,cgp,mu+lambda,reward,hopper,4,2600,6224.205078125,2276.225830078125,2014.001953125
27,443.3702697753906,2024.24267578125,0,27,2.0726773738861084,29.507122039794922,502.91448974609375,1854.9476318359375,1686915140.906499,71.91588687896729,332.5313720703125,136.12062072753906,2693.502197265625,27,cgp,mu+lambda,reward,hopper,4,2700,2693.502197265625,2024.24267578125,1854.9476318359375
28,329.04754638671875,1759.48974609375,0,28,2.0513384342193604,64.86272430419922,632.9222412109375,1380.228759765625,1686915142.9820435,73.99143147468567,294.1004943847656,139.40289306640625,5741.09423828125,28,cgp,mu+lambda,reward,hopper,4,2800,5741.09423828125,1759.48974609375,1380.228759765625
29,457.9009094238281,3043.064208984375,0,29,2.0873301029205322,49.2203483581543,689.91162109375,2256.259033203125,1686915145.09983,76.10921788215637,367.1377258300781,135.829345703125,4700.1103515625,29,cgp,mu+lambda,reward,hopper,4,2900,4700.1103515625,3043.064208984375,2256.259033203125
30,417.2882080078125,1128.949462890625,0,30,2.045647621154785,36.78486633300781,337.6006774902344,1068.02197265625,1686915147.2337372,78.2431252002716,255.2117462158203,133.28736877441406,1600.9327392578125,30,cgp,mu+lambda,reward,hopper,4,3000,1600.9327392578125,1128.949462890625,1068.02197265625
31,541.474365234375,2860.6943359375,0,31,2.0474257469177246,46.218841552734375,10008.326171875,2462.05322265625,1686915149.3038313,80.31321930885315,-598.7422485351562,147.03042602539062,2919.955322265625,31,cgp,mu+lambda,reward,hopper,4,3100,2919.955322265625,2860.6943359375,2462.05322265625
32,393.30230712890625,3358.23388671875,0,32,2.025595188140869,23.10327911376953,799.5869750976562,2518.833984375,1686915151.3453074,82.3546953201294,453.5810546875,131.64523315429688,4915.1298828125,32,cgp,mu+lambda,reward,hopper,4,3200,4915.1298828125,3358.23388671875,2518.833984375
33,611.8945922851562,2960.95263671875,0,33,2.0242350101470947,55.35570526123047,660.21240234375,2666.968994140625,1686915153.3916447,84.40103268623352,454.5039367675781,139.18113708496094,3470.569580078125,33,cgp,mu+lambda,reward,hopper,4,3300,3470.569580078125,2960.95263671875,2666.968994140625
34,418.5229187011719,2491.421630859375,0,34,2.0899040699005127,29.393165588378906,584.2535400390625,2446.9931640625,1686915155.505351,86.51473903656006,336.69781494140625,87.9158706665039,2947.43310546875,34,cgp,mu+lambda,reward,hopper,4,3400,2947.43310546875,2491.421630859375,2446.9931640625
35,397.5953063964844,2309.346435546875,0,35,2.0387179851531982,47.3620719909668,515.3388671875,1774.27294921875,1686915157.563126,88.57251405715942,326.47576904296875,112.34808349609375,2567.52880859375,35,cgp,mu+lambda,reward,hopper,4,3500,2567.52880859375,2309.346435546875,1774.27294921875
36,304.5939025878906,1633.794189453125,0,36,2.064509868621826,35.73175048828125,391.75341796875,1426.9327392578125,1686915159.6443417,90.65372967720032,253.14767456054688,114.04535675048828,1804.0848388671875,36,cgp,mu+lambda,reward,hopper,4,3600,1804.0848388671875,1633.794189453125,1426.9327392578125
37,352.26776123046875,3005.814208984375,0,37,2.0573558807373047,36.495216369628906,574.0612182617188,2592.98828125,1686915161.7166529,92.72604084014893,306.3122863769531,125.89353942871094,3140.231201171875,37,cgp,mu+lambda,reward,hopper,4,3700,3140.231201171875,3005.814208984375,2592.98828125
38,510.97515869140625,3795.911376953125,0,38,2.035834312438965,49.668758392333984,663.3648071289062,1794.658935546875,1686915163.7676203,94.7770082950592,392.32073974609375,130.46804809570312,3958.98681640625,38,cgp,mu+lambda,reward,hopper,4,3800,3958.98681640625,3795.911376953125,1794.658935546875
39,396.0340881347656,3025.6279296875,0,39,2.0346384048461914,38.68598556518555,937.67578125,2565.55419921875,1686915165.8175147,96.82690262794495,380.4845886230469,109.15644836425781,8102.33740234375,39,cgp,mu+lambda,reward,hopper,4,3900,8102.33740234375,3025.6279296875,2565.55419921875
40,374.09552001953125,2349.05615234375,0,40,2.0309674739837646,54.26352310180664,452.5785827636719,1377.8583984375,1686915167.8645647,98.873952627182,283.4517822265625,128.20684814453125,3025.56689453125,40,cgp,mu+lambda,reward,hopper,4,4000,3025.56689453125,2349.05615234375,1377.8583984375
41,365.05389404296875,1896.1832275390625,0,41,2.043771743774414,26.236717224121094,414.97503662109375,1412.99267578125,1686915169.924467,100.9338550567627,265.45440673828125,116.87777709960938,2093.03662109375,41,cgp,mu+lambda,reward,hopper,4,4100,2093.03662109375,1896.1832275390625,1412.99267578125
42,255.86154174804688,2021.9219970703125,0,42,2.0349199771881104,26.227270126342773,481.6770935058594,1556.25341796875,1686915171.976689,102.9860770702362,249.3802490234375,91.74689483642578,3256.167236328125,42,cgp,mu+lambda,reward,hopper,4,4200,3256.167236328125,2021.9219970703125,1556.25341796875
43,334.8795166015625,1806.0821533203125,0,43,2.124445915222168,36.976768493652344,404.0737609863281,1593.116455078125,1686915174.117465,105.12685298919678,256.9856262207031,96.4700927734375,1944.0892333984375,43,cgp,mu+lambda,reward,hopper,4,4300,1944.0892333984375,1806.0821533203125,1593.116455078125
44,275.92352294921875,1294.8172607421875,0,44,2.068321943283081,45.343292236328125,351.85528564453125,1014.7561645507812,1686915176.2115214,107.22090935707092,225.8684539794922,116.99824523925781,2500.528564453125,44,cgp,mu+lambda,reward,hopper,4,4400,2500.528564453125,1294.8172607421875,1014.7561645507812
45,303.8846130371094,2063.609375,0,45,2.024507999420166,41.29331588745117,522.1730346679688,1926.3472900390625,1686915178.255569,109.26495695114136,290.4842529296875,144.80242919921875,4034.90576171875,45,cgp,mu+lambda,reward,hopper,4,4500,4034.90576171875,2063.609375,1926.3472900390625
46,413.66448974609375,2412.34326171875,0,46,2.087559223175049,21.587451934814453,562.852783203125,1970.6634521484375,1686915180.3595273,111.36891531944275,323.320068359375,88.18411254882812,2997.23095703125,46,cgp,mu+lambda,reward,hopper,4,4600,2997.23095703125,2412.34326171875,1970.6634521484375
47,415.3166198730469,1487.3756103515625,0,47,2.086777925491333,60.1334228515625,378.2594909667969,1439.793212890625,1686915182.4613307,113.47071862220764,293.4167785644531,142.39703369140625,1858.71142578125,47,cgp,mu+lambda,reward,hopper,4,4700,1858.71142578125,1487.3756103515625,1439.793212890625
48,361.2774658203125,1918.19482421875,0,48,2.0888173580169678,21.791221618652344,553.9074096679688,1626.7666015625,1686915184.5675728,115.57696080207825,297.5148010253906,101.37702178955078,4221.2744140625,48,cgp,mu+lambda,reward,hopper,4,4800,4221.2744140625,1918.19482421875,1626.7666015625
49,404.44891357421875,2401.62548828125,0,49,2.0884313583374023,55.57196807861328,586.0194091796875,2393.295166015625,1686915186.674092,117.68348002433777,377.4705505371094,151.05081176757812,2945.960693359375,49,cgp,mu+lambda,reward,hopper,4,4900,2945.960693359375,2401.62548828125,2393.295166015625
50,372.6028747558594,2252.394775390625,0,50,2.101155996322632,44.79093551635742,493.8363342285156,2060.711181640625,1686915188.8028665,119.81225442886353,314.5313415527344,133.99700927734375,2823.424560546875,50,cgp,mu+lambda,reward,hopper,4,5000,2823.424560546875,2252.394775390625,2060.711181640625
51,381.0845031738281,1826.956787109375,0,51,2.0815658569335938,48.97467803955078,710.6892700195312,1270.7435302734375,1686915190.9195354,121.92892336845398,332.9222717285156,165.3563232421875,6514.6025390625,51,cgp,mu+lambda,reward,hopper,4,5100,6514.6025390625,1826.956787109375,1270.7435302734375
52,388.3101806640625,1988.9041748046875,0,52,2.055311441421509,15.422670364379883,9987.9912109375,1728.494873046875,1686915192.9912515,124.00063943862915,-729.8208618164062,97.74724578857422,2054.348876953125,52,cgp,mu+lambda,reward,hopper,4,5200,2054.348876953125,1988.9041748046875,1728.494873046875
53,351.60333251953125,5384.689453125,0,53,2.0501511096954346,40.53789138793945,1011.19287109375,4696.6904296875,1686915195.0582535,126.06764149665833,456.5582275390625,117.84857177734375,5692.9501953125,53,cgp,mu+lambda,reward,hopper,4,5300,5692.9501953125,5384.689453125,4696.6904296875
54,382.81304931640625,2637.207275390625,0,54,2.1575779914855957,51.761775970458984,583.58349609375,2593.861083984375,1686915197.2454445,128.2548325061798,359.2674865722656,130.54580688476562,3290.48486328125,54,cgp,mu+lambda,reward,hopper,4,5400,3290.48486328125,2637.207275390625,2593.861083984375
55,377.4888916015625,1897.8262939453125,0,55,2.1026172637939453,36.45269012451172,457.822265625,1674.298828125,1686915199.3631897,130.37257766723633,285.59759521484375,115.06320190429688,2837.5498046875,55,cgp,mu+lambda,reward,hopper,4,5500,2837.5498046875,1897.8262939453125,1674.298828125
56,426.7997131347656,1698.9879150390625,0,56,2.060863971710205,48.592037200927734,429.1363830566406,1651.2625732421875,1686915201.4392083,132.44859623908997,308.14208984375,118.6046142578125,1862.578369140625,56,cgp,mu+lambda,reward,hopper,4,5600,1862.578369140625,1698.9879150390625,1651.2625732421875
57,429.2945861816406,1922.77099609375,0,57,2.0519416332244873,21.61431884765625,443.4141540527344,1673.9407958984375,1686915203.5247989,134.53418684005737,302.1935729980469,110.9579849243164,2012.985107421875,57,cgp,mu+lambda,reward,hopper,4,5700,2012.985107421875,1922.77099609375,1673.9407958984375
58,305.98162841796875,1141.5206298828125,0,58,1.9968409538269043,24.221206665039062,346.2220458984375,1041.709228515625,1686915205.5416913,136.55107927322388,246.06863403320312,108.61117553710938,1885.2515869140625,58,cgp,mu+lambda,reward,hopper,4,5800,1885.2515869140625,1141.5206298828125,1041.709228515625
59,349.62823486328125,1860.1505126953125,0,59,2.0024280548095703,36.01372528076172,419.9874267578125,1518.5296630859375,1686915207.596509,138.60589694976807,276.93304443359375,120.55809020996094,2044.3814697265625,59,cgp,mu+lambda,reward,hopper,4,5900,2044.3814697265625,1860.1505126953125,1518.5296630859375
60,418.1056823730469,2273.3759765625,0,60,2.1082921028137207,62.3272819519043,784.5692749023438,1954.7154541015625,1686915209.727147,140.73653507232666,388.9867248535156,156.79840087890625,6503.28955078125,60,cgp,mu+lambda,reward,hopper,4,6000,6503.28955078125,2273.3759765625,1954.7154541015625
61,391.50048828125,1920.1572265625,0,61,2.0201549530029297,53.468345642089844,447.0555419921875,1727.8284912109375,1686915211.7690456,142.77843356132507,316.05633544921875,170.91412353515625,2099.343994140625,61,cgp,mu+lambda,reward,hopper,4,6100,2099.343994140625,1920.1572265625,1727.8284912109375
62,412.8843078613281,2276.7744140625,0,62,1.998838186264038,36.02439498901367,472.049072265625,1868.6591796875,1686915213.7853656,144.79475355148315,308.2674255371094,154.48577880859375,2342.43017578125,62,cgp,mu+lambda,reward,hopper,4,6200,2342.43017578125,2276.7744140625,1868.6591796875
63,411.81494140625,1837.386474609375,0,63,2.0020792484283447,33.045860290527344,465.9033508300781,1814.6917724609375,1686915215.8018165,146.81120443344116,337.96405029296875,168.7771759033203,1950.4732666015625,63,cgp,mu+lambda,reward,hopper,4,6300,1950.4732666015625,1837.386474609375,1814.6917724609375
64,440.47943115234375,2095.19580078125,0,64,2.012524366378784,53.461273193359375,451.8218994140625,1591.2781982421875,1686915217.8278315,148.83721947669983,334.62396240234375,154.83023071289062,2304.140869140625,64,cgp,mu+lambda,reward,hopper,4,6400,2304.140869140625,2095.19580078125,1591.2781982421875
65,432.0061950683594,2741.098876953125,0,65,2.020449161529541,45.0810546875,690.054443359375,2474.15478515625,1686915219.8618898,150.87127780914307,393.6824951171875,139.02059936523438,3959.645751953125,65,cgp,mu+lambda,reward,hopper,4,6500,3959.645751953125,2741.098876953125,2474.15478515625
66,476.2554016113281,1985.291748046875,0,66,2.019777297973633,31.76061248779297,447.0453186035156,1815.17041015625,1686915221.8945735,152.9039614200592,310.75787353515625,146.81686401367188,2370.996337890625,66,cgp,mu+lambda,reward,hopper,4,6600,2370.996337890625,1985.291748046875,1815.17041015625
67,342.9825439453125,1765.8087158203125,0,67,2.0158393383026123,44.993385314941406,440.8582458496094,1727.5147705078125,1686915223.9244318,154.933819770813,281.239013671875,129.32998657226562,1906.964111328125,67,cgp,mu+lambda,reward,hopper,4,6700,1906.964111328125,1765.8087158203125,1727.5147705078125
68,370.7786560058594,2030.04638671875,0,68,2.0178229808807373,43.98892593383789,426.44183349609375,1296.7071533203125,1686915225.9570072,156.9663951396942,269.7991027832031,111.56846618652344,2355.9609375,68,cgp,mu+lambda,reward,hopper,4,6800,2355.9609375,2030.04638671875,1296.7071533203125
69,475.2757568359375,4197.943359375,0,69,2.019566297531128,34.73799514770508,1067.2835693359375,3923.384033203125,1686915227.9915154,159.00090336799622,504.3777160644531,131.51055908203125,7778.859375,69,cgp,mu+lambda,reward,hopper,4,6900,7778.859375,4197.943359375,3923.384033203125
70,330.3232116699219,1986.2535400390625,0,70,2.0218870639801025,31.284273147583008,511.5366516113281,1830.3919677734375,1686915230.0271444,161.03653240203857,270.56951904296875,116.82929229736328,3935.250244140625,70,cgp,mu+lambda,reward,hopper,4,7000,3935.250244140625,1986.2535400390625,1830.3919677734375
71,554.6168823242188,1826.8331298828125,0,71,2.0377871990203857,52.671321868896484,505.922607421875,1693.934326171875,1686915232.0874074,163.09679532051086,381.3538513183594,189.8601837158203,3245.715576171875,71,cgp,mu+lambda,reward,hopper,4,7100,3245.715576171875,1826.8331298828125,1693.934326171875
72,400.9995422363281,1652.07177734375,0,72,2.052586317062378,20.789125442504883,444.5028991699219,1644.016845703125,1686915234.1745963,165.18398427963257,261.16729736328125,105.32455444335938,2598.035400390625,72,cgp,mu+lambda,reward,hopper,4,7200,2598.035400390625,1652.07177734375,1644.016845703125
73,385.3708801269531,2920.7978515625,0,73,2.0463051795959473,50.65766143798828,487.4573974609375,1532.91552734375,1686915236.2459028,167.25529074668884,294.1905517578125,163.923583984375,3262.0927734375,73,cgp,mu+lambda,reward,hopper,4,7300,3262.0927734375,2920.7978515625,1532.91552734375
74,476.43634033203125,1981.1444091796875,0,74,2.0311434268951416,25.92440414428711,542.4445190429688,1831.047119140625,1686915238.317855,169.32724285125732,324.23724365234375,118.77084350585938,3610.44873046875,74,cgp,mu+lambda,reward,hopper,4,7400,3610.44873046875,1981.1444091796875,1831.047119140625
75,383.9957275390625,2266.63916015625,0,75,2.0223450660705566,37.57743835449219,512.5768432617188,2163.136962890625,1686915240.3587458,171.36813378334045,335.15875244140625,158.4134521484375,2502.06640625,75,cgp,mu+lambda,reward,hopper,4,7500,2502.06640625,2266.63916015625,2163.136962890625
76,401.28729248046875,2113.376220703125,0,76,2.0178987979888916,36.52955627441406,503.35052490234375,2046.1021728515625,1686915242.394693,173.40408086776733,319.4768981933594,136.48245239257812,2145.467041015625,76,cgp,mu+lambda,reward,hopper,4,7600,2145.467041015625,2113.376220703125,2046.1021728515625
77,371.95745849609375,2567.24853515625,0,77,2.0204665660858154,54.73115158081055,502.86578369140625,1855.927001953125,1686915244.4336274,175.44301533699036,297.5240173339844,128.78363037109375,2598.22900390625,77,cgp,mu+lambda,reward,hopper,4,7700,2598.22900390625,2567.24853515625,1855.927001953125
78,506.25128173828125,1927.172607421875,0,78,2.0176775455474854,45.75279998779297,551.0391845703125,1376.4808349609375,1686915246.4685905,177.47797846794128,345.3763732910156,136.29605102539062,4249.79296875,78,cgp,mu+lambda,reward,hopper,4,7800,4249.79296875,1927.172607421875,1376.4808349609375
79,315.39862060546875,2180.8349609375,0,79,2.018495559692383,40.78361511230469,530.5245361328125,1795.198486328125,1686915248.5048738,179.5142617225647,312.9633483886719,100.16313171386719,3127.409423828125,79,cgp,mu+lambda,reward,hopper,4,7900,3127.409423828125,2180.8349609375,1795.198486328125
80,574.5626831054688,1648.176513671875,0,80,2.01540470123291,60.380882263183594,459.0266418457031,1610.8118896484375,1686915250.5385377,181.5479257106781,358.20599365234375,160.92556762695312,2128.63330078125,80,cgp,mu+lambda,reward,hopper,4,8000,2128.63330078125,1648.176513671875,1610.8118896484375
81,396.03369140625,1841.5234375,0,81,2.0184738636016846,32.13259506225586,570.1724853515625,1690.3016357421875,1686915252.5732057,183.5825936794281,320.6943359375,117.26512145996094,3975.165771484375,81,cgp,mu+lambda,reward,hopper,4,8100,3975.165771484375,1841.5234375,1690.3016357421875
82,399.857177734375,2718.2314453125,0,82,2.019299030303955,43.316951751708984,641.0667114257812,2126.60791015625,1686915254.6101403,185.61952829360962,323.62396240234375,115.63378143310547,4713.8876953125,82,cgp,mu+lambda,reward,hopper,4,8200,4713.8876953125,2718.2314453125,2126.60791015625
83,440.2173767089844,2464.69775390625,0,83,2.019195795059204,46.721466064453125,575.3223266601562,1733.328857421875,1686915256.647214,187.65660190582275,335.7504577636719,128.26821899414062,3906.57763671875,83,cgp,mu+lambda,reward,hopper,4,8300,3906.57763671875,2464.69775390625,1733.328857421875
84,511.24566650390625,1670.3487548828125,0,84,2.0176146030426025,32.21043014526367,494.81024169921875,1309.8489990234375,1686915258.681415,189.69080305099487,325.1301574707031,129.00286865234375,3414.599853515625,84,cgp,mu+lambda,reward,hopper,4,8400,3414.599853515625,1670.3487548828125,1309.8489990234375
85,421.7867736816406,1962.04931640625,0,85,2.0167882442474365,44.18297576904297,417.24853515625,1572.168212890625,1686915260.7160554,191.7254433631897,289.0441589355469,132.28546142578125,2262.872314453125,85,cgp,mu+lambda,reward,hopper,4,8500,2262.872314453125,1962.04931640625,1572.168212890625
86,428.6746826171875,2351.4736328125,0,86,2.024397611618042,55.39999008178711,557.4827880859375,2103.37060546875,1686915262.7575166,193.76690459251404,358.82122802734375,174.01168823242188,2485.9482421875,86,cgp,mu+lambda,reward,hopper,4,8600,2485.9482421875,2351.4736328125,2103.37060546875
87,516.8656616210938,2125.34619140625,0,87,2.018674612045288,67.95360565185547,10005.84375,1598.30615234375,1686915264.7934005,195.80278849601746,-597.845703125,173.9514923095703,3087.12158203125,87,cgp,mu+lambda,reward,hopper,4,8700,3087.12158203125,2125.34619140625,1598.30615234375
88,403.3426208496094,2123.907958984375,0,88,2.020646095275879,28.017505645751953,497.19970703125,1981.176513671875,1686915266.8319242,197.8413121700287,279.6781311035156,121.67315673828125,2610.546875,88,cgp,mu+lambda,reward,hopper,4,8800,2610.546875,2123.907958984375,1981.176513671875
89,413.7349853515625,3544.8505859375,0,89,2.021822690963745,65.15318298339844,587.1657104492188,1800.525146484375,1686915268.8712306,199.8806185722351,359.7973327636719,150.69212341308594,3606.728515625,89,cgp,mu+lambda,reward,hopper,4,8900,3606.728515625,3544.8505859375,1800.525146484375
90,342.4900817871094,2153.7734375,0,90,2.016108274459839,54.31107711791992,623.6309204101562,2144.6865234375,1686915270.9053855,201.91477346420288,305.9541015625,131.69093322753906,4387.24853515625,90,cgp,mu+lambda,reward,hopper,4,9000,4387.24853515625,2153.7734375,2144.6865234375
91,521.9570922851562,3047.79345703125,0,91,2.018986940383911,64.63220977783203,573.5999755859375,2292.09130859375,1686915272.9414706,203.95085859298706,377.6329650878906,166.64788818359375,3350.286865234375,91,cgp,mu+lambda,reward,hopper,4,9100,3350.286865234375,3047.79345703125,2292.09130859375
92,491.2311706542969,2545.288330078125,0,92,2.0182244777679443,51.162906646728516,526.016845703125,2096.3017578125,1686915274.977033,205.98642086982727,360.1830139160156,148.76976013183594,2801.698486328125,92,cgp,mu+lambda,reward,hopper,4,9200,2801.698486328125,2545.288330078125,2096.3017578125
93,345.92681884765625,2811.6298828125,0,93,2.0187556743621826,40.25840759277344,488.8810119628906,1369.9573974609375,1686915277.0141842,208.0235722064972,266.47418212890625,119.94764709472656,3255.819580078125,93,cgp,mu+lambda,reward,hopper,4,9300,3255.819580078125,2811.6298828125,1369.9573974609375
