,training.fitness_mean,training.evaluation_time,training.top_k_fit.top_2_fit,_timestamp,training.generation,training.fitness_std,training.top_k_fit.top_1_fit,_runtime,training.run_id,training.fitness_1q,training.top_k_fit.top_0_fit,_step,training.fitness_3q,training.fitness_median,solver,ea,fitness,environment,seed,training.evaluation,training.top_k_reward.top_0_reward,training.top_k_reward.top_1_reward,training.top_k_reward.top_2_reward
14,387.63116455078125,2.1829922199249268,1046.9072265625,1687198752.571705,14,418.2053527832031,1066.7913818359375,47.793904066085815,7,1018.7923583984375,1081.9647216796875,14,61.223350524902344,123.86100769042969,cgp,mu+lambda,reward,walker2d,7,1400,1081.9647216796875,1066.7913818359375,1046.9072265625
15,344.41131591796875,2.1830294132232666,1067.705810546875,1687198754.7803702,15,400.4926452636719,1079.9835205078125,50.0025691986084,7,481.6054992675781,1084.3902587890625,15,46.80253219604492,96.1065673828125,cgp,mu+lambda,reward,walker2d,7,1500,1084.3902587890625,1079.9835205078125,1067.705810546875
16,-551.365478515625,2.1781630516052246,1072.34814453125,1687198756.982417,16,10004.076171875,1078.672119140625,52.2046160697937,7,1022.4752197265625,1084.5374755859375,16,68.5146484375,267.1856994628906,cgp,mu+lambda,reward,walker2d,7,1600,1084.5374755859375,1078.672119140625,1072.34814453125
17,407.8958435058594,2.1816201210021973,1083.75634765625,1687198759.18489,17,445.4694519042969,1085.630615234375,54.40708899497986,7,1027.7279052734375,1093.02197265625,17,54.161048889160156,114.62562561035156,cgp,mu+lambda,reward,walker2d,7,1700,1093.02197265625,1085.630615234375,1083.75634765625
18,402.42218017578125,2.1842405796051025,1081.764892578125,1687198761.3877199,18,443.7023010253906,1089.3746337890625,56.60991883277893,7,1026.914794921875,1090.96630859375,18,69.24711608886719,112.22151184082031,cgp,mu+lambda,reward,walker2d,7,1800,1090.96630859375,1089.3746337890625,1081.764892578125
19,-1578.5152587890625,2.1870975494384766,1082.7711181640625,1687198763.5930204,19,14066.740234375,1083.17236328125,58.81521940231323,7,1052.64599609375,1083.436279296875,19,66.66452026367188,168.7685546875,cgp,mu+lambda,reward,walker2d,7,1900,1083.436279296875,1083.17236328125,1082.7711181640625
20,404.544921875,2.1812355518341064,1091.70654296875,1687198765.7933772,20,424.1946105957031,1094.5030517578125,61.015576124191284,7,949.93798828125,1094.5638427734375,20,72.87442016601562,168.8661346435547,cgp,mu+lambda,reward,walker2d,7,2000,1094.5638427734375,1094.5030517578125,1091.70654296875
21,403.7703857421875,2.1828126907348633,1086.0439453125,1687198767.9935155,21,444.5373229980469,1088.6865234375,63.21571445465088,7,1068.04150390625,1096.200927734375,21,68.46943664550781,119.13641357421875,cgp,mu+lambda,reward,walker2d,7,2100,1096.200927734375,1088.6865234375,1086.0439453125
22,358.4075012207031,2.1828229427337646,1088.21533203125,1687198770.2007794,22,428.1765441894531,1089.6456298828125,65.42297840118408,7,729.8071899414062,1101.5477294921875,22,54.440250396728516,91.44320678710938,cgp,mu+lambda,reward,walker2d,7,2200,1101.5477294921875,1089.6456298828125,1088.21533203125
23,375.5076599121094,2.1780052185058594,1083.7161865234375,1687198772.4056938,23,432.2374572753906,1090.857177734375,67.62789273262024,7,985.5283813476562,1097.753173828125,23,61.71339416503906,107.08340454101562,cgp,mu+lambda,reward,walker2d,7,2300,1097.753173828125,1090.857177734375,1083.7161865234375
24,424.2568359375,2.1766841411590576,1089.518798828125,1687198774.609985,24,416.13226318359375,1095.7066650390625,69.8321840763092,7,956.4360961914062,1107.315185546875,24,69.14047241210938,190.8519287109375,cgp,mu+lambda,reward,walker2d,7,2400,1107.315185546875,1095.7066650390625,1089.518798828125
25,391.27301025390625,2.1792919635772705,1091.3526611328125,1687198776.816774,25,418.9515686035156,1099.2886962890625,72.03897285461426,7,830.9525146484375,1115.2388916015625,25,61.45353698730469,141.697265625,cgp,mu+lambda,reward,walker2d,7,2500,1115.2388916015625,1099.2886962890625,1091.3526611328125
26,418.0506286621094,2.1786344051361084,1087.8668212890625,1687198779.0221846,26,442.26922607421875,1090.6505126953125,74.2443835735321,7,1064.528076171875,1093.9820556640625,26,58.1356086730957,134.57269287109375,cgp,mu+lambda,reward,walker2d,7,2600,1093.9820556640625,1090.6505126953125,1087.8668212890625
27,433.6907043457031,2.176225423812866,1092.88623046875,1687198781.2253795,27,467.72509765625,1102.4788818359375,76.44757843017578,7,1059.3134765625,1118.7760009765625,27,58.08985137939453,110.81196594238281,cgp,mu+lambda,reward,walker2d,7,2700,1118.7760009765625,1102.4788818359375,1092.88623046875
28,395.5339050292969,2.177706003189087,1090.6873779296875,1687198783.4292784,28,451.4184265136719,1106.990478515625,78.65147733688354,7,1054.4671630859375,1113.459716796875,28,63.35658645629883,90.6936264038086,cgp,mu+lambda,reward,walker2d,7,2800,1113.459716796875,1106.990478515625,1090.6873779296875
29,-582.441650390625,2.1756019592285156,1089.0787353515625,1687198785.6318748,29,10001.6728515625,1096.165283203125,80.85407376289368,7,1068.869384765625,1099.044921875,29,70.46514892578125,123.88382720947266,cgp,mu+lambda,reward,walker2d,7,2900,1099.044921875,1096.165283203125,1089.0787353515625
30,-1525.9935302734375,2.174121141433716,1092.230712890625,1687198787.8325882,30,14074.859375,1093.288818359375,83.05478715896606,7,1074.201416015625,1097.4949951171875,30,63.283329010009766,274.3122863769531,cgp,mu+lambda,reward,walker2d,7,3000,1097.4949951171875,1093.288818359375,1092.230712890625
31,415.31756591796875,2.1750519275665283,1095.7073974609375,1687198790.034373,31,443.6041259765625,1109.5440673828125,85.25657200813293,7,1062.85107421875,1114.205810546875,31,59.21689987182617,118.81952667236328,cgp,mu+lambda,reward,walker2d,7,3100,1114.205810546875,1109.5440673828125,1095.7073974609375
32,-573.9053955078125,2.17429256439209,1092.9703369140625,1687198792.2351773,32,10002.947265625,1093.1304931640625,87.45737624168396,7,1048.5633544921875,1108.473388671875,32,59.303592681884766,106.6684341430664,cgp,mu+lambda,reward,walker2d,7,3200,1108.473388671875,1093.1304931640625,1092.9703369140625
33,461.9591369628906,2.177816152572632,1098.8245849609375,1687198794.4397578,33,457.8661804199219,1118.253662109375,89.66195678710938,7,1064.0311279296875,1123.05615234375,33,60.13220977783203,178.8631134033203,cgp,mu+lambda,reward,walker2d,7,3300,1123.05615234375,1118.253662109375,1098.8245849609375
34,482.13177490234375,2.179733991622925,1107.8980712890625,1687198796.6425636,34,462.0215148925781,1111.698486328125,91.86476254463196,7,1072.5172119140625,1116.077880859375,34,56.692970275878906,238.02645874023438,cgp,mu+lambda,reward,walker2d,7,3400,1116.077880859375,1111.698486328125,1107.8980712890625
35,443.38287353515625,2.1833512783050537,1090.62255859375,1687198798.8427658,35,442.9635314941406,1120.345947265625,94.06496477127075,7,1037.838623046875,1125.189453125,35,66.51627349853516,182.40484619140625,cgp,mu+lambda,reward,walker2d,7,3500,1125.189453125,1120.345947265625,1090.62255859375
36,469.2296447753906,2.181135892868042,1099.0670166015625,1687198801.0412598,36,462.0675964355469,1100.2105712890625,96.26345872879028,7,1069.921875,1105.9395751953125,36,61.5991096496582,175.35653686523438,cgp,mu+lambda,reward,walker2d,7,3600,1105.9395751953125,1100.2105712890625,1099.0670166015625
37,452.37359619140625,2.1824052333831787,1102.7984619140625,1687198803.2416356,37,457.474853515625,1105.075927734375,98.46383452415466,7,1073.0010986328125,1132.330322265625,37,63.83505630493164,130.29519653320312,cgp,mu+lambda,reward,walker2d,7,3700,1132.330322265625,1105.075927734375,1102.7984619140625
38,431.87408447265625,2.1807448863983154,1114.773681640625,1687198805.4403303,38,447.6842346191406,1119.0875244140625,100.6625292301178,7,1055.1092529296875,1151.1986083984375,38,58.22473907470703,171.1023712158203,cgp,mu+lambda,reward,walker2d,7,3800,1151.1986083984375,1119.0875244140625,1114.773681640625
39,-548.4138793945312,2.180535078048706,1100.29833984375,1687198807.6383479,39,10005.7646484375,1110.1875,102.86054682731628,7,1054.4775390625,1123.774169921875,39,54.16111755371094,158.63238525390625,cgp,mu+lambda,reward,walker2d,7,3900,1123.774169921875,1110.1875,1100.29833984375
40,441.0526428222656,2.1832447052001953,1099.9442138671875,1687198809.839266,40,439.39892578125,1105.0986328125,105.06146502494812,7,1023.222412109375,1107.733154296875,40,75.28886413574219,174.02279663085938,cgp,mu+lambda,reward,walker2d,7,4000,1107.733154296875,1105.0986328125,1099.9442138671875
41,-573.7410278320312,2.1814255714416504,1104.1763916015625,1687198812.0386348,41,10002.1796875,1112.8897705078125,107.26083374023438,7,949.1392211914062,1125.9674072265625,41,68.11503601074219,131.1658935546875,cgp,mu+lambda,reward,walker2d,7,4100,1125.9674072265625,1112.8897705078125,1104.1763916015625
42,481.7608947753906,2.1807897090911865,1104.3916015625,1687198814.2370765,42,452.7494812011719,1106.850830078125,109.45927548408508,7,1054.6611328125,1109.4681396484375,42,71.5716323852539,289.2342529296875,cgp,mu+lambda,reward,walker2d,7,4200,1109.4681396484375,1106.850830078125,1104.3916015625
43,484.2870178222656,2.177168607711792,1101.3525390625,1687198816.43153,43,466.014404296875,1108.417724609375,111.65372896194458,7,1075.038330078125,1111.323486328125,43,60.9249382019043,150.5139617919922,cgp,mu+lambda,reward,walker2d,7,4300,1111.323486328125,1108.417724609375,1101.3525390625
44,452.0916442871094,2.181062698364258,1104.1566162109375,1687198818.6304138,44,441.08660888671875,1104.8319091796875,113.85261273384094,7,1061.8990478515625,1108.0224609375,44,76.19779968261719,239.3630828857422,cgp,mu+lambda,reward,walker2d,7,4400,1108.0224609375,1104.8319091796875,1104.1566162109375
45,442.41925048828125,2.177128791809082,1091.7386474609375,1687198820.8264816,45,466.23358154296875,1097.5875244140625,116.04868054389954,7,1061.2998046875,1111.6326904296875,45,55.05330276489258,110.76237487792969,cgp,mu+lambda,reward,walker2d,7,4500,1111.6326904296875,1097.5875244140625,1091.7386474609375
46,476.8903503417969,2.1799073219299316,1098.16650390625,1687198823.023572,46,449.75994873046875,1106.9652099609375,118.2457709312439,7,1067.017578125,1127.326416015625,46,66.08277893066406,241.94659423828125,cgp,mu+lambda,reward,walker2d,7,4600,1127.326416015625,1106.9652099609375,1098.16650390625
47,479.0955505371094,2.181062936782837,1092.35888671875,1687198825.2220514,47,465.6743469238281,1093.1929931640625,120.4442503452301,7,1073.2445068359375,1094.657470703125,47,58.5643310546875,201.03616333007812,cgp,mu+lambda,reward,walker2d,7,4700,1094.657470703125,1093.1929931640625,1092.35888671875
48,467.5337829589844,2.1794967651367188,1096.18408203125,1687198827.4183874,48,451.27215576171875,1102.3863525390625,122.64058637619019,7,1065.6915283203125,1118.8470458984375,48,66.96377563476562,205.04754638671875,cgp,mu+lambda,reward,walker2d,7,4800,1118.8470458984375,1102.3863525390625,1096.18408203125
49,517.2034912109375,2.176377534866333,1093.2928466796875,1687198829.6126747,49,439.57501220703125,1097.5009765625,124.83487367630005,7,1048.952880859375,1102.574462890625,49,86.22364807128906,395.22705078125,cgp,mu+lambda,reward,walker2d,7,4900,1102.574462890625,1097.5009765625,1093.2928466796875
50,468.7038269042969,2.179572105407715,1094.726318359375,1687198831.8100915,50,451.0337219238281,1095.44482421875,127.0322904586792,7,1061.422607421875,1099.538330078125,50,66.714599609375,203.17507934570312,cgp,mu+lambda,reward,walker2d,7,5000,1099.538330078125,1095.44482421875,1094.726318359375
51,453.55194091796875,2.1791436672210693,1110.4111328125,1687198834.0068586,51,459.0954284667969,1111.6229248046875,129.2290575504303,7,1069.047119140625,1136.0474853515625,51,58.2086296081543,185.90635681152344,cgp,mu+lambda,reward,walker2d,7,5100,1136.0474853515625,1111.6229248046875,1110.4111328125
52,394.34967041015625,2.178511619567871,1112.56103515625,1687198836.203091,52,448.7486572265625,1115.6033935546875,131.42528986930847,7,1029.8800048828125,1133.072509765625,52,53.44645309448242,99.90003967285156,cgp,mu+lambda,reward,walker2d,7,5200,1133.072509765625,1115.6033935546875,1112.56103515625
53,-582.5810546875,2.1795246601104736,1099.75634765625,1687198838.3999379,53,10002.0830078125,1108.0518798828125,133.62213683128357,7,1063.5982666015625,1121.7529296875,53,52.51953125,111.51469421386719,cgp,mu+lambda,reward,walker2d,7,5300,1121.7529296875,1108.0518798828125,1099.75634765625
54,515.7471313476562,2.180816888809204,1104.3045654296875,1687198840.5983393,54,466.3913879394531,1105.5535888671875,135.8205382823944,7,1078.253173828125,1123.259033203125,54,64.17220306396484,276.376708984375,cgp,mu+lambda,reward,walker2d,7,5400,1123.259033203125,1105.5535888671875,1104.3045654296875
55,444.5867004394531,2.181060552597046,1104.904296875,1687198842.7968504,55,461.9486389160156,1105.0634765625,138.01904940605164,7,1063.8663330078125,1107.1163330078125,55,57.258697509765625,117.13334655761719,cgp,mu+lambda,reward,walker2d,7,5500,1107.1163330078125,1105.0634765625,1104.904296875
56,473.2672424316406,2.179661273956299,1095.3076171875,1687198844.994556,56,449.3465881347656,1104.408203125,140.21675491333008,7,1066.12939453125,1105.2333984375,56,68.83419799804688,292.75152587890625,cgp,mu+lambda,reward,walker2d,7,5600,1105.2333984375,1104.408203125,1095.3076171875
57,-564.1542358398438,2.179839611053467,1094.8309326171875,1687198847.1928525,57,10003.3076171875,1113.0616455078125,142.4150514602661,7,1048.6600341796875,1117.2847900390625,57,67.7655029296875,163.10745239257812,cgp,mu+lambda,reward,walker2d,7,5700,1117.2847900390625,1113.0616455078125,1094.8309326171875
58,457.8702697753906,2.1801178455352783,1119.8001708984375,1687198849.3912592,58,456.595703125,1120.486572265625,144.6134581565857,7,1075.9749755859375,1123.22607421875,58,61.2730712890625,175.99862670898438,cgp,mu+lambda,reward,walker2d,7,5800,1123.22607421875,1120.486572265625,1119.8001708984375
59,489.8223571777344,2.1810011863708496,1106.409423828125,1687198851.589881,59,443.1014709472656,1115.8941650390625,146.81207990646362,7,1065.63671875,1143.2152099609375,59,74.14874267578125,339.0816650390625,cgp,mu+lambda,reward,walker2d,7,5900,1143.2152099609375,1115.8941650390625,1106.409423828125
60,474.31781005859375,2.181182384490967,1102.2685546875,1687198853.7885103,60,460.3529968261719,1106.6978759765625,149.01070928573608,7,1077.204345703125,1111.300537109375,60,67.43164825439453,190.44866943359375,cgp,mu+lambda,reward,walker2d,7,6000,1111.300537109375,1106.6978759765625,1102.2685546875
61,561.307373046875,2.1776561737060547,1108.989990234375,1687198855.9843576,61,478.3675537109375,1110.1248779296875,151.206556558609,7,1081.7015380859375,1135.63818359375,61,77.16852569580078,440.55902099609375,cgp,mu+lambda,reward,walker2d,7,6100,1135.63818359375,1110.1248779296875,1108.989990234375
62,474.80096435546875,2.1797969341278076,1112.4400634765625,1687198858.1818643,62,461.4160461425781,1114.8603515625,153.40406322479248,7,1052.879150390625,1122.981689453125,62,70.16242218017578,167.89752197265625,cgp,mu+lambda,reward,walker2d,7,6200,1122.981689453125,1114.8603515625,1112.4400634765625
63,474.1229553222656,2.1796059608459473,1108.63037109375,1687198860.3804028,63,452.62823486328125,1136.767333984375,155.6026017665863,7,1077.0091552734375,1136.8968505859375,63,76.40526580810547,232.4628448486328,cgp,mu+lambda,reward,walker2d,7,6300,1136.8968505859375,1136.767333984375,1108.63037109375
64,499.9993591308594,2.1797757148742676,1114.659423828125,1687198862.579038,64,462.0772399902344,1120.4532470703125,157.80123686790466,7,1076.6015625,1130.3895263671875,64,65.1813735961914,346.60040283203125,cgp,mu+lambda,reward,walker2d,7,6400,1130.3895263671875,1120.4532470703125,1114.659423828125
65,469.0822448730469,2.1807641983032227,1108.88427734375,1687198864.7795517,65,439.7342834472656,1108.9664306640625,160.00175070762634,7,1029.3011474609375,1110.494873046875,65,55.6417350769043,320.3168029785156,cgp,mu+lambda,reward,walker2d,7,6500,1110.494873046875,1108.9664306640625,1108.88427734375
66,-510.3377685546875,2.179197311401367,1090.54638671875,1687198866.9778998,66,10008.8330078125,1100.3857421875,162.20009875297546,7,1047.095703125,1107.8746337890625,66,65.64612579345703,319.2427062988281,cgp,mu+lambda,reward,walker2d,7,6600,1107.8746337890625,1100.3857421875,1090.54638671875
67,606.111572265625,2.183067798614502,1100.50634765625,1687198869.1795924,67,448.6839599609375,1101.6356201171875,164.40179133415222,7,1080.08642578125,1103.9931640625,67,119.34832000732422,585.3323974609375,cgp,mu+lambda,reward,walker2d,7,6700,1103.9931640625,1101.6356201171875,1100.50634765625
68,471.5484924316406,2.2455008029937744,1099.4171142578125,1687198871.4412544,68,455.0978698730469,1099.6390380859375,166.6634533405304,7,1037.9776611328125,1132.8846435546875,68,70.65841674804688,156.71563720703125,cgp,mu+lambda,reward,walker2d,7,6800,1132.8846435546875,1099.6390380859375,1099.4171142578125
69,-513.44287109375,2.2071352005004883,1093.95458984375,1687198873.6635766,69,10008.6376953125,1094.8619384765625,168.88577556610107,7,1074.76123046875,1103.6866455078125,69,73.24077606201172,302.30218505859375,cgp,mu+lambda,reward,walker2d,7,6900,1103.6866455078125,1094.8619384765625,1093.95458984375
70,538.3383178710938,2.1914844512939453,1098.5390625,1687198875.8738785,70,462.6197204589844,1110.990234375,171.0960774421692,7,1078.7674560546875,1113.4671630859375,70,73.69734954833984,445.76007080078125,cgp,mu+lambda,reward,walker2d,7,7000,1113.4671630859375,1110.990234375,1098.5390625
71,502.0606384277344,2.1935977935791016,1102.6136474609375,1687198878.0864258,71,449.2813415527344,1109.06884765625,173.30862474441528,7,1077.7781982421875,1111.510498046875,71,72.26528930664062,313.74176025390625,cgp,mu+lambda,reward,walker2d,7,7100,1111.510498046875,1109.06884765625,1102.6136474609375
72,466.4895935058594,2.1898996829986572,1099.1641845703125,1687198880.2953806,72,456.81439208984375,1108.3037109375,175.51757955551147,7,1061.055419921875,1110.2626953125,72,56.3138542175293,199.0469207763672,cgp,mu+lambda,reward,walker2d,7,7200,1110.2626953125,1108.3037109375,1099.1641845703125
73,506.60076904296875,2.190645217895508,1104.6085205078125,1687198882.5045776,73,456.3536071777344,1119.02197265625,177.72677659988403,7,1082.117431640625,1127.7769775390625,73,70.48844909667969,338.96343994140625,cgp,mu+lambda,reward,walker2d,7,7300,1127.7769775390625,1119.02197265625,1104.6085205078125
74,525.75634765625,2.1902859210968018,1105.7205810546875,1687198884.7139022,74,450.91131591796875,1114.7667236328125,179.9361011981964,7,1077.59326171875,1121.711669921875,74,76.02001953125,409.54962158203125,cgp,mu+lambda,reward,walker2d,7,7400,1121.711669921875,1114.7667236328125,1105.7205810546875
75,511.60552978515625,2.1887989044189453,1099.79345703125,1687198886.9217215,75,459.42034912109375,1099.9718017578125,182.14392042160034,7,1075.802490234375,1112.5947265625,75,72.18756103515625,338.9371032714844,cgp,mu+lambda,reward,walker2d,7,7500,1112.5947265625,1099.9718017578125,1099.79345703125
76,-526.126708984375,2.1952004432678223,1103.161865234375,1687198889.1347766,76,10008.56640625,1107.2803955078125,184.35697555541992,7,1077.9283447265625,1119.1219482421875,76,68.96566009521484,196.57281494140625,cgp,mu+lambda,reward,walker2d,7,7600,1119.1219482421875,1107.2803955078125,1103.161865234375
77,513.1242065429688,2.1900815963745117,1095.5509033203125,1687198891.3436158,77,459.7054138183594,1117.0015869140625,186.56581473350525,7,1078.9996337890625,1122.054931640625,77,69.31304931640625,369.0369873046875,cgp,mu+lambda,reward,walker2d,7,7700,1122.054931640625,1117.0015869140625,1095.5509033203125
78,492.0067443847656,2.1906137466430664,1103.6268310546875,1687198893.5527167,78,461.32830810546875,1104.174560546875,188.77491569519043,7,1079.157470703125,1115.369384765625,78,62.231834411621094,239.47225952148438,cgp,mu+lambda,reward,walker2d,7,7800,1115.369384765625,1104.174560546875,1103.6268310546875
79,531.7261962890625,2.187821865081787,1107.905029296875,1687198895.7598393,79,448.5435791015625,1113.7235107421875,190.98203825950623,7,1076.5093994140625,1115.986083984375,79,77.898681640625,459.2020263671875,cgp,mu+lambda,reward,walker2d,7,7900,1115.986083984375,1113.7235107421875,1107.905029296875
80,482.441162109375,2.188204288482666,1100.224365234375,1687198897.9670658,80,437.81719970703125,1101.0152587890625,193.1892647743225,7,1070.9228515625,1101.0260009765625,80,82.93359375,286.6646728515625,cgp,mu+lambda,reward,walker2d,7,8000,1101.0260009765625,1101.0152587890625,1100.224365234375
81,536.9837646484375,2.2002756595611572,1112.3365478515625,1687198900.1867943,81,459.14788818359375,1116.0933837890625,195.40899324417114,7,1078.591064453125,1116.5274658203125,81,76.78602600097656,416.76580810546875,cgp,mu+lambda,reward,walker2d,7,8100,1116.5274658203125,1116.0933837890625,1112.3365478515625
82,526.9537353515625,2.1820130348205566,1102.410888671875,1687198902.3874369,82,455.1311950683594,1109.6375732421875,197.60963582992554,7,1075.361572265625,1113.7332763671875,82,72.92664337158203,410.914794921875,cgp,mu+lambda,reward,walker2d,7,8200,1113.7332763671875,1109.6375732421875,1102.410888671875
83,532.93701171875,2.181112289428711,1102.6650390625,1687198904.586595,83,453.92340087890625,1118.3621826171875,199.80879402160645,7,1072.7657470703125,1127.268798828125,83,79.38533782958984,430.38812255859375,cgp,mu+lambda,reward,walker2d,7,8300,1127.268798828125,1118.3621826171875,1102.6650390625
84,456.4791564941406,2.1773502826690674,1112.065185546875,1687198906.7828803,84,439.9072570800781,1115.1578369140625,202.00507926940918,7,1033.6143798828125,1118.813720703125,84,62.96763610839844,190.54519653320312,cgp,mu+lambda,reward,walker2d,7,8400,1118.813720703125,1115.1578369140625,1112.065185546875
85,506.3207702636719,2.1778979301452637,1099.7220458984375,1687198908.9799745,85,465.46435546875,1099.976806640625,204.2021734714508,7,1071.4697265625,1103.2991943359375,85,67.47986602783203,202.88735961914062,cgp,mu+lambda,reward,walker2d,7,8500,1103.2991943359375,1099.976806640625,1099.7220458984375
86,500.263671875,2.18019962310791,1101.38232421875,1687198911.1789067,86,458.3478698730469,1103.0594482421875,206.40110564231873,7,1076.47607421875,1111.12890625,86,61.94425964355469,402.5622863769531,cgp,mu+lambda,reward,walker2d,7,8600,1111.12890625,1103.0594482421875,1101.38232421875
87,-523.3973388671875,2.1812517642974854,1108.73828125,1687198913.378766,87,10007.7529296875,1110.33203125,208.60096502304077,7,1065.782958984375,1112.8082275390625,87,58.973392486572266,217.86495971679688,cgp,mu+lambda,reward,walker2d,7,8700,1112.8082275390625,1110.33203125,1108.73828125
88,448.21148681640625,2.1783535480499268,1112.5045166015625,1687198915.5756435,88,453.8065185546875,1117.0660400390625,210.797842502594,7,1066.6090087890625,1133.3876953125,88,64.3133544921875,123.248779296875,cgp,mu+lambda,reward,walker2d,7,8800,1133.3876953125,1117.0660400390625,1112.5045166015625
89,487.93115234375,2.2597830295562744,1113.195556640625,1687198917.860713,89,455.4394226074219,1124.3106689453125,213.0829119682312,7,1073.6156005859375,1134.0472412109375,89,77.40565490722656,343.27130126953125,cgp,mu+lambda,reward,walker2d,7,8900,1134.0472412109375,1124.3106689453125,1113.195556640625
90,424.7964782714844,2.2029008865356445,1107.5577392578125,1687198920.094357,90,445.6329650878906,1120.660400390625,215.31655597686768,7,1067.595703125,1141.3448486328125,90,59.64239501953125,128.18252563476562,cgp,mu+lambda,reward,walker2d,7,9000,1141.3448486328125,1120.660400390625,1107.5577392578125
91,447.97796630859375,2.191474437713623,1113.025390625,1687198922.313218,91,447.90966796875,1114.6993408203125,217.53541707992554,7,1075.443115234375,1124.6888427734375,91,59.69504165649414,203.82601928710938,cgp,mu+lambda,reward,walker2d,7,9100,1124.6888427734375,1114.6993408203125,1113.025390625
