training/walltime,eval/episode_reward,eval/episode_y_position,eval/sps,training/actor_loss,eval/episode_x_position,training/sps,training/alpha,training/alpha_loss,eval/episode_reward_fwd,eval/episode_x_velocity,eval/episode_y_velocity,_timestamp,training/critic_loss,eval/episode_forward_reward,_step,eval/episode_distance_from_origin,eval/avg_episode_length,eval/episode_reward_ctrl,training/buffer_current_size,_runtime,eval/walltime,eval/epoch_eval_time,seed,rl_algorithm,environment
714.9533536434174,78.74058532714844,1011.2369384765624,64115.11298616942,-102.68993377685548,2433.57080078125,5841.979092696751,0.0542949400842189,4.25131838710513e-06,78.8484115600586,78.8484115600586,54.58204650878906,1694065659.7017684,0.2838048636913299,78.8484115600586,4143872.0,1968.080810546875,1000,-0.1078247800469398,1048576.0,751.5237293243408,30.99730372428894,1.9964091777801516,0,sac,swimmer
778.8486261367798,84.22502136230469,1058.4677734375,63328.91913889708,-108.84711456298828,2551.283203125,6472.591537080655,0.0578776225447654,9.88663305179216e-06,84.330322265625,84.330322265625,55.906394958496094,1694065725.6238906,0.2628783881664276,84.330322265625,4557440.0,2077.6064453125,1000,-0.1053057610988617,1048576.0,817.4458515644073,33.01849722862244,2.021193504333496,0,sac,swimmer
849.342041015625,84.8951416015625,1107.558837890625,63187.10127090752,-115.27996063232422,2560.215087890625,5866.760756459113,0.0556816086173057,5.0564460252644494e-05,85.00088500976562,85.00088500976562,58.10762023925781,1694065798.148332,0.2339899688959121,85.00088500976562,4971008.0,2129.24462890625,1000,-0.1057425141334533,1048576.0,889.970293045044,35.0442271232605,2.025729894638061,0,sac,swimmer
919.7451722621918,85.97985076904297,1132.728271484375,65336.680057213154,-121.33209228515624,2583.796142578125,5874.284178520366,0.0510430335998535,6.40045482214191e-06,86.08308410644531,86.08308410644531,59.70647048950195,1694065870.5159476,0.2104899585247039,86.08308410644531,5384576.0,2146.373291015625,1000,-0.1032304242253303,1048576.0,962.3379085063934,37.003310441970825,1.9590833187103271,0,sac,swimmer
987.0774414539336,86.30106353759766,1120.998046875,66144.87683314337,-125.7640380859375,2599.641845703125,6142.196081677916,0.0480777025222778,1.1790646567533258e-05,86.40654754638672,86.40654754638672,59.00816345214844,1694065939.7886634,0.1902980059385299,86.40654754638672,5798144.0,2139.9208984375,1000,-0.1054907888174057,1048576.0,1031.6106243133545,38.93845653533936,1.9351460933685305,0,sac,swimmer
1054.429462432861,81.35604095458984,1099.533447265625,65883.07642163723,-125.44093322753906,2499.0302734375,6140.394809079193,0.0511098280549049,-1.6037452951422893e-05,81.45713806152344,81.45713806152344,57.24229431152344,1694066009.088643,0.217937022447586,81.45713806152344,6211712.0,2026.673095703125,1000,-0.1010966524481773,1048576.0,1100.9106040000916,40.88129234313965,1.942835807800293,0,sac,swimmer
1121.403139591217,80.13220977783203,1094.3701171875,64573.43644794863,-119.14227294921876,2508.45556640625,6175.082772029082,0.055344820022583,1.381391666654963e-05,80.233642578125,80.233642578125,57.01185607910156,1694066078.0498092,0.2446857988834381,80.233642578125,6625280.0,2088.04345703125,1000,-0.1014334857463836,1048576.0,1169.871770143509,42.86353158950806,1.982239246368408,0,sac,swimmer
1185.8656616210938,73.48736572265625,940.3110961914062,65399.50886193695,-115.78456115722656,2377.9091796875,6415.634805729785,0.0524115376174449,1.3917967407905962e-05,73.5852279663086,73.5852279663086,49.54352951049805,1694066144.4745483,0.19504414498806,73.5852279663086,7038848.0,1920.7120361328125,1000,-0.0978657454252243,1048576.0,1236.2965092658997,44.82073283195496,1.9572012424468996,0,sac,swimmer
1249.6619091033936,78.50537109375,1074.0032958984375,63908.85952871537,-114.48747253417967,2447.1494140625,6482.638341929813,0.0521556138992309,-1.2978233826288488e-05,78.60627746582031,78.60627746582031,56.55127334594727,1694066210.2788856,0.1622777581214904,78.60627746582031,7452416.0,2044.6082763671875,1000,-0.1009032502770423,1048576.0,1302.100846529007,46.82358503341675,2.002852201461792,0,sac,swimmer
1318.1162440776825,84.41316986083984,1033.232421875,66597.40425995905,-113.93543243408205,2525.069091796875,6041.516584089726,0.053056638687849,1.3203601156419609e-05,84.51263427734375,84.51263427734375,55.16823959350586,1694066280.660782,0.1523559838533401,84.51263427734375,7865984.0,2081.64111328125,1000,-0.0994734019041061,1048576.0,1372.482743024826,48.74558186531067,1.921996831893921,0,sac,swimmer
