,eval/avg_episode_length,eval/episode_forward_reward,eval/episode_distance_from_origin,eval/sps,eval/episode_reward_survive,_runtime,training/sps,training/alpha_loss,training/actor_loss,eval/episode_reward,eval/episode_reward_ctrl,training/walltime,eval/episode_reward_forward,eval/epoch_eval_time,eval/walltime,eval/episode_x_velocity,_timestamp,eval/episode_reward_contact,training/buffer_current_size,eval/episode_x_position,training/critic_loss,eval/episode_y_position,training/alpha,_step,eval/episode_y_velocity
10,903.0625,5076.9482421875,119847.5625,51971.99458974072,903.0625,871.0460929870605,4911.7696937245855,-0.0037151735741645098,-4683.7353515625,4480.822265625,-1498.5257568359375,826.1574106216431,5076.9482421875,2.462864875793457,38.059879541397095,5076.9482421875,1694036999.892037,-0.6628069281578064,1048576.0,119665.1640625,1656.5181884765625,3744.837890625,1.2427924871444702,4143872.0,167.68869018554688
11,920.859375,6009.2060546875,142853.5,51778.38960194255,920.859375,957.7937977313995,4907.648013903642,-0.002061406848952174,-5019.1513671875,5413.1435546875,-1516.226318359375,910.42751288414,6009.2060546875,2.472073793411255,40.53195333480835,6009.2060546875,1694037086.6397417,-0.6962398290634155,1048576.0,142568.625,2086.56787109375,7329.4501953125,1.5614829063415527,4557440.0,315.90826416015625
12,974.6953125,6784.99609375,164311.65625,52384.61071607759,974.6953125,1044.4485414028168,4911.397637350426,-0.0031612501479685307,-5413.50244140625,6256.435546875,-1502.578125,994.6332788467407,6784.99609375,2.4434657096862793,42.97541904449463,6784.99609375,1694037173.2944853,-0.6778123378753662,1048576.0,164194.484375,2323.326416015625,2663.32080078125,1.7458230257034302,4971008.0,130.86959838867188
13,957.9375,6666.7509765625,159710.890625,52129.842480501226,957.9375,1131.2010555267334,4906.392509535841,-0.0018970636883750558,-5688.46826171875,6121.041015625,-1502.985107421875,1078.924945116043,6666.7509765625,2.4554073810577393,45.43082642555237,6666.7509765625,1694037260.0469995,-0.6617792844772339,1048576.0,159645.515625,2853.972900390625,379.8429870605469,1.9520542621612549,5384576.0,42.039764404296875
14,996.3828125,7297.1298828125,177235.90625,53590.71901000431,996.3828125,1217.8554148674011,4908.213565778577,-0.0004981764941476285,-5978.50732421875,6799.1962890625,-1493.6456298828125,1163.185337305069,7297.1298828125,2.3884732723236084,47.81929969787598,7297.1298828125,1694037346.7013588,-0.6713188886642456,1048576.0,177091.3125,2465.220703125,4970.9765625,2.0996620655059814,5798144.0,220.650146484375
15,989.8671875,7492.57421875,180855.078125,53246.94133354862,989.8671875,1304.5091426372528,4909.140529489814,0.0012304636184126139,-6500.81787109375,7048.7470703125,-1433.0394287109375,1247.4298191070557,7492.57421875,2.4038939476013184,50.223193645477295,7492.57421875,1694037433.3550866,-0.6546594500541687,1048576.0,180779.03125,1880.502685546875,-3097.77294921875,2.1235225200653076,6211712.0,-118.701171875
16,981.25,7388.3173828125,179404.453125,53197.94671950351,981.25,1391.1604979038239,4909.415256251123,0.0013000001199543476,-7070.70703125,6903.9140625,-1464.9906005859375,1331.6695866584778,7388.3173828125,2.4061079025268555,52.62930154800415,7388.3173828125,1694037520.0064418,-0.6628248691558838,1048576.0,178900.03125,1581.698974609375,-12718.185546875,2.1018407344818115,6625280.0,-536.8298950195312
17,989.5234375,7312.55322265625,176420.96875,52559.59846167959,989.5234375,1477.8122282028198,4911.08548058061,-0.007185543421655893,-7476.82958984375,6844.63720703125,-1456.80712890625,1415.8807048797607,7312.55322265625,2.435330629348755,55.064632177352905,7312.55322265625,1694037606.6581721,-0.6322828531265259,1048576.0,176256.84375,2476.103759765625,5670.2724609375,2.1772398948669434,7038848.0,241.12245178222656
18,995.6484375,7390.029296875,178640.09375,53581.75482818327,995.6484375,1564.4647235870361,4908.3274223387725,-0.00036652691778726876,-6968.0673828125,6892.54833984375,-1492.4638671875,1500.1391425132751,7390.029296875,2.3888728618621826,57.45350503921509,7390.029296875,1694037693.3106675,-0.6650595664978027,1048576.0,178386.15625,4590.75146484375,-7791.3916015625,2.4283671379089355,7452416.0,-355.52655029296875
19,985.2578125,7316.2802734375,177198.0625,53212.07762545311,985.2578125,1651.1167323589325,4909.330485461326,0.002368244109675288,-6217.255859375,6826.708984375,-1474.208740234375,1584.3803646564484,7316.2802734375,2.4054689407348633,59.85897397994995,7316.2802734375,1694037779.9626763,-0.6205321550369263,1048576.0,177005.671875,4864.31591796875,-6942.1923828125,2.633021831512451,7865984.0,-259.7149963378906
