eval/episode_reward_forward,eval/episode_reward,training/entropy_loss,training/walltime,eval/episode_x_velocity,eval/episode_reward_healthy,eval/avg_episode_length,training/v_loss,training/sps,_step,eval/episode_x_position,_runtime,training/policy_loss,eval/episode_reward_ctrl,eval/sps,training/total_loss,eval/epoch_eval_time,eval/walltime,_timestamp,seed,rl_algorithm,environment
473.3172302246094,632.5548095703125,0.0017135035013779,64.62671303749084,473.3172302246094,159.4453125,159.4453125,96.0994873046875,790477.579845659,39321600.0,183.91603088378903,94.10929417610168,-0.0021029422059655,-0.2077034413814544,123962.46797732118,96.09910583496094,1.0325706005096436,23.704681873321533,1694008851.208368,0,ppo,hopper
474.62152099609375,634.7432861328125,0.0016031067352741,69.59989523887634,474.62152099609375,160.328125,160.328125,156.71229553222656,790672.8208961507,43253760.0,185.6958465576172,100.12050414085388,-0.0010940750362351,-0.206398606300354,123847.25431285848,156.71279907226562,1.0335311889648438,24.738213062286377,1694008857.219578,0,ppo,hopper
464.61920166015625,621.8849487304688,0.0017506766598671,74.58182096481323,464.61920166015625,157.4609375,157.4609375,144.74807739257812,789285.1512274457,47185920.0,177.34957885742188,106.22259068489076,-0.0013519822387024,-0.1951831579208374,114748.17555690826,144.7484588623047,1.1154861450195312,25.853699207305908,1694008863.3216646,0,ppo,hopper
467.50091552734375,626.0533447265625,0.0017211623489856,79.56408929824829,467.50091552734375,158.75,158.75,121.36997985839844,789230.875746298,51118080.0,180.2633819580078,112.28748607635498,-0.0018175950972363,-0.1976446509361267,118751.02981013626,121.369873046875,1.077885389328003,26.93158459663391,1694008869.38656,0,ppo,hopper
455.5792541503906,612.162353515625,0.0018786187283694,84.54446649551392,455.5792541503906,156.7734375,156.7734375,151.83517456054688,789530.5604882443,55050240.0,173.03842163085938,118.35607743263245,-0.0013300103601068,-0.190348595380783,118143.19449307134,151.83572387695312,1.0834310054779053,28.015015602111816,1694008875.455151,0,ppo,hopper
454.989990234375,611.504638671875,0.0017857993952929,89.52291989326477,454.989990234375,156.703125,156.703125,152.3542938232422,789835.6549398364,58982400.0,172.44419860839844,124.38371324539185,-0.0012281400850042,-0.1884392946958542,122595.18356820408,152.3548583984375,1.0440866947174072,29.059102296829224,1694008881.4827871,0,ppo,hopper
451.6297912597656,607.4390258789062,0.0018355401698499,94.50427532196044,451.6297912597656,155.9921875,155.9921875,171.2538299560547,789375.513609877,62914560.0,170.02639770507812,130.4051411151886,-0.0013667971361428,-0.1829715967178344,123672.82630179096,171.2542724609375,1.0349888801574707,30.09409117698669,1694008887.504215,0,ppo,hopper
446.4974670410156,601.4655151367188,0.0018891612999141,99.48160362243652,446.4974670410156,155.1484375,155.1484375,135.9542236328125,790014.1928801229,66846720.0,167.48471069335938,136.4856116771698,-0.0019483243813738,-0.1804241389036178,116569.10692673836,135.95416259765625,1.0980610847473145,31.19215226173401,1694008893.5846856,0,ppo,hopper
463.053466796875,620.85302734375,0.0019614298362284,104.46105003356934,463.053466796875,157.984375,157.984375,194.6558074951172,789678.143981761,70778880.0,177.0855712890625,142.59709978103638,-0.0014475632924586,-0.1847448647022247,113580.49313825797,194.6563415527344,1.1269540786743164,32.319106340408325,1694008899.6961737,0,ppo,hopper
463.1759643554688,620.658203125,0.0020441664382815,109.43927645683289,463.1759643554688,157.6640625,157.6640625,182.9324188232422,789871.6662674845,74711040.0,176.34097290039062,148.6090428829193,-0.0017333233263343,-0.181782379746437,124420.34152209848,182.9327392578125,1.0287706851959229,33.34787702560425,1694008905.7081168,0,ppo,hopper
