eval/episode_reward_forward,_timestamp,eval/episode_reward_ctrl,training/critic_loss,training/alpha,training/walltime,_runtime,eval/episode_x_velocity,eval/avg_episode_length,_step,eval/episode_reward,eval/episode_x_position,training/actor_loss,eval/episode_reward_healthy,eval/walltime,training/buffer_current_size,eval/sps,training/sps,eval/epoch_eval_time,training/alpha_loss,seed,rl_algorithm,environment
1732.18212890625,1694054757.084841,-2.5507755279541016,119.19622039794922,0.2935277223587036,680.329288482666,706.497309923172,1732.18212890625,873.46875,4143872.0,2603.10009765625,6033.01708984375,-4448.12939453125,873.46875,21.79790496826172,1048576.0,119170.24955189426,6197.022477698339,1.0740935802459717,-0.0003210586437489,3,sac,walker2d
1977.639404296875,1694054825.064613,-2.7472023963928223,154.77037048339844,0.3631945252418518,747.2266340255737,774.4770822525024,1977.639404296875,1000.0,4557440.0,2974.892578125,7361.1943359375,-4485.3232421875,1000.0,22.87561345100403,1048576.0,118770.52287302636,6182.128702472043,1.0777084827423096,-0.000599269173108,3,sac,walker2d
2154.888427734375,1694054893.0325515,-2.852182149887085,147.54835510253906,0.3693369925022125,814.1449930667877,842.4450204372406,2154.888427734375,1000.0,4971008.0,3152.036376953125,8030.80078125,-4570.107421875,1000.0,23.92082166671753,1048576.0,122463.6374606203,6180.187409336948,1.045208215713501,0.000342418818036,3,sac,walker2d
2060.334716796875,1694054961.0343947,-2.9462532997131348,137.9589080810547,0.3640550076961517,881.0364534854889,910.4468636512756,2060.334716796875,984.8828125,5384576.0,3042.271484375,7421.58740234375,-4702.294921875,984.8828125,25.026122331619263,1048576.0,115805.5939569889,6182.672607404708,1.1053006649017334,-0.000545774702914,3,sac,walker2d
2046.7938232421875,1694055029.1396332,-2.6622939109802246,232.1551513671875,0.46466726064682,948.0028159618378,978.5521020889282,2046.7938232421875,1000.0,5798144.0,3044.1318359375,7746.62646484375,-4690.55029296875,1000.0,26.15990924835205,1048576.0,112895.99316320842,6175.757271362374,1.133786916732788,-0.0020920459646731,3,sac,walker2d
2005.915771484375,1694055097.0409715,-2.657602310180664,291.9164428710937,0.5221908092498779,1014.8009841442108,1046.4534404277802,2005.915771484375,946.0234375,6211712.0,2949.28173828125,7246.8837890625,-4573.6708984375,946.0234375,27.258230209350582,1048576.0,116541.52524197409,6191.307505182962,1.0983209609985352,0.0011782572837546,3,sac,walker2d
2078.55029296875,1694055165.0915277,-2.5573575496673584,347.4120788574219,0.5507566928863525,1081.7578196525574,1114.503996372223,2078.55029296875,951.4765625,6625280.0,3027.469970703125,7427.3564453125,-4545.98583984375,951.4765625,28.34714365005493,1048576.0,117548.36997622631,6176.635990338079,1.0889134407043457,-0.0003051167877856,3,sac,walker2d
1551.6361083984375,1694055233.0282462,-2.5503792762756348,413.3201599121094,0.6032900810241699,1148.6271624565125,1182.4407150745392,1551.6361083984375,908.1640625,7038848.0,2457.249755859375,5126.0625,-4505.31787109375,908.1640625,29.409683227539062,1048576.0,120466.10094569557,6184.717579960109,1.0625395774841309,-0.0016637564403936,3,sac,walker2d
1949.452880859375,1694055300.9935255,-2.6054282188415527,420.64501953125,0.6345428824424744,1215.487041473389,1250.4059946537018,1949.452880859375,882.28125,7452416.0,2829.12890625,6764.025390625,-4404.83203125,882.28125,30.510582208633423,1048576.0,116268.6151937031,6185.5930055693125,1.1008989810943604,0.0004620238032657,3,sac,walker2d
2282.07568359375,1694055368.9128883,-2.8644661903381348,344.7129211425781,0.589063286781311,1282.3157949447632,1318.3253574371338,2282.07568359375,993.953125,7865984.0,3273.16455078125,8261.1796875,-4490.3017578125,993.953125,31.59649062156677,1048576.0,117873.66086817152,6188.473950470258,1.0859084129333496,0.0011753137223422,3,sac,walker2d
