,training/policy_loss,eval/sps,training/v_loss,eval/episode_reward,eval/avg_episode_length,training/walltime,eval/episode_reward_run,_step,eval/episode_x_velocity,training/sps,eval/epoch_eval_time,eval/episode_reward_ctrl,_timestamp,_runtime,eval/walltime,training/total_loss,eval/episode_x_position,training/entropy_loss
10,-0.0021578113082796335,24321.91290679686,16.752357482910156,7155.74755859375,1000,187.32623767852783,7412.47021484375,29491200.0,7412.47021484375,172725.20181735395,5.262743949890137,-256.72210693359375,1694011609.844136,267.76671600341797,74.07053279876709,16.755571365356445,184919.9375,0.005372093059122562
11,-0.002086379798129201,24315.78591709539,16.884645462036133,7297.265625,1000,204.39664459228516,7552.365234375,32440320.0,7552.365234375,172762.13829579277,5.2640700340271,-255.1002197265625,1694011632.1835926,290.1061725616455,79.33460283279419,16.888282775878906,190415.234375,0.005723212379962206
12,-0.0018305443227291107,24364.49480076442,16.877731323242188,7325.4677734375,1000,221.4772264957428,7579.724609375,35389440.0,7579.724609375,172659.22300943427,5.253546237945557,-254.2569580078125,1694011654.5233152,312.4458951950073,84.58814907073975,16.88223648071289,189635.640625,0.006336165592074394
13,-0.0016904077492654324,24326.454511030122,16.888200759887695,7584.47509765625,1000,238.54999589920044,7840.74365234375,38338560.0,7840.74365234375,172738.23187717472,5.261761426925659,-256.2685852050781,1694011676.8631,334.7856800556183,89.8499104976654,16.89329719543457,194322.28125,0.006785084027796984
14,-0.0015348218148574233,24344.01861944478,16.74582862854004,7472.7744140625,1000,255.62643432617188,7726.82421875,41287680.0,7726.82421875,172701.11754345702,5.257965087890625,-254.0496826171875,1694011699.2027075,357.1252875328064,95.10787558555603,16.751466751098633,193214.59375,0.0071721309795975685
15,-0.0010975609766319394,24336.67573913115,16.716455459594727,7499.919921875,1000,272.70071244239807,7751.26904296875,44236800.0,7751.26904296875,172722.96842801003,5.259551525115967,-251.34951782226562,1694011721.541694,379.46427392959595,100.367427110672,16.72291374206543,195651.28125,0.007557027041912079
16,-0.0011985152959823608,24343.850833621418,16.47307777404785,7588.5498046875,1000,289.7775790691376,7841.50244140625,47185920.0,7841.50244140625,172696.7870898619,5.258001327514648,-252.95361328125,1694011743.8820503,401.804630279541,105.62542843818665,16.47974395751953,197048.421875,0.007864730432629585
17,-0.0006042468594387174,24298.29550147606,16.62052345275879,7665.51708984375,1000,306.8441746234894,7917.115234375,50135040.0,7917.115234375,172800.72001518807,5.267859220504761,-251.59774780273438,1694011766.2216473,424.14422726631165,110.8932876586914,16.628252029418945,198216.109375,0.008330163545906544
18,-0.0008473820053040981,24277.525282055554,16.429426193237305,7790.693359375,1000,323.9140522480011,8041.63134765625,53084160.0,8041.63134765625,172767.49516734507,5.272366046905518,-250.93772888183594,1694011788.5690098,446.4915897846222,116.16565370559692,16.437179565429688,201123.0,0.008600001223385334
19,-0.0004785835335496813,24318.040492976805,16.16960906982422,7758.751953125,1000,340.98538994789124,8007.845703125,56033280.0,8007.845703125,172752.7187291819,5.263581991195679,-249.0929718017578,1694011810.90903,468.8316099643707,121.4292356967926,16.17804718017578,200950.3125,0.008915670216083527
