eval/avg_episode_length,eval/episode_reward_dist,eval/epoch_eval_time,eval/episode_reward_ctrl,_step,_runtime,eval/sps,eval/episode_reward,eval/walltime,_timestamp,training/actor_loss,training/alpha,training/buffer_current_size,training/critic_loss,training/walltime,training/sps,training/alpha_loss,seed,rl_algorithm,environment
1000,-38.8699951171875,0.7464597225189209,-94.81658935546876,4143872,637.8054633140564,171476.0972876946,-133.68658447265625,18.021573066711422,1694110065.1464822,545.1279907226562,0.3693933188915252,1048576.0,34.87050247192383,614.0539910793304,6999.666428720044,0.0005265030195005,9,sac,reacher
1000,-39.69050979614258,0.759718656539917,-80.36164855957031,4557440,697.6116571426392,168483.423301682,-120.05215454101562,18.781291723251343,1694110124.952676,482.45892333984375,0.2658855020999908,1048576.0,8.792460441589355,673.096578836441,7004.571034408859,-5.393533228925662e-06,9,sac,reacher
1000,-53.58096694946289,0.7069072723388672,-125.47203063964844,4971008,757.312061548233,181070.42466333715,-179.052978515625,19.48819899559021,1694110184.6530805,420.76611328125,0.2682169675827026,1048576.0,17.255556106567383,732.0859622955322,7010.888667565192,-0.0001470075076213,9,sac,reacher
1000,-44.85532760620117,0.7433114051818848,-103.6587142944336,5384576,819.8202981948853,172202.3893453902,-148.51402282714844,20.23151040077209,1694110247.161317,479.6260986328125,0.4013449847698211,1048576.0,55.96420669555664,793.846070766449,6696.361295977192,-0.0002660185564309,9,sac,reacher
1000,-53.20699691772461,0.708956241607666,-96.5688705444336,5798144,881.7154457569122,180547.1092401141,-149.77584838867188,20.94046664237976,1694110309.056465,554.4930419921875,0.4010857343673706,1048576.0,44.176883697509766,855.0283207893372,6759.607563391096,7.26671569282189e-05,9,sac,reacher
1000,-47.054779052734375,0.7101244926452637,-109.2684326171875,6211712,943.5463984012604,180250.08477484135,-156.32321166992188,21.650591135025024,1694110370.8874173,570.3536987304688,0.3443124890327453,1048576.0,35.3285026550293,916.1452445983888,6766.832723651414,0.000449423212558,9,sac,reacher
1000,-46.76079559326172,0.7095286846160889,-82.60023498535156,6625280,1005.426406621933,180401.44503707852,-129.3610382080078,22.360119819641117,1694110432.7674255,491.4711608886719,0.254079133272171,1048576.0,14.958298683166504,977.3119380474092,6761.3267397671225,4.756153066409752e-05,9,sac,reacher
1000,-75.03108215332031,0.737640380859375,-103.18441009521484,7038848,1067.3571889400482,173526.29183732573,-178.21548461914062,23.09776020050049,1694110494.698208,422.1885681152344,0.2551881670951843,1048576.0,9.604503631591797,1038.5010902881622,6758.845070655442,-0.000126584112877,9,sac,reacher
1000,-52.93487548828125,0.7408180236816406,-99.27455139160156,7452416,1126.9568583965302,172781.9733163063,-152.2094268798828,23.83857822418213,1694110554.2978773,414.4990234375,0.3061987459659576,1048576.0,21.902956008911133,1097.3557283878326,7026.939819078014,6.550116086145863e-05,9,sac,reacher
1000,-54.09732055664063,0.7296142578125,-153.22445678710938,7865984,1186.6820771694183,175435.16814455413,-207.32177734375,24.56819248199463,1694110614.023096,514.2362670898438,0.4741945266723633,1048576.0,121.49520874023438,1156.34743309021,7010.612798638679,-0.0010160279925912,9,sac,reacher
