,_runtime,eval/episode_reward_fwd,eval/walltime,eval/episode_x_velocity,training/walltime,eval/sps,eval/episode_y_velocity,eval/episode_reward,eval/epoch_eval_time,_step,eval/episode_reward_ctrl,_timestamp,training/v_loss,eval/episode_x_position,eval/avg_episode_length,eval/episode_y_position,training/total_loss,training/policy_loss,eval/episode_forward_reward,eval/episode_distance_from_origin,training/sps,training/entropy_loss
10,150.22677946090698,155.18020629882812,31.099146127700806,155.18020629882812,111.1938898563385,66081.52753222034,-13.733797073364258,155.09156799316406,1.9370012283325195,29491200.0,-0.08863808959722519,1694013209.3797264,0.005055875517427921,4010.3232421875,1000,-242.59323120117188,0.007137680891901255,-0.00012425956083461642,155.18020629882812,3629.49951171875,292583.32689711027,0.002206065459176898
11,162.24784517288208,134.35398864746094,33.03226637840271,134.35398864746094,121.27624797821045,66214.19435936485,-10.79883861541748,134.27078247070312,1.9331202507019043,32440320.0,-0.0832042247056961,1694013221.4007921,0.0031893220730125904,3690.3623046875,1000,-152.38124084472656,0.005489494651556015,8.580338908359408e-05,134.35398864746094,3384.4140625,292503.0002259481,0.0022143693640828133
12,174.26992630958557,140.677001953125,34.97157168388367,140.677001953125,131.35347819328308,66003.01646070906,-13.728864669799805,140.593994140625,1.939305305480957,35389440.0,-0.08297020196914673,1694013233.4228733,0.004491962492465973,3792.568115234375,1000,-266.4883728027344,0.00794085394591093,0.0008681539911776781,140.677001953125,3492.4208984375,292651.84351836744,0.0025807374622672796
13,186.29241108894348,156.41720581054688,36.9118914604187,156.41720581054688,141.43018555641174,65968.50763876592,-12.868570327758789,156.3294219970703,1.9403197765350342,38338560.0,-0.08778423815965652,1694013245.445358,0.0030176558066159487,4012.56884765625,1000,-230.3792724609375,0.006379889324307442,0.0005191995878703892,156.41720581054688,3655.09765625,292667.0283976912,0.002843034453690052
14,198.31471037864685,157.282958984375,38.85232591629028,157.282958984375,151.50667881965637,65964.60891151638,-12.818926811218262,157.1932830810547,1.940434455871582,41287680.0,-0.0896778255701065,1694013257.4676573,0.004093341063708067,4000.11083984375,1000,-236.3848876953125,0.008679904974997044,0.0013989823637530208,157.282958984375,3649.924560546875,292673.2468285682,0.0031875811982899904
15,210.3361668586731,160.19985961914062,40.789920806884766,160.19985961914062,161.58459281921387,66061.28072557403,-22.41179656982422,160.10885620117188,1.9375948905944824,44236800.0,-0.09100237488746643,1694013269.4891138,0.002640229882672429,4051.6279296875,1000,-314.90521240234375,0.007345239166170359,0.0012252492597326636,160.19985961914062,3698.327392578125,292631.987148282,0.003479760605841875
16,222.3587567806244,173.5454559326172,42.73412203788757,173.5454559326172,171.65753316879272,65836.80637522195,-25.00444984436035,173.45059204101562,1.9442012310028076,47185920.0,-0.0948668122291565,1694013281.5117037,0.002633678028360009,4238.275390625,1000,-432.5852966308594,0.008104323409497738,0.0018097464926540852,173.5454559326172,3830.8486328125,292776.47813364654,0.003660899121314287
17,234.38091921806335,170.92880249023438,44.67215847969055,170.92880249023438,181.73614621162415,66046.2296988183,-22.554819107055664,170.83697509765625,1.9380364418029785,50135040.0,-0.09183460474014282,1694013293.5338662,0.0027635102160274982,4190.99609375,1000,-428.7867431640625,0.009330199100077152,0.0022512355353683233,170.92880249023438,3806.436767578125,292611.69046445435,0.004315453115850687
18,246.40285396575928,170.64501953125,46.61282682418823,170.64501953125,191.81180238723755,65956.65888141815,-29.65126609802246,170.5523223876953,1.9406683444976807,53084160.0,-0.09271049499511719,1694013305.555801,0.002189136575907469,4203.85546875,1000,-481.8255920410156,0.008941044099628925,0.002645183354616165,170.64501953125,3826.8154296875,292697.5621833839,0.004106723703444004
19,258.4241383075714,169.36386108398438,48.55173206329346,169.36386108398438,201.88861966133118,66016.63527355781,-20.023454666137695,169.2725830078125,1.9389052391052246,56033280.0,-0.09126713871955872,1694013317.5770853,0.0029996691737324,4190.041015625,1000,-371.3816223144531,0.010955220088362694,0.0032908408902585506,169.36386108398438,3816.63525390625,292663.8361878267,0.004664710257202387
