training/actor_loss,eval/episode_reward,eval/epoch_eval_time,eval/episode_x_position,training/alpha_loss,_step,_runtime,eval/episode_y_velocity,eval/walltime,training/alpha,eval/episode_y_position,eval/sps,eval/episode_reward_ctrl,eval/avg_episode_length,_timestamp,training/critic_loss,eval/episode_reward_fwd,training/sps,training/walltime,eval/episode_x_velocity,eval/episode_forward_reward,training/buffer_current_size,eval/episode_distance_from_origin,seed,rl_algorithm,environment
-39.97943115234375,7.350937366485596,1.8581039905548096,1071.9521484375,-5.335365858627483e-05,4143872.0,696.4308245182037,-0.5951257944107056,29.47102665901184,0.0642407312989234,3.405395984649658,68887.42538127836,-0.0662603601813316,1000,1694069538.7948716,0.1643604636192321,7.417197227478027,6362.424638642172,662.0786461830139,7.417197227478027,7.417197227478027,1048576.0,393.5973205566406,3,sac,swimmer
-43.48268127441406,34.5592041015625,1.8382995128631592,1558.6533203125,-6.660952931270003e-05,4557440.0,763.3480179309845,-18.96314239501953,31.309326171875,0.0573210045695304,-402.6837768554688,69629.56749122968,-0.0849945545196533,1000,1694069605.712065,0.1771705150604248,34.644195556640625,6355.389821962684,727.1522312164307,34.644195556640625,34.644195556640625,1048576.0,1120.2252197265625,3,sac,swimmer
-48.31118774414063,9.075420379638672,1.865053415298462,1089.72412109375,0.0001055672109941,4971008.0,829.6032586097717,0.8610592484474182,33.17437958717346,0.0763735324144363,24.44044303894043,68630.74212784214,-0.0693432092666626,1000,1694069671.9673057,0.1444043964147567,9.144763946533203,6423.380672301656,791.5370187759399,9.144763946533203,9.144763946533203,1048576.0,460.5312194824219,3,sac,swimmer
-47.197879791259766,13.52760124206543,1.889434814453125,1180.81201171875,0.000151121043018,5384576.0,895.6515963077545,-4.958263397216797,35.06381440162659,0.0595246665179729,-93.41539764404295,67745.12622550999,-0.0696301981806755,1000,1694069738.0156434,0.1585186570882797,13.597230911254885,6446.5326466520655,855.690575838089,13.597230911254885,13.597230911254885,1048576.0,499.8209838867188,3,sac,swimmer
-48.46066665649414,4.3579277992248535,1.9153425693511963,1059.6785888671875,-0.0002115020324708,5798144.0,961.0750415325164,-1.385847568511963,36.97915697097778,0.0626181811094284,-23.98255729675293,66828.7762451595,-0.0629049465060234,1000,1694069803.4390886,0.2013861089944839,4.420832633972168,6512.569047761162,919.19362616539,4.420832633972168,4.420832633972168,1048576.0,559.7430419921875,3,sac,swimmer
-46.785037994384766,3.609964847564697,1.8647127151489256,1071.48486328125,0.0002162289456464,6211712.0,1025.6824464797974,1.2683188915252686,38.84386968612671,0.0742208138108253,22.79525375366211,68643.2815951369,-0.0671788603067398,1000,1694069868.0464935,0.19249227643013,3.6771433353424072,6592.068622121618,981.9308371543884,3.6771433353424072,3.6771433353424072,1048576.0,368.7905883789063,3,sac,swimmer
-44.3308219909668,0.9200611114501952,1.8791279792785645,1016.76611328125,0.0001052916340995,6625280.0,1090.3146817684174,2.507760763168335,40.72299766540527,0.0704271271824836,56.92737579345703,68116.70168901524,-0.0632100403308868,1000,1694069932.6787288,0.3300563097000122,0.9832713603973388,6590.954111666703,1044.6786568164823,0.9832713603973388,0.9832713603973388,1048576.0,280.38397216796875,3,sac,swimmer
-42.33884811401367,1.0726938247680664,1.9016859531402588,1024.3126220703125,-0.0002765512326732,7038848.0,1156.5663113594055,2.8262248039245605,42.62468361854553,0.0520198456943035,48.07167053222656,67308.69510217146,-0.0639256685972213,1000,1694069998.9303584,0.3265171349048614,1.1366198062896729,6427.371459250903,1109.023467540741,1.1366198062896729,1.1366198062896729,1048576.0,264.2018737792969,3,sac,swimmer
-41.99747085571289,0.9456555843353271,1.853966236114502,1022.8331298828124,0.0003431399527471,7452416.0,1222.7801382541656,1.4537283182144165,44.478649854660034,0.068053014576435,33.43468475341797,69041.1710346243,-0.0623695999383926,1000,1694070065.1441853,0.1769109517335891,1.0080254077911377,6426.394171526245,1173.3780634403229,1.0080254077911377,1.0080254077911377,1048576.0,261.1192626953125,3,sac,swimmer
-41.230587005615234,-1.083645939826965,1.9380204677581787,1018.5091552734376,-0.000301116524497,7865984.0,1291.7080109119415,9.54795265197754,46.41667032241821,0.0564468875527381,171.10281372070312,66046.77408183675,-0.0649001598358154,1000,1694070134.072058,0.1628671139478683,-1.0187456607818604,6174.146763621902,1240.3618938922882,-1.0187456607818604,-1.0187456607818604,1048576.0,437.4061584472656,3,sac,swimmer
