eval/sps,training/actor_loss,eval/episode_reward_ctrl,_runtime,training/walltime,eval/epoch_eval_time,eval/episode_reward_healthy,_timestamp,eval/episode_reward_forward,eval/avg_episode_length,training/buffer_current_size,_step,training/alpha_loss,training/critic_loss,eval/episode_x_velocity,eval/walltime,eval/episode_reward,eval/episode_x_position,training/alpha,training/sps,seed,rl_algorithm,environment
115157.83892215518,-2444.21533203125,-0.3161705732345581,690.8121008872986,663.5130784511566,1.1115179061889648,286.6328125,1694045702.4411738,795.7918701171875,286.6328125,1048576.0,4143872.0,-0.0006497979047708,65.67083740234375,795.7918701171875,22.597667932510376,1082.1085205078125,585.1347045898438,0.3102490305900574,6355.131484607667,1,sac,hopper
117816.2611927672,-2479.64892578125,-0.2956677675247192,756.3061616420746,727.9158799648285,1.086437463760376,285.453125,1694045767.9352343,806.47265625,285.453125,1048576.0,4557440.0,0.000515192921739,58.74659729003906,806.47265625,23.684105396270752,1091.630126953125,595.84814453125,0.3091552555561065,6421.58400379842,1,sac,hopper
118263.19513405063,-2490.014892578125,-0.2793848514556885,821.8878290653229,792.4102923870087,1.082331657409668,283.5,1694045833.516902,741.9192504882812,283.5,1048576.0,4971008.0,-8.709386747796088e-05,65.01313781738281,741.9192504882812,24.76643705368042,1025.139892578125,546.2022094726562,0.2850255072116852,6412.462482684321,1,sac,hopper
110365.39358937409,-2465.18896484375,-0.3107400238513946,886.8050572872162,856.1628227233887,1.1597838401794434,287.90625,1694045898.4341302,768.3517456054688,287.90625,1048576.0,5384576.0,0.0002780784561764,66.15888977050781,768.3517456054688,25.926220893859863,1055.947265625,565.8986206054688,0.2700997292995453,6487.0836940569225,1,sac,hopper
117778.03440208778,-2439.265869140625,-0.2912723422050476,956.2381329536438,924.5041902065276,1.0867900848388672,280.1015625,1694045967.867206,763.0324096679688,280.1015625,1048576.0,5798144.0,-0.0001306015183217,75.89363861083984,763.0324096679688,27.01301097869873,1042.8427734375,547.378662109375,0.2482552528381347,6051.5031412275175,1,sac,hopper
119233.2661291218,-2443.871337890625,-0.3411679863929748,1021.1871933937072,988.3749315738678,1.0735259056091309,294.3203125,1694046032.8162663,772.6773071289062,294.3203125,1048576.0,6211712.0,-1.1200379049114416e-05,113.46881103515624,772.6773071289062,28.08653688430786,1066.6563720703125,588.048095703125,0.2791851460933685,6475.077494739641,1,sac,hopper
120738.78236807916,-2451.121826171875,-0.3323370218276977,1086.022518634796,1052.1454048156738,1.0601398944854736,288.484375,1694046097.6515915,776.37451171875,288.484375,1048576.0,6625280.0,0.0001426043891115,110.14679718017578,776.37451171875,29.14667677879333,1064.5264892578125,578.6539306640625,0.2656172215938568,6485.258442913312,1,sac,hopper
115391.31726250055,-2417.713134765625,-0.3434292078018188,1152.6800453662872,1117.6888811588287,1.1092689037322998,296.1328125,1694046164.3091185,809.472412109375,296.1328125,1048576.0,7038848.0,-5.67271672480274e-05,91.75846099853516,809.472412109375,30.255945682525635,1105.2618408203125,613.134521484375,0.2901632487773895,6309.827050288756,1,sac,hopper
112181.77734064424,-2400.624755859375,-0.3153617978096008,1218.0598566532135,1181.9229218959808,1.141005277633667,285.3203125,1694046229.6889296,736.706787109375,285.3203125,1048576.0,7452416.0,-0.0002316408499609,73.7028579711914,736.706787109375,31.3969509601593,1021.7117919921876,559.4576416015625,0.2784405350685119,6438.455299618071,1,sac,hopper
111744.57996934924,-2402.794921875,-0.3274832367897033,1282.9879162311554,1245.700556755066,1.1454694271087646,292.1640625,1694046294.6169891,793.3297729492188,292.1640625,1048576.0,7865984.0,-4.01439410779858e-06,143.9708709716797,793.3297729492188,32.542420387268066,1085.1663818359375,608.8802490234375,0.3295272290706634,6484.530210531749,1,sac,hopper
