,eval/episode_x_velocity,eval/avg_episode_length,eval/epoch_eval_time,eval/episode_x_position,eval/episode_reward_ctrl,_step,eval/episode_reward_fwd,eval/episode_forward_reward,_runtime,eval/sps,eval/episode_y_position,eval/episode_distance_from_origin,eval/episode_reward,eval/walltime,eval/episode_y_velocity,_timestamp,training/policy_loss,training/v_loss,training/total_loss,training/entropy_loss,training/walltime,training/sps,seed,rl_algorithm,environment
10,170.9001922607422,1000,1.95709228515625,4289.3720703125,-0.08319257944822311,29491200,170.9001922607422,170.9001922607422,145.4367549419403,65403.1498518634,-48.49006652832031,3874.171875,170.8170166015625,29.042250871658325,-12.300402641296387,1694136187.811405,0.00013684261648450047,0.005604815203696489,0.008178386837244034,0.00243672844953835,111.02388262748718,292596.00607479125,6,ppo,swimmer
11,160.99609375,1000,1.871788501739502,4140.3271484375,-0.0787142738699913,32440320,160.99609375,160.99609375,157.39970469474792,68383.79436621512,-27.918004989624023,3798.31494140625,160.9173583984375,30.914039373397827,-17.214508056640625,1694136199.7743547,-0.0002029946626862511,0.004405594430863857,0.006697948090732098,0.002495347987860441,121.10899519920349,292423.1116934485,6,ppo,swimmer
12,172.697021484375,1000,1.869734287261963,4290.76123046875,-0.08368851989507675,35389440,172.697021484375,172.697021484375,169.34588646888733,68458.92535213818,-35.436309814453125,3922.050537109375,172.6133270263672,32.78377366065979,-18.479448318481445,1694136211.7205365,0.000391024979762733,0.005086912773549557,0.008369243703782558,0.002891306532546878,131.17966318130493,292842.5408564218,6,ppo,swimmer
13,175.04896545410156,1000,1.862971544265747,4346.97607421875,-0.08307582885026932,38338560,175.04896545410156,175.04896545410156,181.28463912010193,68707.4369944006,-32.006317138671875,3988.914794921875,174.96588134765625,34.64674520492554,-23.617740631103516,1694136223.6592891,0.0004255601961631328,0.0031205660197883844,0.006632102653384209,0.003085975768044591,141.2496452331543,292862.48821648996,6,ppo,swimmer
14,182.14642333984375,1000,1.884059190750122,4409.044921875,-0.08742159605026245,41287680,182.14642333984375,182.14642333984375,193.24235367774963,67938.41755525627,-99.63310241699219,4018.168212890625,182.0590057373047,36.53080439567566,-23.305891036987305,1694136235.6170037,0.00044263931340537965,0.004268205724656582,0.007988848723471165,0.003278004005551338,151.31746196746826,292925.4750882151,6,ppo,swimmer
15,180.20440673828125,1000,1.8772177696228027,4383.21728515625,-0.08438201248645782,44236800,180.20440673828125,180.20440673828125,205.19266438484192,68186.01553389279,-53.994789123535156,4027.97021484375,180.12002563476562,38.40802216529846,-26.263736724853516,1694136247.5673144,0.0009453897946514189,0.003011514665558934,0.0076182326301932335,0.0036613279953598976,161.38476872444153,292940.31374947913,6,ppo,swimmer
16,186.2764892578125,1000,1.9381496906280518,4444.9951171875,-0.08761826902627945,47185920,186.2764892578125,186.2764892578125,217.2020547389984,66042.37052429216,-0.27124691009521484,4046.233642578125,186.1888885498047,40.346171855926514,-21.35734748840332,1694136259.5767047,0.0012451192596927285,0.002791516948491335,0.00773180928081274,0.0036951734218746424,171.45025515556335,292993.29149970476,6,ppo,swimmer
17,173.00460815429688,1000,1.871525764465332,4286.75830078125,-0.08108961582183838,50135040,173.00460815429688,173.00460815429688,229.15279984474182,68393.39453954446,-48.91581344604492,3952.782958984375,172.92352294921875,42.217697620391846,-27.227954864501953,1694136271.5274498,0.0015504476614296436,0.0037484276108443737,0.0094887251034379,0.004189849365502596,181.52374815940857,292760.41576385405,6,ppo,swimmer
18,183.55471801757812,1000,1.8677935600280762,4407.70458984375,-0.08411408215761185,53084160,183.55471801757812,183.55471801757812,241.1013822555542,68530.05746420709,-60.235618591308594,4022.644775390625,183.4705810546875,44.08549118041992,-23.805465698242188,1694136283.4760323,0.0016694407677277923,0.0023727647494524717,0.00814839918166399,0.004106192849576473,191.59882235527039,292714.4696573357,6,ppo,swimmer
19,178.39849853515625,1000,1.8679919242858887,4339.5888671875,-0.08307524025440216,56033280,178.39849853515625,178.39849853515625,253.05307865142822,68522.78017686447,-68.0703353881836,3981.71484375,178.3154296875,45.95348310470581,-26.92491912841797,1694136295.4277287,0.002696578623726964,0.003545347135514021,0.010796913877129555,0.004554987885057926,201.67679071426392,292630.4087240182,6,ppo,swimmer
