_runtime,eval/episode_reward_fwd,eval/walltime,eval/episode_x_velocity,training/walltime,eval/sps,eval/episode_y_velocity,eval/episode_reward,eval/epoch_eval_time,_step,eval/episode_reward_ctrl,_timestamp,training/v_loss,eval/episode_x_position,eval/avg_episode_length,eval/episode_y_position,training/total_loss,training/policy_loss,eval/episode_forward_reward,eval/episode_distance_from_origin,training/sps,training/entropy_loss,seed,rl_algorithm,environment
150.22677946090698,155.18020629882812,31.09914612770081,155.18020629882812,111.1938898563385,66081.52753222034,-13.733797073364258,155.09156799316406,1.9370012283325195,29491200.0,-0.0886380895972251,1694013209.3797264,0.0050558755174279,4010.3232421875,1000,-242.59323120117188,0.0071376808919012,-0.0001242595608346,155.18020629882812,3629.49951171875,292583.32689711027,0.0022060654591768,1,ppo,swimmer
162.24784517288208,134.35398864746094,33.03226637840271,134.35398864746094,121.27624797821044,66214.19435936485,-10.79883861541748,134.27078247070312,1.9331202507019043,32440320.0,-0.0832042247056961,1694013221.400792,0.0031893220730125,3690.3623046875,1000,-152.38124084472656,0.005489494651556,8.580338908359408e-05,134.35398864746094,3384.4140625,292503.0002259481,0.0022143693640828,1,ppo,swimmer
174.26992630958557,140.677001953125,34.97157168388367,140.677001953125,131.35347819328308,66003.01646070906,-13.728864669799805,140.593994140625,1.939305305480957,35389440.0,-0.0829702019691467,1694013233.4228733,0.0044919624924659,3792.568115234375,1000,-266.4883728027344,0.0079408539459109,0.0008681539911776,140.677001953125,3492.4208984375,292651.84351836744,0.0025807374622672,1,ppo,swimmer
186.29241108894348,156.41720581054688,36.9118914604187,156.41720581054688,141.43018555641174,65968.50763876592,-12.868570327758787,156.3294219970703,1.9403197765350344,38338560.0,-0.0877842381596565,1694013245.445358,0.0030176558066159,4012.56884765625,1000,-230.3792724609375,0.0063798893243074,0.0005191995878703,156.41720581054688,3655.09765625,292667.0283976912,0.00284303445369,1,ppo,swimmer
198.31471037864685,157.282958984375,38.85232591629028,157.282958984375,151.50667881965637,65964.60891151638,-12.818926811218262,157.1932830810547,1.940434455871582,41287680.0,-0.0896778255701065,1694013257.467657,0.004093341063708,4000.11083984375,1000,-236.3848876953125,0.008679904974997,0.001398982363753,157.282958984375,3649.924560546875,292673.2468285682,0.0031875811982899,1,ppo,swimmer
210.3361668586731,160.19985961914062,40.789920806884766,160.19985961914062,161.58459281921387,66061.28072557403,-22.41179656982422,160.10885620117188,1.9375948905944824,44236800.0,-0.0910023748874664,1694013269.4891138,0.0026402298826724,4051.6279296875,1000,-314.9052124023437,0.0073452391661703,0.0012252492597326,160.19985961914062,3698.327392578125,292631.987148282,0.0034797606058418,1,ppo,swimmer
222.3587567806244,173.5454559326172,42.73412203788757,173.5454559326172,171.65753316879272,65836.80637522195,-25.00444984436035,173.45059204101562,1.944201231002808,47185920.0,-0.0948668122291565,1694013281.5117035,0.00263367802836,4238.275390625,1000,-432.5852966308594,0.0081043234094977,0.001809746492654,173.5454559326172,3830.8486328125,292776.47813364654,0.0036608991213142,1,ppo,swimmer
234.38091921806333,170.92880249023438,44.67215847969055,170.92880249023438,181.73614621162412,66046.2296988183,-22.554819107055664,170.83697509765625,1.9380364418029783,50135040.0,-0.0918346047401428,1694013293.5338662,0.0027635102160274,4190.99609375,1000,-428.7867431640625,0.0093301991000771,0.0022512355353683,170.92880249023438,3806.436767578125,292611.69046445435,0.0043154531158506,1,ppo,swimmer
246.40285396575928,170.64501953125,46.61282682418823,170.64501953125,191.81180238723755,65956.65888141815,-29.65126609802246,170.5523223876953,1.9406683444976809,53084160.0,-0.0927104949951171,1694013305.555801,0.0021891365759074,4203.85546875,1000,-481.8255920410156,0.0089410440996289,0.0026451833546161,170.64501953125,3826.8154296875,292697.5621833839,0.004106723703444,1,ppo,swimmer
258.4241383075714,169.36386108398438,48.55173206329346,169.36386108398438,201.8886196613312,66016.63527355781,-20.02345466613769,169.2725830078125,1.9389052391052248,56033280.0,-0.0912671387195587,1694013317.5770853,0.0029996691737324,4190.041015625,1000,-371.3816223144531,0.0109552200883626,0.0032908408902585,169.36386108398438,3816.63525390625,292663.8361878267,0.0046647102572023,1,ppo,swimmer
