,eval/episode_reward_ctrl,eval/episode_distance_from_origin,training/total_loss,training/policy_loss,eval/sps,eval/episode_reward_survive,training/walltime,_runtime,eval/avg_episode_length,eval/episode_x_position,eval/episode_reward_contact,eval/episode_y_velocity,eval/episode_reward,eval/walltime,eval/epoch_eval_time,eval/episode_y_position,eval/episode_forward_reward,training/entropy_loss,eval/episode_x_velocity,training/v_loss,eval/episode_reward_forward,training/sps,_step,_timestamp
10,-634.2510375976562,116846.8359375,279.1175231933594,-0.001992038683965802,52731.59470396417,972.046875,84.09163498878479,131.9637372493744,972.046875,116364.4765625,-0.9585476517677307,415.2389221191406,5114.59228515625,38.92903137207031,2.427387237548828,10171.8125,4777.7548828125,0.06830998510122299,4777.7548828125,279.05120849609375,4777.7548828125,416297.16083012905,29491200.0,1694008121.8475103
11,-636.1522827148438,121774.46875,263.2601623535156,-0.0013827404472976923,52923.51600345377,978.515625,91.18387126922607,141.48069024085999,978.515625,121256.5859375,-0.9411308765411377,440.410400390625,5316.4052734375,41.34761595726013,2.4185845851898193,10790.876953125,4974.9833984375,0.07251172512769699,4974.9833984375,263.18902587890625,4974.9833984375,415823.7096715147,32440320.0,1694008131.3644633
12,-629.0423583984375,123615.7421875,214.64503479003906,-0.0012640646891668439,52745.903841041225,955.984375,98.26876902580261,150.9984483718872,955.984375,123017.515625,-0.8949782252311707,480.67974853515625,5398.9599609375,43.77434468269348,2.4267287254333496,11797.6376953125,5072.9130859375,0.07812479883432388,5072.9130859375,214.5681915283203,5072.9130859375,416254.41909341415,35389440.0,1694008140.8822215
13,-635.2804565429688,131199.265625,195.47708129882812,-0.000921520113479346,52833.09182050419,978.9296875,105.35734677314758,160.51597929000854,978.9296875,130624.5,-0.9104398488998413,488.65875244140625,5700.228515625,46.19706869125366,2.4227240085601807,11885.44921875,5357.4892578125,0.08346252888441086,5357.4892578125,195.39451599121094,5357.4892578125,416038.32321717765,38338560.0,1694008150.3997524
14,-630.0496215820312,133309.21875,193.4709014892578,-0.0005980043206363916,52756.00054635734,975.09375,112.44188570976257,170.03322291374207,975.09375,132532.578125,-0.8963679671287537,566.5897216796875,5802.4775390625,48.62333297729492,2.4262642860412598,14049.0390625,5458.3291015625,0.0882691740989685,5458.3291015625,193.3832244873047,5458.3291015625,416275.5016784616,41287680.0,1694008159.916996
15,-624.2763061523438,137913.953125,191.44837951660156,3.4631862945389e-05,52805.581229741314,980.6640625,119.52873301506042,179.55074763298035,980.6640625,137555.09375,-0.8697119951248169,381.56610107421875,6007.0498046875,51.047319173812866,2.4239861965179443,9552.478515625,5651.53173828125,0.09200584143400192,5651.53173828125,191.35635375976562,5651.53173828125,416139.9100267551,44236800.0,1694008169.4345207
16,-629.6678466796875,141153.1875,189.3607940673828,0.00016232430061791092,52796.41047563499,980.859375,126.61441612243652,189.06732201576233,980.859375,141051.25,-0.8563311100006104,164.2652587890625,6141.27294921875,53.471726417541504,2.4244072437286377,4427.79345703125,5790.9384765625,0.09570427983999252,5790.9384765625,189.26492309570312,5790.9384765625,416208.282999561,47185920.0,1694008178.951095
17,-622.3014526367188,141721.046875,164.4656219482422,0.0008665657369419932,52886.948687226344,972.5703125,133.70458793640137,198.5844476222992,972.5703125,141680.6875,-0.8248950242996216,26.106979370117188,6175.84423828125,55.89198327064514,2.4202568531036377,1338.465576171875,5826.400390625,0.09968287497758865,5826.400390625,164.3650665283203,5826.400390625,415944.7863014259,50135040.0,1694008188.4682207
18,-645.8148193359375,149690.765625,205.24200439453125,0.0015881776344031096,52821.97292739512,997.3671875,140.7897744178772,208.09975123405457,997.3671875,149602.796875,-0.8413928747177124,126.57070922851562,6457.14453125,58.31521725654602,2.423233985900879,3688.761474609375,6106.43359375,0.10112742334604263,6106.43359375,205.13926696777344,6106.43359375,416237.45651726366,53084160.0,1694008197.9835243
19,-640.043212890625,152347.75,179.58660888671875,0.0016805973136797547,52892.95114225507,1000.0,147.88265657424927,217.61838507652283,1000.0,152280.0625,-0.8317161798477173,89.57038879394531,6550.13916015625,60.73519945144653,2.4199821949005127,2884.1142578125,6191.01416015625,0.10205737501382828,6191.01416015625,179.4828643798828,6191.01416015625,415785.8448769776,56033280.0,1694008207.5021582
