eval/walltime,eval/episode_x_position,eval/avg_episode_length,_runtime,eval/episode_reward_ctrl,_step,_timestamp,eval/episode_reward,eval/epoch_eval_time,eval/episode_x_velocity,eval/sps,training/total_loss,training/policy_loss,eval/episode_reward_run,training/v_loss,training/sps,training/walltime,training/entropy_loss,seed,rl_algorithm,environment
74.658935546875,88923.5703125,1000,269.9113836288452,-185.21908569335935,29491200.0,1694012572.4700077,3257.985107421875,5.26551079750061,3443.20458984375,24309.13256521248,15.61396312713623,-0.0030868838075548,3443.20458984375,15.614505767822266,172756.168912284,187.65842461586,0.0025457062292844,4,ppo,halfcheetah
79.92453813552856,103787.3125,1000,292.255170583725,-190.3802032470703,32440320.0,1694012594.8137946,3822.0712890625,5.2656025886535645,4012.45166015625,24308.70880301852,15.70661735534668,-0.0032188401091843,4012.45166015625,15.706856727600098,172732.0591176678,204.73180413246155,0.002978264587,4,ppo,halfcheetah
85.18345928192139,113562.734375,1000,314.59928464889526,-195.06748962402344,35389440.0,1694012617.157909,4233.7021484375,5.258921146392822,4428.76953125,24339.59293871467,16.29422950744629,-0.0026565811131149,4428.76953125,16.293346405029297,172659.68092137456,221.8123407363892,0.0035404663067311,4,ppo,halfcheetah
90.54479479789734,119205.375,1000,337.0421257019043,-199.0269470214844,38338560.0,1694012639.6007495,4495.1982421875,5.361335515975952,4694.2255859375,23874.648325697908,16.0017032623291,-0.0024516053963452,4694.2255859375,16.00016975402832,172705.1009809511,238.88838529586792,0.003986844792962,4,ppo,halfcheetah
95.90967726707458,125215.1171875,1000,359.48384308815,-201.25965881347656,41287680.0,1694012662.042467,4699.1005859375,5.364882469177246,4900.3603515625,23858.86377481629,16.23446273803711,-0.0018838127143681,4900.3603515625,16.23188591003418,172747.48098734673,255.9602406024933,0.0044613210484385,4,ppo,halfcheetah
101.17200255393982,129327.96875,1000,381.8270466327667,-202.82858276367188,44236800.0,1694012684.385671,4844.306640625,5.262325286865234,5047.1357421875,24323.84792317724,16.029640197753906,-0.0018797119846567,5047.1357421875,16.026668548583984,172708.64571967314,273.0359346866608,0.0048507386818528,4,ppo,halfcheetah
106.48739409446716,127417.4453125,1000,404.2380278110504,-201.14352416992188,47185920.0,1694012706.7966518,4813.4033203125,5.315391540527344,5014.546875,24081.01059424515,15.74974536895752,-0.0016816548304632,5014.546875,15.746148109436035,172558.42343879514,290.12649416923523,0.0052794050425291,4,ppo,halfcheetah
111.76486492156982,132426.078125,1000,426.61148262023926,-201.96221923828125,50135040.0,1694012729.1701066,4972.298828125,5.277470827102661,5174.26123046875,24254.042171612,15.951701164245604,-0.0010153696639463,5174.26123046875,15.947030067443848,172554.50694290403,307.2174415588379,0.0056864111684262,4,ppo,halfcheetah
117.0206654071808,135975.796875,1000,448.96663904190063,-203.33648681640625,53084160.0,1694012751.525263,5158.05859375,5.255800485610962,5361.39453125,24354.04470744871,16.00950050354004,-0.0008810890140011,5361.39453125,16.004375457763672,172520.82808452265,324.3117253780365,0.0060060592368245,4,ppo,halfcheetah
122.47690320014954,135086.84375,1000,471.5197687149048,-200.45233154296875,56033280.0,1694012774.0783927,5095.306640625,5.45623779296875,5295.75830078125,23459.38810895464,16.161996841430664,-0.0008218580042012,5295.75830078125,16.15642738342285,172552.21778884958,341.4028995037079,0.0063922577537596,4,ppo,halfcheetah
