eval/avg_episode_length,eval/episode_reward_dist,eval/epoch_eval_time,eval/episode_reward_ctrl,_step,_runtime,eval/sps,eval/episode_reward,eval/walltime,_timestamp,training/policy_loss,training/v_loss,training/total_loss,training/entropy_loss,training/walltime,training/sps,seed,rl_algorithm,environment
1000,-5.43635368347168,0.6384656429290771,-2.2192540168762207,32768000,64.31248545646667,200480.63888414847,-30.952051162719727,15.96802806854248,1694104265.7910855,-0.0295969285070896,0.6280879974365234,0.6014325618743896,0.0029415474273264,42.86762237548828,1057323.7340982885,6,ppo,reacher
1000,-4.605339050292969,0.6413724422454834,-1.614504337310791,36044800,68.0582115650177,199572.02955565773,-25.206085205078125,16.609400510787964,1694104269.5368116,-0.0197100490331649,0.3910743594169616,0.3747757077217102,0.0034113924484699,45.9677312374115,1056995.139831047,6,ppo,reacher
1000,-3.938078165054321,0.6357619762420654,-1.279928207397461,39321600,71.80028200149536,201333.210829306,-21.19873809814453,17.24516248703003,1694104273.278882,-0.0152640659362077,0.2468225359916687,0.2354068160057068,0.0038483415264636,49.069865226745605,1056305.1148875058,6,ppo,reacher
1000,-3.21206283569336,0.6403388977050781,-1.0695862770080566,42598400,75.54556632041931,199894.1505173924,-17.456443786621094,17.885501384735107,1694104277.0241663,-0.0139641100540757,0.1337478309869766,0.1240658387541771,0.0042821057140827,52.170470237731934,1056826.0027927975,6,ppo,reacher
1000,-3.147723197937012,0.6373472213745117,-0.9439935684204102,45875200,79.28975439071655,200832.44377209875,-16.693641662597656,18.52284860610962,1694104280.7683544,-0.0067149861715734,0.1528356075286865,0.1507458686828613,0.0046252338215708,55.272767543792725,1056249.5069696552,6,ppo,reacher
1000,-3.0990569591522217,0.6224076747894287,-0.8668135404586792,49152000,83.02224254608154,205652.99109350573,-16.186790466308594,19.145256280899048,1694104284.5008426,-0.0046407668851315,0.089806854724884,0.0901406854391098,0.0049745910800993,58.37833738327026,1055136.47071974,6,ppo,reacher
1000,-2.983966588973999,0.6191630363464355,-0.8289836645126343,52428800,86.74652934074402,206730.68721173,-15.57854461669922,19.764419317245483,1694104288.2251294,-0.0034757368266582,0.1205666363239288,0.1223131492733955,0.0052222474478185,61.4794511795044,1056652.6142894905,6,ppo,reacher
1000,-3.012561559677124,0.6880950927734375,-0.8022544980049133,55705600,90.54119849205016,186020.80053220977,-15.595176696777344,20.45251441001892,1694104292.0197985,-0.002064146567136,0.0988662987947464,0.1022541671991348,0.0054520238190889,64.5818178653717,1056225.8855238853,6,ppo,reacher
1000,-2.9101619720458984,0.6992847919464111,-0.7954390048980713,58982400,94.34861326217651,183044.1638001605,-15.16910457611084,21.15179920196533,1694104295.8272133,-0.0012849374907091,0.0624440535902977,0.0668957829475402,0.0057366741821169,67.68577003479004,1055686.3705197028,6,ppo,reacher
1000,-3.006211042404175,0.6221399307250977,-0.7353171706199646,62259200,98.07674622535706,205741.49588954583,-15.312889099121094,21.77393913269043,1694104299.5553465,0.0003400310524739,0.083245500922203,0.0895027071237564,0.0059171747416257,70.78765749931335,1056389.0655212936,6,ppo,reacher
